Gene,Nalleles,Deviance,LogMaxLikelihood,WAIC,WAIC SE,AIC,Acceptance,Temperature,Rhat
0610009B22Rik,2,7.618124895640072e-5,379.88325010857614,762.5512038443127,16.936319798920405,765.7665002171523,0.91525725,1.0,1.007875496242983
0610009O20Rik,2,0.0004110125274008363,406.8273615584752,817.9722713928234,17.311951501420477,819.6547231169504,0.89502965,1.0,1.0042234359221358
0610010F05Rik,2,8.728931388220023e-5,185.60477206980661,376.0199945348564,11.507966460787104,377.20954413961323,0.93173295,1.0,1.0042377643827056
0610010K14Rik,2,0.0033886603263511643,1025.2918590435438,2054.8372846929956,22.53509155218473,2056.5837180870876,0.82775745,1.0,1.0027066407515062
0610012G03Rik,2,0.0023134338768300584,1352.8447535502005,2710.969166983944,21.74915388823193,2711.689507100401,0.7892724,1.0,1.0028384119193228
0610030E20Rik,2,0.0016881916894777433,1043.1171110553476,2090.5313334515786,22.87380019422349,2092.234222110695,0.8253151,1.0,1.0046150839771577
0610037L13Rik,2,0.0001823886391599717,798.6250754098276,1601.0072620911253,22.11666729064684,1603.2501508196551,0.850586025,1.0,1.002501234509778
0610039K10Rik,2,0.00014241819841701673,121.85761420941208,248.1556913134356,9.054983395761404,249.71522841882415,0.946684175,1.0,1.0026527824967262
0610040B10Rik,2,0.0011361094329867406,639.572503293525,1283.4267965749768,20.75653564771269,1285.14500658705,0.86390965,1.0,1.003009816340025
1010001B22Rik,2,7.187318613658088e-6,34.61325929963432,71.74714986845032,4.529208218564084,75.22651859926864,0.969225925,1.0,1.0024566835598911
1110002L01Rik,2,0.0003167562808408509,289.7429974174199,583.8056915582955,14.549478526053553,585.4859948348397,0.915349025,1.0,1.0012039452324173
1110004E09Rik,2,0.0006017956143660615,601.4034423251335,1208.3045733306778,20.199014757048136,1208.806884650267,0.87044145,1.0,1.001965435414911
1110004F10Rik,2,0.003592000790248381,2125.7002162610884,4255.803051249804,14.356888575803481,4257.400432522177,0.710432375,1.0,1.0075951893289459
1110006O24Rik,2,2.8740594766009646e-5,62.2950309756951,127.12016871443133,6.272266893591288,130.5900619513902,0.96137995,1.0,1.0028761897455636
1110008F13Rik,2,0.0014368040713508016,1517.960287791816,3040.7124859461624,19.85814890751402,3041.920575583632,0.781494725,1.0,1.0033915290752546
1110008L16Rik,2,0.00014941815677478224,230.7508253544069,465.5435347370375,12.936121369687962,467.5016507088138,0.926449075,1.0,1.0061683777324648
1110032A03Rik,2,0.0006814799286160074,904.1508079170524,1812.5869868151706,22.661749701659005,1814.3016158341047,0.8361433,1.0,1.0026517249771294
1110034G24Rik,2,0.0001033105913673887,449.23939955588514,901.25025995462,18.328204653885585,904.4787991117703,0.910041525,1.0,1.0035197110443805
1110035H17Rik,2,0.0007279611587021855,258.6959773923966,522.4367117387028,13.52683380482221,523.3919547847933,0.9198734,1.0,1.0027113110054755
1110038F14Rik,2,0.0020882863709143643,1297.464344311634,2600.0441271296218,21.821471163658497,2600.928688623268,0.806768375,1.0,1.0027153088486802
1110059E24Rik,2,0.002026569937071936,1914.442687648469,3833.3684221414,15.559036542563435,3834.885375296938,0.765189775,1.0,1.0055063546080054
1110059G10Rik,2,0.0012458640723355212,1021.1964972523299,2047.1512171641436,22.938445681089586,2048.39299450466,0.832257475,1.0,1.004985726933178
1110065P20Rik,2,0.0003306417125333526,472.33458011230357,948.3085398170891,18.608368263216995,950.6691602246071,0.886019175,1.0,1.0029447402384715
1190002N15Rik,2,0.0002064183221238608,176.12646391493345,356.4778053028982,11.074676637253416,358.2529278298669,0.93577965,1.0,1.0043883900368484
1190007I07Rik,2,0.0011446244319627678,772.1951015569925,1549.5642745872096,22.03381896456846,1550.390203113985,0.8463527,1.0,1.0067845095305128
1300002E11Rik,2,0.0005219732299230532,948.2682099690167,1901.2391551246596,22.710080062779433,1902.5364199380333,0.83046985,1.0,1.0033719003473478
1300014J16Rik,2,0.00012699418675539154,115.23887966761635,233.15553283524517,8.922308546955659,236.4777593352327,0.95390445,1.0,1.0047268975019217
1500002C15Rik,2,1.4075506897401806e-5,46.10324635921831,94.60282096884949,5.298509612739299,98.20649271843662,0.9671417,1.0,1.003424512981173
1500011B03Rik,2,0.00012365954545765496,394.07809046738845,791.1222412901491,17.330916207342135,794.1561809347769,0.913647375,1.0,1.008003596580366
1500011K16Rik,2,0.0014701890474895982,933.3116304610285,1872.3369788686061,22.97224627406394,1872.623260922057,0.82384985,1.0,1.0037283376353094
1500015A07Rik,2,0.0012598291759020584,503.7012473553333,1011.933033078225,18.978180714011774,1013.4024947106666,0.8847543,1.0,1.001529087975129
1600002K03Rik,2,0.0008407657373286159,665.3785651022798,1335.1214012539713,21.083513360390782,1336.7571302045596,0.858794,1.0,1.0031321603769985
1600012H06Rik,2,0.0001677293922222315,336.76851381743035,677.0855980499085,15.84657448165526,679.5370276348607,0.91274365,1.0,1.002553128056668
1600014C10Rik,2,1.5213288059117727e-5,280.543982395384,563.9782624130333,14.587697920707596,567.087964790768,0.92183805,1.0,1.0019807795177182
1700001L05Rik,2,1.0339284712357618e-5,40.44197228807805,83.24758969381935,4.929025250699525,86.8839445761561,0.968032425,1.0,1.001571062906139
1700008B11Rik,2,2.5841291003709577e-6,22.300428273227034,46.87594347589872,3.6310668879632604,50.60085654645407,0.973903525,1.0,1.0027556572219227
1700008J07Rik,2,1.4399011315138107e-5,249.53215795265135,501.96528815673054,13.674947839936737,505.0643159053027,0.92208895,1.0,1.0048709195254037
1700010I14Rik,2,9.885015485009846e-5,165.29033449394106,334.5990423080593,10.777766100276006,336.5806689878821,0.938377625,1.0,1.0015839863225233
1700016K19Rik,2,1.409070905383804e-5,46.099496119997134,94.61218918090184,5.297249592575773,98.19899223999427,0.96647335,1.0,1.0030388299373942
1700017B05Rik,2,0.0006611104218592196,642.6271044531529,1289.5259283356418,20.81417831853842,1291.2542089063058,0.868049475,1.0,1.0058670216898447
1700018L02Rik,2,2.587329354242985e-6,22.300431260664023,46.826188116375526,3.63647908689511,50.60086252132805,0.973943625,1.0,1.0024323497401715
1700020D05Rik,2,2.6037733689105214e-6,22.300446611151713,46.84896755878408,3.6256518523290087,50.60089322230343,0.97396305,1.0,1.002780299277023
1700020I14Rik,2,0.001451279429491829,1398.2199522475028,2801.12723842914,21.366542019903754,2802.4399044950055,0.788193375,1.0,1.0038114250115824
1700021F05Rik,2,0.0022648428452166918,437.66741690342906,880.3270807629818,17.650035359868063,881.3348338068581,0.892930675,1.0,1.002566492043674
1700022I11Rik,2,2.583905360754105e-6,22.300428064366102,47.26135587756474,3.6252671094356708,50.600856128732204,0.973496725,1.0,1.0064024384705317
1700022N22Rik,2,1.0340100884218996e-5,40.44197304997448,83.26972536419952,4.930484819917015,86.88394609994896,0.96843025,1.0,1.0011852838065511
1700028J19Rik,2,2.9003549968162144e-7,8.53209103453357,19.06761946122443,2.687969618010436,23.06418206906714,0.979461025,1.0,1.0030987719567628
1700029I15Rik,2,2.870413693382896e-7,8.532088239512895,19.0509107625223,2.6662882389203633,23.06417647902579,0.97935855,1.0,1.0026417081377508
1700030K09Rik,2,0.0005056428873738298,424.1448533493789,852.4525095611276,17.64267863408337,854.2897066987578,0.897213825,1.0,1.0018604761869123
1700037C18Rik,2,8.334375172372269e-5,361.7659235326209,726.4659480185056,16.51495041874648,729.5318470652418,0.90676585,1.0,1.0051630054635619
1700037H04Rik,2,0.00024116146301087263,364.8783223712311,734.5381860739498,16.45750697386953,735.7566447424622,0.898953925,1.0,1.003877440521315
1700041G16Rik,2,2.6199706804081843e-5,158.09319280890423,319.23920581253685,10.57906852405461,322.18638561780847,0.94047325,1.0,1.0029797366075854
1700048O20Rik,2,0.00024145408953328245,159.40742397678744,324.6692743768036,10.473256976893516,324.8148479535749,0.93787875,1.0,1.0027432514436034
1700052K11Rik,2,0.00018303465130596779,314.0256618711109,631.9202470376786,15.268402821520283,634.0513237422218,0.917634675,1.0,1.003123687545869
1700055D18Rik,2,5.643274671055933e-5,82.49493188232593,167.5958771170649,7.363832879161537,170.98986376465186,0.956946275,1.0,1.0029037448437703
1700056E22Rik,2,0.00018564944832300646,192.2993931705479,388.7634094457369,11.652922757702022,390.5987863410958,0.93249835,1.0,1.0037882818036312
1700058P15Rik,2,7.1787618525266045e-6,34.613251311897805,71.57066683882651,4.537485721373519,75.22650262379561,0.9704929,1.0,1.0025364594333857
1700065D16Rik,2,2.5835229682137414e-6,22.300427707402665,46.85264310483693,3.6462606468494836,50.60085541480533,0.9745201,1.0,1.004208994029674
1700066M21Rik,2,0.00031427673055461344,166.1741585266787,335.29824503767657,10.998493807347188,338.3483170533574,0.942681975,1.0,1.0033326261682085
1700084E18Rik,2,6.487465953729589e-5,87.34450349491314,177.3647160135355,7.6088319288776685,180.68900698982628,0.954746825,1.0,1.0020405535859382
1700086O06Rik,2,1.8387080113265704e-5,51.62117282407872,105.67479583229411,5.640378231084632,109.24234564815744,0.9644349,1.0,1.002026988600966
1700096K18Rik,2,0.00017766017828858485,660.9301720260539,1326.2610377526003,21.05657357430763,1327.8603440521078,0.8626398,1.0,1.0013961588983498
1700099I09Rik,2,3.479196601809334e-5,123.67331440479435,250.7444015548974,9.216142211924938,253.3466288095887,0.946719025,1.0,1.0031659998864884
