"","Gene","Rate01.x","Rate10.x","Eject.x","Decay.x","Rate01Mean.x","Rate10Mean.x","EjectMean.x","Rate01SD.x","Rate10SD.x","EjectSD.x","Rate01Median.x","Rate10Median.x","EjectMedian.x","Rate01MAD.x","Rate10MAD.x","EjectMAD.x","Model.x","Condition.x","Expression.x","Variance.x","ThirdMoment.x","BurstMean.x","BurstSD.x","BurstMedian.x","BurstMAD.x","Rate01.y","Rate10.y","Eject.y","Decay.y","Rate01Mean.y","Rate10Mean.y","EjectMean.y","Rate01SD.y","Rate10SD.y","EjectSD.y","Rate01Median.y","Rate10Median.y","EjectMedian.y","Rate01MAD.y","Rate10MAD.y","EjectMAD.y","Model.y","Condition.y","Expression.y","Variance.y","ThirdMoment.y","BurstMean.y","BurstSD.y","BurstMedian.y","BurstMAD.y","cat_IAA_120_bulk","LFC_off","LFC_on","LFC_eject","LFC_BS","OFF_time_WT","OFF_time_KO","BS_WT","BS_KO","BS"
"1","ABHD10",0.00347485287559707,0.0211793898261681,0.0688392576721203,0.00221763202943002,0.00349966744354999,0.0261624630959521,0.08038558327771,0.000233421395885918,0.0180652960735721,0.0419765633227425,0.00349076059821206,0.0218545613219557,0.0704507282181218,0.000155632116406092,0.00545188457443504,0.0128290981618142,2,"MED26DDMSOr2",8.74951330304996,27.9813836047874,123.970578350609,3.23856888796195,0.350423457998636,3.22385932231154,0.348225071500119,0.00216480453058162,0.0200797164314974,0.0501510115133948,0.00221763202943002,0.00218529757054704,0.032080256432562,0.0736196625054602,0.00015987953028859,0.0437025425270252,0.0854765105353774,0.00218358438602804,0.0217393207622292,0.0534246692230738,0.000109830771645625,0.00745675685780559,0.0146646958078822,2,"MED26DIAAr2",4.39959016393443,12.4823066236035,48.9414524847934,2.48237844416492,0.278663350238759,2.45956943713762,0.282148556943568,"down",0.676843131938264,0.00762755521434405,-0.399108548596598,-0.390383006222899,286.470518921347,457.962607902234,3.22385932231154,2.45956943713762,-0.390383006222899
"2","ABHD11",0.0018102634431252,0.0182433715683403,0.0203186339518817,0.000862378045528443,0.0017976676284256,0.0361249867297347,0.0363394728143996,0.000174892297403082,0.0579690405925777,0.0521292471215311,0.00180951724500236,0.0188302600648901,0.0208501366454275,0.000120486572219538,0.0100720535179272,0.00917534533354395,2,"MED26DDMSOr2",4.25350291010994,7.99997425688957,20.204465764299,1.15229471567338,0.197309894857365,1.10998357297135,0.178900012313607,0.00102595290781652,0.00539340011462721,0.00657936243441754,0.000862378045528443,0.00110329040615321,0.0208870488887177,0.0188970510912461,0.000148737183005583,0.0586483938616086,0.0465965186487163,0.00110669017939404,0.00844631268795231,0.00905240836977583,0.000104783966468105,0.0044475792823901,0.00362002925990948,2,"MED26DIAAr2",2.438396254024,4.26903201974599,9.09074263169424,1.12335215234681,0.251213378134053,1.07431646411607,0.236809126181591,"down",0.709353464241677,1.15665936242089,-1.20368326503316,-0.047119291539725,552.633583770403,903.5952596485,1.10998357297135,1.07431646411607,-0.047119291539725
"3","ABLIM3",0.000638551421420864,4.04998658163212,6.03532464373188,0.00140186505544912,0.000621710096267005,0.0959916600390058,0.145712627288532,4.14155622349324e-05,0.145682190904405,0.216881486986248,0.000621389067345666,0.0549473907489357,0.0846123012009642,1.97235986987562e-05,0.0287411963940455,0.0427863830380645,2,"MED26DDMSOr2",1.35320803629294,3.37600018592807,12.70204000084,1.55539054640112,0.0893960040926504,1.54965911408493,0.0860313905857005,0.000377197569187355,11.6860466835561,10.9541371608284,0.00140186505544912,0.000354939376738273,0.0482199525992308,0.0464636977756437,4.29921163950062e-05,0.149322603047767,0.138515484465862,0.000354929524203035,0.0220171509811657,0.0219469598641186,2.16914421048605e-05,0.0131875421714558,0.0122896977035428,2,"MED26DIAAr2",0.502046783625731,0.94999581067679,2.42888890603817,1.02629147449046,0.115808974898826,1.0127159703191,0.106129745667034,"down",0.807964271556962,1.31942317820409,-1.94684631345315,-0.613721286050652,1609.29770501373,2817.46074025658,1.54965911408493,1.0127159703191,-0.613721286050652
"4","ACTR6",0.000236628405771471,0.00036921035705121,0.000617473993398789,0.000117815004008951,0.000337977401014394,0.0102950581837215,0.00600874207853209,8.44917763799393e-05,0.036560279540495,0.019686636170751,0.00033733296968074,0.00131653712956113,0.00118279948120036,6.51941458543809e-05,0.000938769978661201,0.000556149136785059,2,"MED26DDMSOr2",4.0940796555436,6.21698324876801,10.729960620433,1.03660398095834,0.498038062523743,0.898475391892944,0.429492936165872,0.000151265828765453,0.000322585691907562,0.000541819335150057,0.000117815004008951,0.000207834174079879,0.0101153986931777,0.00698911973277199,5.39905687191306e-05,0.0466052815001709,0.0305863523872493,0.0002095368851319,0.00116330188016577,0.00113154172395353,3.44684781197913e-05,0.000828827387732037,0.000578867049985839,2,"MED26DIAAr2",2.93629456458212,4.75748457483311,8.99715945041678,1.10030265265506,0.442018501367614,0.973849797731003,0.3793923689217,"down",0.686969102616069,0.178522680593386,-0.0639157329112929,0.116220283908119,2964.43007318977,4772.42944300961,0.898475391892944,0.973849797731003,0.116220283908119
"5","ACVR2B",0.00298452193531524,0.00341274517334648,0.00849265498745988,0.0069253601752448,0.00304632924233095,0.00499729967021283,0.0090845863655107,0.00163678022114888,0.00728108312003959,0.00319069252171581,0.00287790989641291,0.003195186322483,0.00836001989746001,0.00109911581331073,0.00192929481461626,0.00115735574925276,2,"MED26DDMSOr2",1.14430325220762,1.52817506375638,2.22063674880233,4.92365808761644,9.74171789353899,2.61755466019229,1.7894727831567,0.00543026018813933,0.0371472150163221,0.0238378796571506,0.0069253601752448,0.004882859659903,0.0556634971671944,0.0315387539821411,0.00127653441335078,0.146594499632151,0.0632331894564147,0.00493120685664979,0.0247318111107163,0.0182023701713973,0.000883538382540233,0.0146733381094657,0.00683334067749373,2,"MED26DIAAr2",0.877913752913753,1.24412758230503,2.16058088217695,0.880816298630588,0.599254990536384,0.739027073190336,0.270229870018039,"down",-0.776919349083276,-2.95239592483663,1.12254803806607,-1.82452054255468,347.474394958098,202.790113874758,2.61755466019229,0.739027073190336,-1.82452054255468
"6","ADAM19",0.000233469938772193,3.44345467944535,13.4056166274258,0.0011828330338629,0.000228634903353946,0.0509488892097661,0.2001560719641,3.02015505770037e-05,0.090956478260059,0.354372283925612,0.000228590038558303,0.0272098384317665,0.107574591284406,6.22126460596254e-06,0.0156668193091745,0.0606082781246304,2,"MED26DDMSOr2",1.50183704344067,6.67619070350784,44.2154489103902,3.99764090837555,0.21005065877412,3.98671477110391,0.204547269225771,0.00016861244422872,3.30583144558159,8.74903707510468,0.0011828330338629,0.000164985454204811,0.0546004537348919,0.145936898003354,3.17874276602856e-05,0.110689092117429,0.293100944245987,0.00016467670760617,0.027659264661546,0.0745143505927315,6.31262685312743e-06,0.0157423767084163,0.0414927028331702,2,"MED26DIAAr2",0.740122914837577,2.5435262359894,13.1050412493229,2.72579398163776,0.19655536709568,2.71627705096198,0.193284792251943,"down",0.473126025355411,-0.023634411978256,-0.529747155322183,-0.55356975458855,4374.64382221951,6072.50420861906,3.98671477110391,2.71627705096198,-0.55356975458855
"7","ADAMTS14",0.00105303285777958,0.0202442458831032,0.0529438997746923,0.00163891518530692,0.00105836245820199,0.0381930625011482,0.094272320334062,6.19062797538601e-05,0.0573108374967326,0.132048890873881,0.00105926824677721,0.0224960547726175,0.0581194250306799,3.87018001804635e-05,0.00906842587628391,0.0208339967272684,2,"MED26DDMSOr2",3.19053791315619,10.0812152863677,46.3069958112098,2.60682670819104,0.199318861528225,2.58761165216826,0.202192753934935,0.0005816398112451,0.00917344965547867,0.0189342573703418,0.00163891518530692,0.000598251702770746,0.0250036103817782,0.0458945609042257,5.45617294487362e-05,0.0690563094215058,0.11829054606925,0.000597983500230002,0.0117397799370747,0.0232633602309837,3.26939820889767e-05,0.00472307357289896,0.00798549271154272,2,"MED26DIAAr2",1.37521968365554,3.47871809760904,12.0339585831852,2.0038409797684,0.208658558368134,1.9849312732169,0.210936735823187,"down",0.824890397799954,0.93826664686077,-1.32096093146018,-0.382532058440356,944.047934073802,1672.286943729,2.58761165216826,1.9849312732169,-0.382532058440356
"8","ADAMTS16",0.00312665132128323,0.0334544081854903,0.0781298905055745,0.00970808681394228,0.00313760682055056,0.0379002898131767,0.0857565982696909,0.000228638347468809,0.0215097470776269,0.0372636183079717,0.00312972031635526,0.0336860278662542,0.0785285844199839,0.000152243249753057,0.00707852510131312,0.0122226755665146,2,"MED26DDMSOr2",1.37427153032592,3.45758971863044,11.6630090628787,2.34156673048977,0.218641918433484,2.33175234007243,0.215943092613301,0.00207936584407977,0.0283319445103525,0.063169859764332,0.00970808681394228,0.00209112522352606,0.0353148584713689,0.0746834326420784,0.000201155150814507,0.0309817194292068,0.0516065986317901,0.00208486744801626,0.0288422149200784,0.0639912006450719,0.000134514424512063,0.00753501885113694,0.0124363642208915,2,"MED26DIAAr2",0.888888888888889,2.17303443794672,7.23039491733449,2.24003372494326,0.265281391227211,2.2210764276197,0.259069515810372,"down",0.586078075506929,0.223968361435225,-0.295344355429799,-0.0701555281215783,319.517368620516,479.646800064673,2.33175234007243,2.2210764276197,-0.0701555281215783
"9","ADSL",0.00165473645306256,0.00292893277214813,0.00517805848529649,0.00077595215201124,0.00182432651445666,0.00683646051128113,0.00779198460475599,0.00034767745109933,0.0184744968107373,0.011970670681159,0.00178661414804343,0.0037419485110408,0.00578358114279305,0.000224165794844947,0.00144211747326814,0.00108192840577963,2,"MED26DDMSOr2",4.81788723266364,7.77478482115692,13.808465966366,1.61562539920826,0.524797103365397,1.54613455515693,0.493096698196875,0.00175851447578739,0.0127428301366663,0.00961601811864227,0.00077595215201124,0.0017741382282253,0.0418601684539068,0.0258949013294434,0.000257497833824376,0.0920860371072551,0.0515535069864445,0.00179613379128184,0.0161565328934845,0.0115405590357588,0.000173999585396838,0.0104743443490467,0.00600842010333625,2,"MED26DIAAr2",3.00525547445255,4.66041033619266,9.00798170647748,0.783510768459714,0.220970719423597,0.719804515269694,0.161220052720536,"down",-0.00766672657114464,-2.11025602413611,0.996678132558338,-1.10298882057106,559.717945307399,556.751398394622,1.54613455515693,0.719804515269694,-1.10298882057106
"10","AFAP1",0.00436256985174115,0.0470995825306985,0.0733850727267174,0.00445149628391294,0.00433408181135854,0.0663101378672244,0.0972948184008009,0.000345093515089648,0.0753738233481213,0.0942604014514685,0.00433535185055553,0.0452002287229698,0.0710023950990339,0.00024057697463246,0.0169988034562494,0.0214298176013263,2,"MED26DDMSOr2",2.7939524838013,6.12298718564718,18.3918989087739,1.59323591355843,0.195188986335352,1.57215172504426,0.19608261491622,0.00227464475152108,0.0127835767006667,0.0261991623393087,0.00445149628391294,0.00230668975961981,0.0155923054719778,0.0297296165040999,0.000247940502632015,0.0126706617486078,0.0160704363636653,0.00229658819753009,0.0133097501979155,0.0268774518506692,0.000165087176399978,0.00339847735048187,0.00443205424420648,2,"MED26DIAAr2",1.77751756440281,3.77368657756034,10.0672202010512,2.04559617329579,0.305354343684796,2.02053911039999,0.29555676176082,"down",0.916656895652497,1.76384657851434,-1.40147132321526,0.361999821431809,230.661785818344,435.428520043545,1.57215172504426,2.02053911039999,0.361999821431809
