Gene,Rate01,Rate10,Eject,Decay
0610009B22Rik,5.0567719754705054e-5,8.138596963771891e-6,0.006604846900579985,0.011152969120990008
0610009O20Rik,0.002943855333296142,0.006875056633487415,0.0015520350805124836,0.0020624267306175994
0610010F05Rik,0.00019375121656418887,0.00010082281046678264,0.0005763279888455452,0.000924700807497163
0610010K14Rik,0.00015550994207998305,3.1916485781033886e-5,0.00161461390224468,0.0031641525164974055
0610012G03Rik,0.007798381270957428,0.039340435868470455,0.038802195385867995,0.0026891033228897527
0610030E20Rik,1.2289447969683116e-5,3.6111285506817362e-6,0.0032109771801773807,0.007678875202222458
0610037L13Rik,0.0013692099101631707,0.0005209693591941403,0.0022070307954139327,0.0023164359948747064
0610039K10Rik,1.2336871158906192e-5,4.8490891229845706e-5,0.00021960444663854668,0.004899336781911967
0610040B10Rik,4.111107713739811e-5,1.397627132639555e-5,0.0007945510047294707,0.00466347466018793
1010001B22Rik,0.07536650140394807,2.921722649485731e-5,9.487950628423184e-6,0.0016999302180200743
1110002L01Rik,2.5734537402949474e-5,9.465479152518034e-6,0.00134228764816329,0.006573416887625785
1110004E09Rik,0.0051342536830411446,0.025244100446892275,0.021322421648961323,0.002633275844695018
1110004F10Rik,0.012108067734655184,0.022234109455623183,0.04269566985265388,0.0031840187623768616
1110006O24Rik,7.971572283632023e-6,8.398454827460428e-6,0.00011713737305885285,0.003909908650841853
1110008F13Rik,0.017507428177993247,0.1559566637407557,0.195054455979636,0.004570356678927509
1110008L16Rik,0.007010643176608669,0.0054394469599803215,0.0019709496601859025,0.008377669643405371
1110032A03Rik,0.002281047530600074,0.001138448974802158,0.0018822074345029153,0.004542459993891889
1110034G24Rik,2.0071377000712286e-5,7.469225054042486e-6,0.0016122492385376248,0.0104964484391465
1110035H17Rik,2.821384706731931e-5,1.6344933730776727e-5,0.00012599014349472243,0.00223397098686276
1110038F14Rik,0.011033817325925519,0.011893304375202095,0.011080004849506372,0.004699392871160168
