Gene,Rate01Mean,Rate10Mean,EjectMean,Rate01SD,Rate10SD,EjectSD,Rate01Median,Rate10Median,EjectMedian,Rate01MAD,Rate10MAD,EjectMAD
1110038F14Rik,0.0016573952290228754,0.007155114066300374,0.006048585072147855,0.0012367527909841237,0.08549960794852751,0.029518435930673402,0.0013775121103859196,0.0014947775880686546,0.004037378044686569,0.0007514970766631856,0.0011362904841874261,0.0006850710803489929
1110046J04Rik,0.009191162400052405,0.09254714874316634,0.003115576448296971,0.03366570611497315,0.40941570301781793,0.012623216586466502,0.00283868614188338,0.015126167269663045,0.00074317245710139,0.0018504613429524053,0.014321502064968364,0.0005482150866013796
1110051M20Rik,0.0009075499057011661,0.00675079325791279,0.010254293199304012,0.00023261493148245423,0.013948310414611092,0.013628059030937754,0.0009001016264018419,0.00406702962045467,0.0076790911483161604,0.00015613744088934737,0.0018565123120080987,0.0019402673610635613
1110059E24Rik,0.004355557903954498,0.037900097447956055,0.008722323465713942,0.0030313151025966405,0.18318663471795818,0.023920317289480054,0.003925941740315089,0.006487382766222127,0.0036691304685556613,0.0020075661073537692,0.005793841409615867,0.0013851597170004785
1110059G10Rik,0.004315100780044391,0.03841326346897453,0.008367040355775639,0.004566843269303113,0.1323314701577746,0.02103401903141509,0.0037263098283024914,0.006088142253672058,0.003336306170844388,0.0019511770079556092,0.005411240409019403,0.0012348195586603574
1110065P20Rik,0.0017817830889002284,0.023241057861405377,0.006443425497884628,0.0011321635565625882,0.09954957821055067,0.022670089018721924,0.0016212510264332755,0.002999192386359228,0.002104175854251004,0.000793586454078039,0.002587997222183819,0.0007791633037471106
1190002N15Rik,0.001261831930746986,0.04013421477014808,0.014288407668669904,0.0004813329228322458,0.09470826216805721,0.02959710743593613,0.001276338827640049,0.014002791849627348,0.0061057262253253405,0.0003017897403199485,0.011075985706996607,0.003598328372317409
1190005I06Rik,0.0009313487764878831,0.05779015661872055,0.009502371587664553,0.0020121981903200134,0.14661123629722295,0.023687784292482004,0.0007621143744425376,0.01683150537306655,0.0031640122589608817,0.00024265515179851195,0.01405885650249138,0.0022101592262419936
1190007I07Rik,0.009124771543141596,0.06744015223574715,0.0036417356565599584,0.036995533397787224,0.2754434180179643,0.012890087227847853,0.003477942193842617,0.012265483363498815,0.0010616008282670639,0.0019455385518578959,0.011459733156462454,0.0006573846148947697
1300002E11Rik,0.0022649632137703756,0.036644484631209485,0.006149940646426581,0.0035894796583011384,0.10402264265274773,0.013904140448280882,0.0019621709834477937,0.00811865358176823,0.0022849129171078077,0.000813071739892111,0.007220590238734247,0.0012308071319027882
1300017J02Rik,0.0017523869313404807,0.24235577601764086,0.0036300739758389077,0.009912899058934074,0.7638822184381444,0.011768012575329011,0.0003152974324950298,0.05533784382157972,0.0008490362083582333,0.000253683181522672,0.04773831151933926,0.000728000032194912
1500009L16Rik,9.601252229772241e-5,0.0450673736355672,0.01254034230358319,7.60752312003125e-5,0.15570489510932656,0.04321808084536643,8.080130466020212e-5,0.012908914259937647,0.0038184475560394116,2.73764271463517e-5,0.010481263905081119,0.0028143463694434443
1500011B03Rik,0.0015400542109021676,0.03479969630749691,0.006898268532970059,0.0009778705897879592,0.13699481607389577,0.023241007396260286,0.0014569702167510734,0.00494368590359104,0.001812919229479436,0.0006354956808743439,0.004510751535845503,0.0009594591706115199
1500011K16Rik,0.0008576365714304277,0.004201692856663241,0.006901199512375191,0.00021015073955622373,0.009233639686796113,0.008708287695091738,0.0008393450802795753,0.0024805163620938596,0.005298022000597367,0.0001355834563150903,0.001020908962392183,0.0010845069846547786
1500015A07Rik,0.0022892222465482216,0.0712142275364862,0.0068631643196709596,0.00712841631916737,0.22119113023946352,0.016544886993229993,0.0012666791733135243,0.01738582951975288,0.002047375652811057,0.0005266709180914951,0.01571114338833857,0.0015011908024946312
1600002K03Rik,0.0014087377901630114,0.05371018012405074,0.011421805476108833,0.0005872487059591067,0.12869619979811056,0.024261395597934242,0.0013477614145437017,0.0183119174572987,0.004562676363393898,0.00032206220631320927,0.01476096164549278,0.002995328144700197
1600010M07Rik,0.0007682823970841762,0.023302488108922857,0.2831144132994659,6.66053352159591e-5,0.04507377461257461,0.5314716234939392,0.0007658307427951193,0.017375806175828776,0.21607056203843772,3.491261477485229e-5,0.003282439924437377,0.031442276323062596
1600012H06Rik,0.03296390415998534,0.03132565098171666,0.0023391293422142393,0.10416635066677135,0.12810857948609908,0.004998692852310314,0.01182452462673333,0.0032361805993726717,0.001323239979332279,0.00824040469662861,0.002967436125089982,0.0002580269049175575
1600014C10Rik,0.0014466366971051712,0.08647206584384128,0.03856474838591392,0.0003725395324904811,0.16101152880129094,0.0667495938379867,0.001432485786012744,0.04214643748407439,0.020308623473271017,0.00022321825742157816,0.027621789740601643,0.011528862229385067
1600020E01Rik,0.0015598582641308274,0.032344439909748036,0.013489850564493568,0.0005733834599289983,0.07372111236968219,0.02619259232639716,0.0015903797423598778,0.010289372204266328,0.005706875355224511,0.0003810329440301968,0.00807811188826443,0.003090331727479285
1700001C19Rik,0.00021182931329258577,0.10928189921102456,0.009711093220716553,0.0017526499817182826,0.5279227680485474,0.058992194745924834,5.5301002397748685e-5,0.027575730347303457,0.002370572308241699,3.246402107857675e-5,0.022816342856275647,0.0019049124557250184
1700001J03Rik,0.0003386060250465153,1.0036498210902225,0.0045849930650764354,0.0018682534455091236,15.104907321814565,0.12225357604122172,6.542010427349328e-5,0.14317459608444272,0.0003446227619226071,5.6783204569662054e-5,0.124412915036263,0.00030132890063911766
1700001K19Rik,0.001457224762984862,0.22828104758639908,0.003913256163556217,0.02854711428026219,0.8332643664557073,0.02198277089083416,0.0002231066355881529,0.054790327642671735,0.0009193356817895385,0.0001846684782620106,0.04697047818667617,0.0008032891759870645
1700001L05Rik,0.003525852422690886,0.1374750003362909,0.0031925891800518125,0.02635458145776522,0.47695311488734315,0.008392658854679767,0.0007976206726725658,0.03131675128643316,0.0009013062455887947,0.0006060059442814967,0.027838426154633205,0.0007705163687235109
1700001O22Rik,0.00489944992595803,0.1254808703275313,0.0030641081907968122,0.026943268221776395,0.3752286714702076,0.011445109374954065,0.001221149928134468,0.029908082548777783,0.0007832954646136365,0.0008459173486558596,0.02697784487019142,0.0006650805526181695
