Gene,Rate01,Rate10,Rate12,Rate21,Eject,Decay
ABHD11,0.16947052436369342,0.0028263399422028767,0.003195368039061783,0.006722571967004708,0.0052373167146378555,0.0014305537432364745
ABHD12B,0.04361588086036742,0.0067471003835467185,0.03789204337572676,2.555355177504138e-7,2.6205634993634494e-5,0.0017827753732785401
ABHD12,8.818986594453717e-6,0.00014598143852235514,0.08612005857596361,0.0008868262610163163,0.00016277957330477387,0.00030751201718610103
ABHD13,0.03593345848722882,0.0006461704514818136,0.026797753109227572,4.502615093484982,0.2274883375737288,0.005754557478521201
ABHD14B,0.0002638834914122363,0.005854432443722135,0.0023813548816438864,0.0003434845058958146,0.00011196773453298731,3.615025178952451e-5
ABHD15,0.018991290678494192,0.0040804795400765205,0.09176148814134907,7.372243224012081e-6,0.0002350386202358461,0.004139928912534749
ABHD16B,7.6265914944840935e-6,0.16504832749761986,2.2499047263276004e-6,8.812726853327678,0.001124938361207278,0.008941776372277466
ABHD17A,0.08697068110082859,0.011218568897892805,0.007171532245424875,4.3831270338455965,0.9872057729728236,0.0009540292283505367
ABHD17B,0.017299367349837873,0.00032008206539173756,0.0031809420830685694,0.0034962109153369022,0.0029245629492611175,0.011633935423581857
ABHD17C,0.07266911825571998,0.011564068768644296,0.6704274843021953,2.4239448254525752e-5,0.0008416051007089964,0.004369749922593915
ABHD2,0.02482736661420357,0.0006105712234919264,0.0008399124165522373,0.0014692738550744105,0.0008815359150433196,0.0017376240403447795
ABHD3,0.019026877204859426,0.002912091087905903,0.0010727604531394078,0.0012131743107208208,0.0006624765958548436,0.0006037702147944968
ABHD4,0.00010387466045425093,0.0008088099545749512,0.00032844909541578554,5.785790322399371e-6,5.614264471802901e-5,0.002228802356748117
ABHD5,0.00016660138299942428,0.019908184927271727,0.0007058424221742051,1.8119649101553233e-6,0.0017403775211156526,0.002993317067278065
ABHD6,7.546464530866521e-6,0.0008683800976201367,0.36423119686173083,0.0005687291572894099,0.0003799934009998864,0.002906075453221914
ABHD8,0.03570290731305018,0.0018133875391324644,0.5344136760771611,7.264083203917235e-5,0.0001229807896356866,0.0022768600530052694
ABI1,0.08411092371645688,0.003747736511991046,0.003302892478725144,0.006929910510867631,0.002948995843614293,0.0022015774473908008
ABI2,0.13521699103653445,0.0036633382854039842,0.0024461899171641694,0.0033457108746309736,0.005807343518041109,0.0020057451162386265
ABL1,0.002151225789448911,0.00021634117700240651,0.0004990223609791561,0.00019352026991155985,0.0007992451464599736,0.0044787347952694205
ABL2,0.18874079776429392,0.0010730273371939347,0.005177638948198408,0.04157284454072688,0.03732178670612407,0.008250918869515315
ABLIM1,0.16519767052394377,0.000577242389315076,0.0010925263126181073,0.007067486928964025,0.00971161780261218,0.0014215315684462141
ABLIM2,2.609996985547684e-6,0.00046592835282315026,0.04410052873991868,0.0003516939369945274,0.00019428452902801307,0.0026290497169937452
ABLIM3,0.07522630712732727,0.003063741656130429,0.0018816187486480674,1.4928094937528649,0.10687391625447076,0.0019998689721259593
ABRACL,0.020164884295030095,0.012192124819294199,0.0016174005081784706,0.0013240470598589852,0.001869789006453807,0.00046421479652816933
ABR,5.295036970438511e-6,0.00036447514125576046,0.023036548528401424,9.185844348617492e-5,0.00019700847194488238,0.0010668713265563601
ABT1,0.19306469859071324,0.008307821434096998,0.012556639283372303,0.01189834374372839,0.012663462811024767,0.0055788342490928015
ABTB1,0.01328914573858539,0.00041653507739426574,0.001269759330268982,0.005844273580320251,0.00046841226093812443,0.0008554517775756973
ACAA1,2.1882889978909534e-6,0.00023762317742749613,0.0411789320637655,5.120148773641141e-5,0.0001982369623824266,0.00018055575539603082
ACAA2,8.147332432434267e-6,0.03890364996411952,0.14627655783601284,1.0329959060612597e-5,3.998699056187576e-5,8.581131836726726e-5
ACACA,0.266813324808472,0.02940883548707236,0.004163779462996329,0.07186733956953388,0.029443387248521143,0.001492815567416587
ACACB,0.0011550924574959985,3.422796777724846,0.01787885371693422,5.664645056153219e-6,0.00013697824702646314,0.0021589310197999284
ACAD11,0.006956625781109607,0.13269639598512278,3.779954977621406e-5,2.532166463012548e-6,3.337103694058509e-5,0.0011467721949389904
ACAD9,0.016053047162040323,0.1639197887302524,0.0022302053810122585,5.840797974900493e-5,0.0006173579545480965,0.0007546191016093624
ACADSB,0.0031435161908174394,0.01820174179337787,3.413101101624558e-5,4.531091838007954e-6,0.0001196614666719675,0.0002772612359371215
ACADVL,0.0019828392556556934,0.0884165832935253,0.025815564845094185,0.0005535368937078993,0.0009461822612998776,0.00024457425969070303
ACAP1,0.03529942293951193,0.0007635743189533085,1.0820724953947027,7.290762685749149e-5,0.00033500965259067685,0.004128784002378788
ACAP2,0.20430669210398378,0.0026439840644073803,0.005353072981623982,0.009419920617848035,0.007046364713469548,0.0030633330027769012
ACAP3,8.373996769191216e-5,0.020555862945258106,0.002409013709155066,5.743200071646576e-6,0.000420883253358698,0.002034774322065532
ACAT2,0.03637171847458503,0.20580665576699228,0.011224534997486891,0.0037931062851275163,0.004957231733218521,0.0008395755204371897
ACBD3,0.2622769581161067,0.0030849610237807857,0.006891952998209598,0.005680451511362415,0.014686327996153296,0.005506320198244363
ACBD4,0.002719658369995826,5.111908243823892e-5,0.23762901729837366,0.0001455476049246511,3.54059292363653e-5,0.0013425418223375297
ACBD5,0.08745379693734598,0.01724083491239278,0.0030861381503464835,0.005538338603694532,0.0027012518538896166,0.0015785864737373188
ACBD6,0.15151466296470537,0.007090538291073205,0.004381937571422373,0.003167879499588287,0.006708142448389479,0.0021676462256005557
ACD,0.02630813968123642,0.29841633953714514,0.03402368221527703,0.004579124333381323,0.004424555263140915,0.002207244931758241
ACER2,0.022667323543066036,0.0030018871414507612,0.10595162517529315,3.657318274762612e-5,1.3477413715582487e-5,0.003323020108149177
ACE,0.18723389392109102,0.00841368415966683,0.15897921439923707,0.000255597002408169,6.727510611210196e-6,0.0010743913365768968
ACHE,9.293832308647382e-5,0.029046997013403332,0.0005728076461960027,1.499859542539516e-6,4.599965642945762e-5,0.0010718280858158695
ACIN1,0.17605594425544188,0.003441926094066676,0.002864037703900901,0.004797553694227513,0.014019197382974156,0.0020860612452571186
ACKR2,0.0005252630420653046,0.003018802435379088,0.018417383654243457,4.166414248928755e-5,4.8096757662891e-6,0.006228341379728988
ACKR4,0.08629516163391916,0.007907919315812908,0.3703204866576881,0.0003536919888154935,2.448348780477658e-5,0.006891974783422939
ACLY,0.04711378026638641,0.009438794142735204,0.0007508802032511908,0.0006239342697910914,0.0019294386479271717,0.0008475841336332564
ACMSD,0.004324463431346348,0.0008448889395771001,0.036253318822433954,1.2382626314273046,3.5296458945684125e-5,0.00333011834338892
ACN9,0.03637413969675715,0.0009173689993902077,0.00592824447307673,1.514944426605441,0.39955334050913177,0.0014025062764348457
ACOT11,5.783900286073408e-7,0.0003543458060078817,0.11904843510096028,0.0002086514718475924,0.0004119857447711783,0.0023324115225070966
ACOT13,0.00015737036578278597,1.4533406803854421e-5,0.0034196167724968615,0.002735279956006812,0.004239953300399444,0.0013346006709856518
ACOT8,0.27654872186115254,0.1091332000705579,0.0033481036052294437,2.4041365312193688,0.19151659726972892,0.0008189384405783783
ACOT9,0.04400516673262898,0.002879552128158905,0.0020013302723201755,0.0021848655871390173,0.0030067503807646757,0.000953322747089491
ACOX1,0.033840323109796976,5.010188616950726e-5,0.0017429776347021027,3.0600422152098687,0.5712557016242874,0.0013325739570464253
ACOX2,0.021383633667310577,0.017252650438781485,0.000603160137531817,0.0005601854203324524,0.000575953695418281,0.0005761458295453837
ACOX3,0.0049033819099489895,1.3748143779275765,0.005066710570785238,3.6559446546488255e-6,0.00028075192928817303,0.0016423190742798739
ACOXL,0.0805248182992984,0.0001368451723081836,0.4791774586350204,0.0005411928190806058,3.0972938805589706e-5,0.0011407730388080643
ACP5,0.0013298591495240757,2.3888011223178047,1.3336667522563885e-7,0.1136843226634481,6.174000192269002e-5,0.004350860915323804
ACP6,0.049539916752433556,0.017162677892065242,0.013412309078603732,0.004969056708182113,0.0004584095276945079,0.002255529562373163
ACPT,0.007967176516196436,0.0020448734402090146,0.03261784028872955,0.0015736866449800584,5.639542605678754e-6,0.010495835557978462
ACRBP,0.00022627481886187303,2.646615353158177,1.627790748743912e-5,4.672011586363853,7.017201836602804e-5,0.0007285670023930059
ACRC,0.007508741649658296,0.00010259741900034463,0.6106888654942522,0.00011149198584893228,8.476500077822768e-5,0.010133392983553672
ACR,0.012968042660308536,0.0179959293757819,0.0432946883395357,0.0008479367868740992,3.790936751442057e-6,0.0015875241572953496
ACSBG1,0.02006385288275762,1.2484166623667146,0.00034096528379369453,4.744545789542572e-5,8.10808642110119e-5,0.0011650269381245936
ACSBG2,0.030393621813611455,0.0009300451850909896,0.491221747048386,0.0015713145032273871,1.149115105205447e-5,0.002510957244813018
ACSF2,5.5131960512662616e-5,0.3562894505642898,0.006040308119110349,9.938415739303093e-7,0.00015655793326621234,0.0012794368734747644
ACSF3,0.00013540394720232895,0.00976960188684785,1.1591912295486577,0.0029381552880340723,0.0011282647502983535,0.001510915314766697
ACSL1,1.8267658178446328e-5,0.022257467078964963,0.11183991065777969,9.785519854551893e-6,6.177213763194138e-5,0.0009483315712973588
ACSL3,0.15737687134985234,0.027254098312232015,0.00340365068638793,0.007526020616168167,0.02105657792872125,0.0020428210797351336
ACSL4,0.0796252300752786,0.02599175451921019,0.0015508113248748978,0.0019868235819177934,0.0026683291665496062,0.0010608406611209778
ACSM3,1.7475407286362623e-5,0.0008722568275307621,0.004596944563261857,1.6821458956764216e-5,5.206774500643232e-5,0.0005495706733010768
ACTA1,0.021651142457075723,0.0012469465217848266,0.10729703585452481,2.620564610674501,7.391432561473239e-5,0.0015548297955145422
ACTA2,0.1387651279030045,0.014484916957108521,0.00022636749680678665,0.0055291075955722566,0.001786290316363883,0.0016768643938101676
ACTBL2,0.0013155644148189576,0.0024582890080932654,0.020088958218481126,4.195457332583631e-5,4.087972305979206e-6,0.008030315668882746
ACTB,0.026803904459696676,0.14681783397676823,0.01194511148583934,0.005088363298627062,0.11187211481067982,0.0006019692809830109
ACTG1,0.013029346926615252,0.14001901972326955,0.018827398566063625,0.00809993233542067,0.33131204627858335,0.0008493323492234528
ACTG2,0.000396286749092161,0.05384840730110286,6.587275472367771e-5,2.1147038432108217e-5,0.0005091059798592908,0.0018666973861275055
ACTL6A,0.01266781160071279,0.07116363678476784,0.0098844813593605,0.0013450398920840027,0.0011757588997961784,0.00048813316441240136
ACTN1,0.10081612213736546,0.020154910488032154,0.002010420304316437,0.0026695137888427868,0.004407383158503915,0.0010066127586833755
ACTN4,0.026016357004418834,0.21008708016052832,0.006813045766882695,0.0038372043352600136,0.008554856894248924,0.0003565048312959513
ACTR10,0.0034325712621651135,0.08264038887847322,0.004154384232154162,2.5502312182887726e-5,0.0006573201042733083,0.0005667973034304681
ACTR1A,1.6350291485413464,0.002142912995532955,0.0034948278300166733,3.010096107798174,0.6880440825161209,0.001238946957656792
ACTR1B,0.048367563836722784,0.005484863130815035,0.00023833912989395668,0.0002445530570019483,0.00016387665988628385,0.0004024590741523933
ACTR2,0.0024944700528021753,0.20109233857222214,0.10653692923561621,0.004803226894476131,0.005112544906314859,0.00041256543735523687
ACTR3B,0.007735378872620819,6.03119170588501e-6,0.0007343542812864783,0.0016039477759064282,0.0007198085120961272,0.0012593477638275707
ACTR3C,0.0003132575595666635,0.00612867917672835,3.843470883135357e-5,5.6735353528452375e-6,6.319235006184065e-5,0.0008829783534669899
ACTR3,0.008058718382421812,5.063753359419332e-6,0.0009608460272810019,0.0023677324976978512,0.0063156551998567335,0.0005136315129234654
ACTR5,0.05521548481048294,0.004287816630436484,0.006245076330119188,1.9680871842422558,0.1872112225432897,0.0024336000987735117
ACTR8,0.07560192726473827,0.001986629491962743,0.0021658569375901833,0.0019042102518472411,0.0018561754460110563,0.003208841487535952
ACTRT3,0.006910474292005971,2.145277534944962e-5,0.10945447063822376,9.520815706934883e-6,0.00031181898295720847,0.005295295213616302
ACVR1C,0.00026928700534222937,0.0014356306146705103,2.1077927475060798e-5,1.9024440930400003e-5,0.00013985372411610841,0.001442066998837618
ACVR1,0.05671690142131795,0.0024185671103340964,0.023300725425826847,3.6157360441294046,0.052918607570531524,0.0037043869236911393
ACVR2A,0.00105755511654532,0.12192185754489414,0.0004687515130216681,3.373278961043326e-6,0.0012497917732791591,0.007106481044625093
ACVR2B-AS1,0.10807733134079496,0.0003526259866652097,0.020143063540150493,0.001112725731047506,2.745359085742525e-6,0.003422334355404698
ACVR2B,0.00023227531769136903,0.06557095931543551,0.0008450828856638459,1.8425185851023765e-6,0.0013906509648523061,0.006460207072324747
ACYP1,0.11689537094017903,0.48585409464091744,0.008798082287115977,0.005166861955761845,0.00692688070851522,0.0010913002541684308
ACYP2,0.03952508236708466,0.0001204706015573133,0.010649570734287487,1.4977445149827922,0.04266146771895229,0.0010347766890167864
ADAL,6.203065047408028e-6,0.008754453638928263,0.04291566885904536,2.8931030501994032e-5,0.00047034160933087405,0.001889893013832627
ADAM10,0.028958979506505552,0.05095775026070194,0.004221429239460873,0.002003109038767948,0.0024030008285649486,0.0018094637729263584
ADAM11,5.487145905399147e-6,0.0007735640238648768,0.0030527978655876557,5.5695788941904246e-5,7.871520246372282e-5,0.0006716083652728924
ADAM17,0.011410251690576719,1.7705752372344307e-5,0.0015377948621583884,0.004738072765775524,0.002211639890892847,0.0012250063312987884
ADAM19,0.013747261941162981,0.0011147032695264921,0.00037245852810369363,2.7197147859446598,0.7299391669361625,0.0005687797434897168
ADAM21,2.953220482364113e-5,0.05444742304577402,0.00325738198557142,1.2814619503388607e-5,0.0002857300539328195,0.0032488615434837827
ADAM22,0.03312825086199243,0.026343556966248675,0.005348833214047398,0.02909397556516738,0.0018634750152488634,0.001573845713098453
ADAM32,3.111675661626456e-5,0.002289512684675137,0.009655356170563487,4.3055569945662836e-5,5.726630371754873e-5,0.0020436512531633332
ADAM8,0.10392365398911295,0.009878772284870514,0.2824255302792703,0.010663567061041386,7.3747209085428125e-6,0.001996003018197337
ADAMTS10,0.014138145980751745,7.146208713107489e-5,0.8292578573648207,0.0021907860341558874,1.393441900760112e-5,0.0015669630817015422
ADAMTS13,0.05989076889941859,0.011828705603322744,1.8251687359688307,0.006272420757718435,1.8543283283434584e-5,0.0010264777235293304
ADAMTS14,2.1552527589023196e-5,0.0315134864835744,0.8917111694183018,0.00010753690227292359,7.90008299352136e-5,0.0016445997583809133
ADAMTS16,3.0290561248049515e-6,0.001487722713836068,0.09015824156986134,0.0007489367352908932,0.00043037047235815396,0.004018871233961661
ADAMTS17,0.001046800359490648,0.04308131108354157,0.00010981476514754633,1.3049544472494232e-5,0.0002760090554682065,0.005331262293546172
ADAMTS2,8.87982561731645e-6,0.0011107865626681377,0.13674679467072767,0.0010526739266237632,2.149042471190224e-5,0.00033337279698350493
ADAMTS6,2.3164348693222222e-5,0.0004835306589537985,0.8415729790547868,0.00841854191129234,5.4036041263863477e-5,0.0029160298354680694
ADAMTS7,0.003201742395941699,0.03770001017760668,7.08894904484381e-5,1.446888204835251e-5,7.822383542881878e-5,0.0007573083015944912
ADAMTSL4,4.0940960704593146e-5,0.09774357427691453,0.002467137790119341,1.4970408454828515e-5,0.0001321694273960334,0.0010530435338841058
ADAMTSL5,0.1578946927986998,0.032585111855568255,0.01591138175575011,0.033395967076737886,0.0014146088445143087,0.003760799279977188
ADAP1,0.001408787565154026,0.05586478921725326,0.0004608308664094002,1.4208770234093829e-6,0.00013700311626426307,0.0010059811313071177
ADAP2,0.037204914506970554,0.0012354363778945842,0.0058928902885406085,3.380791461494114,0.5482465693534656,0.002423801839323622
ADARB1,0.0014340820190287815,0.04345665872092907,0.00021790218782333408,4.498402492242487e-6,0.00043735307492214474,0.0023929938069449973
ADAR,0.26154021230204744,0.027648424801895336,0.003339486371099625,0.006785315805633575,0.008847430173937236,0.0020429910641249723
ADAT1,0.3967738418274022,0.0001798837793779439,0.003149599195607147,0.036381680655061095,0.007392441633432129,0.0025887350410855204
ADAT2,0.015642457163354734,2.6050933872357056e-5,0.000995041116553478,0.0005180663319076235,0.001120427030519408,0.0029638216648550076
ADAT3,0.008588345196717573,8.55941227802033e-5,0.2633026642583516,0.00015242808112167093,0.0001997965133160982,0.008564370038208603
ADA,0.03270309767874874,0.030953875293132593,0.002116155672787139,0.0005360544666143326,0.00023271807455818908,0.0004077930500933967
ADCK1,2.274361218068472e-5,6.561945728160989e-5,0.08848421582634812,0.00278886984918557,7.60771061802067e-5,0.0014373325646435356
ADCK2,0.16065349434275117,0.08583738327881009,0.014263360157742799,1.407426855442421,0.07610044694462557,0.002562364095258586
ADCK3,6.462083331627172e-6,0.00038226952844508703,0.1953072095327146,0.0008352799858867997,0.00026537080184362363,0.001297316214826485
ADCK4,0.05269016935728741,0.0004004539686323699,0.0050808912227584884,2.962047060098943,0.23549163722378463,0.0018445453159991825
ADCK5,0.0025826821489045963,0.003243106695253681,1.6592444628713987e-5,3.579164387789986e-6,9.87556725552304e-5,0.00044206269580148756
ADCY3,0.0047329889126231026,0.05995002075463122,0.005948443694653314,0.000728250676697591,0.0003060413843620948,0.00074626782210175
ADCY6,1.5306342241742825e-5,0.0011270803921489187,0.1731847162286672,0.0004957012099829449,0.00011741150299781105,0.0009884867608564484
ADCY7,0.04176085195833095,0.011517959240642209,0.0026053283870973976,0.003639738446074294,0.0005102559955098842,0.0014343854046742145
ADCY9,0.012497351192337525,0.00011565966554252399,1.0268361473934213,0.0002607227873151669,0.00012727629113292967,0.003061492406294058
ADD1,0.015082303038604665,0.0003255446682339626,0.0009399184245898103,0.0021022536449858274,0.0015704840438563984,0.0006109964210428094
ADH4,1.655511731729661e-5,0.9427727219724995,2.2624383331576824e-5,1.248427893527498,0.0003298551910106283,0.0100367018205643
ADH5,0.0058336981765803615,0.26228668103772246,0.049382215192209936,0.0009066348614434081,0.0029067843940914014,0.00031009232832261783
ADHFE1,0.013262985011293839,0.0017622496440022773,0.08445877904787626,0.36923622372063725,1.3762541495720065e-5,0.002278814655857691
ADIPOR1,0.0009879871702644888,0.06424090984568682,0.006555663442699513,7.664694447278187e-5,0.0001215810218612808,5.0706700913066504e-5
ADK,6.249532941737427e-5,0.0004786278812169921,0.09916227023683984,0.01995860505127841,0.0001317552724829069,2.6873363346430432e-5
ADM2,0.00013814161725792898,0.018347345731640218,0.0003856455993223149,7.731163760122393e-6,0.0009908411212205825,0.00791798687315505
ADM5,0.000515974105705277,0.004367223404734667,6.147668868863266e-5,9.923182277573587e-6,9.328961126555832e-5,0.0012341037800703422
ADM,0.08839570719551879,0.00016892986145320947,0.014173762924093619,18.13288389971802,13.799867823607302,0.03166101884624049
ADNP2,0.02364180192995809,0.0007802907042545925,0.0016117783461970037,0.0013599491533995605,0.006529408783966447,0.007060161070244044
ADNP,0.18714887332031419,0.00044786256509646354,0.010795781397634511,0.023890647042322556,0.02832972660672712,0.008184282066731188
ADORA1,0.0018164945431549796,0.16355858898441794,0.0001399361622614632,9.1425198377065e-6,0.00039041034723808946,0.003956589562014908
ADORA2A-AS1,2.1851597702715984e-6,0.014570435050598957,7.089306922046782e-7,0.43970976962452035,0.00012795727294067263,0.002717039528072166
ADORA2A,3.112358614505835e-6,1.5594061998446462,1.14366997628922e-5,0.8760384752611914,1.0260950151900845e-5,0.004276780583142153
ADORA2B,0.23867358290858873,0.03303387421073808,0.005832869073083255,0.007723719406891233,0.016612296354814392,0.005148509734353492
ADPGK-AS1,0.029352416077161474,0.002139700745735077,0.021656015882368172,6.793700817997908,0.00026110192046478736,0.0030551283271889446
ADPGK,0.014592163870342116,0.07223224462008282,0.0023140630573491115,0.0001875799989485741,0.0006503750925520644,0.0009673467834120631
ADPRHL1,0.003601131321742428,4.201527271924171e-5,0.4265621431190632,9.976717854647773e-5,0.00011964857479384711,0.0009978983394383378
ADPRHL2,0.0004573374836649197,0.04936681626425288,0.0018747374791301611,3.6529867676562184e-6,0.004064634479175624,0.004155375921349921
ADPRH,0.06996438829628097,0.0007348450058086123,0.5348663238890909,0.00011663068110803022,4.0348723290978326e-5,0.002792706899002891
ADPRM,9.161187156919458e-5,0.04920352599650457,0.0046374707361293835,4.366594617794323e-6,0.0007562000764667392,0.005624322088531905
ADRA1D,0.020877199899579056,4.22992687562966e-5,0.014409326220618605,0.00014438964642576516,2.9254247436808142e-6,0.002857956442951776
ADRA2B,0.04799998289646002,0.005620006128918017,0.5341363822799913,0.02127173980147096,7.994878721052865e-6,0.005035845861554983
ADRA2C,0.33761651496718814,0.017723579866307283,0.003202194639751153,2.6615607836287247,0.8002407274686477,0.0014123614387200581
ADRB1,0.0025310815474491152,0.007147170287160514,2.5499966152082984e-5,3.8374245307079326e-5,0.0020574838052480216,0.027736286265795787
ADRB2,8.218329516584457e-5,0.2663747123206987,0.006803152511306104,2.1068771942326876e-5,0.002106006823299818,0.028932107773403597
ADRBK2,0.04441576625410092,0.00404785891224956,0.0013817449786916408,0.001470810669431451,0.0007575588417895562,0.002655478193800864
ADRM1,0.12911843477532142,0.004638219510906836,0.00988929656712608,0.1403662159329245,0.25231949676341137,0.0024986489436953103
ADSL,0.0651394830004233,0.0009129248021207406,0.0016631558415983196,0.0012149372821923128,0.004625308605043433,0.0010092986527748364
