Gene,Eject,Decay
AGMAT,4.56538817211512e-6,0.003002503358073079
AGO1,0.0003748975457308352,0.0013304125937613975
AGO2,0.00162854362123758,0.0034965789209688916
AGO3,0.0014291670576965327,0.0029373594945553074
AGO4,5.572727565335834e-5,0.0016169105658991115
AGPAT2,0.0018276927426495177,0.0010249863448929344
AGPAT3,0.00031011007179573927,0.0008183748650355319
AGPAT4,0.00017457016862973174,0.0026092950536414222
AGPAT5,0.0061047459277769256,0.0019224998503712591
AGPAT6,0.0008756446564881518,0.0030241177722146297
AGPAT9,0.0017281091377068939,0.002455537068738681
AGPS,0.001449068296960212,0.001464697688799557
AGRN,0.00032563750359175883,0.0015135047599980943
AGTPBP1,0.0003080473213270856,0.0017753253298128692
AGTRAP,0.0013386362712877891,0.0010770385061970105
AHCTF1,0.007182476115159758,0.00492605667978076
AHCYL1,0.0008017748767786046,0.0005862279471474579
AHCYL2,5.803977674569339e-5,0.0007601089640152297
AHDC1,0.001381382600737264,0.011096075341439962
AHI1,0.0009176625691062884,0.000913943573513531
AHNAK2,0.001176985398975158,0.0028483192082183998
AHRR,0.0002342490373421992,0.004642603974217085
AHR,0.0017627979190066169,0.005363261593802572
AHSA1,0.004749106535147414,0.0011566372437131003
AHSA2,0.0002837804048088756,0.0009678457164298535
AHSG,1.4105508024894863e-5,0.0030906736593324805
AIF1L,0.00012193302018085074,0.00027862330918261823
AIFM1,0.00044362001736610176,0.0003445031808649648
AIFM2,0.0014294321527984462,0.001500294197560806
AIFM3,3.6181240110154017e-6,0.0014277116724114409
AIG1,0.00041342739742789947,0.0003148248863996413
AIM1L,0.00021850738392668921,0.001990284276707712
AIM1,0.00014927880650519474,0.002283155691683072
AIMP1,0.004247957049877867,0.0015549215232470806
AIMP2,0.004394837806442934,0.0032701122915208044
AJUBA,0.0010891829090939002,0.004223799850746862
AK1,0.0002933574542430557,0.00018790153387391331
AK2,0.0009098005727778612,0.0004955220048750703
AK3,0.0002344808543344533,0.00030673051156435334
AK4,0.0011011226236809196,0.001720613165676333
AK7,9.707839930280594e-6,0.0003138337622344036
AK8,1.3968543189572009e-5,0.0022966614226257063
AK9,2.639216325664856e-5,0.0005507444115355344
AKAP10,0.0009814642646038237,0.005927863743141878
AKAP11,0.0008744968147260303,0.0020224988287966743
AKAP12,0.16526510428863742,0.0024379767291988603
AKAP13,0.005610380098229051,0.00902349539775784
AKAP1,0.0010853889777563419,0.003663187839793366
AKAP2,0.00016140069906492419,0.00419004698397003
AKAP5,7.365876981065614e-5,0.004762462158654414
AKAP6,3.3310324638475374e-5,0.0034590143443581204
AKAP7,0.0001260400076240566,0.0015201889816801686
AKAP8L,0.001606261403722046,0.001945904868217908
AKAP8,0.0028085107539692726,0.004194127949091258
AKAP9,0.006056689851517279,0.0032351687145560763
AKIRIN1,0.0032606303767685,0.0025100412992238685
AKIRIN2,0.0037040031243938034,0.006718412957675355
AKNAD1,5.705741508956654e-5,0.003949974693476118
AKNA,0.00017074880502280834,0.004291559175928787
AKR1A1,0.0016867908908188651,0.0007189300027314289
AKR1B10,6.047133667259496e-6,0.0004186314001192183
AKR7A3,8.175396567958199e-6,0.0003886760878366822
AKT1S1,0.0005794163395093967,0.0007732089423444995
AKT1,0.0008806389408806855,0.0008790763328753653
AKT2,0.00043852699367094046,0.0010216745952063308
AKT3,1.5318000600054147e-5,0.002878325485727994
AKTIP,0.0003305420298919243,0.001452470854448245
ALAD,0.00011404203954931283,0.0009912111936888483
ALAS1,0.0025828078458668725,0.003101897671535281
ALB,9.468162448260734e-7,0.003736138286361991
ALCAM,0.0012746233240571326,0.001082768274968994
ALDH16A1,0.00023203074422024984,0.0007905489970558246
ALDH18A1,0.00016254302987548985,0.0004545675374425779
ALDH1A3,0.0014685436790401617,0.0006287578270969174
ALDH1B1,0.0012372547995213841,0.0031360751524103143
ALDH3A1,9.359629739847076e-6,0.0003052322228649104
ALDH3A2,0.0007708559801737077,0.0007799761825362459
ALDH4A1,1.557118678460733e-5,0.00018847822643128126
ALDH5A1,2.8300911901942738e-5,0.00022102732055863576
ALDH6A1,4.483919150031122e-5,0.00023373243105034546
ALDH8A1,1.2085087204158195e-5,0.000973219525492855
ALG11,0.0007491293135445404,0.004910405697439049
ALG12,0.00035637625902586395,0.0022731960751306377
ALG13,0.0014549255290750112,0.0011778110814862116
ALG14,0.0006334422912766109,0.001384162720826566
ALG1L,1.0696076620916789e-5,0.00211033590360335
ALG1,0.000389928457280595,0.0012378581642067351
ALG2,0.0027572694876809955,0.004616168706021188
ALG3,0.0021691144001327136,0.0018868947471405867
ALG5,0.0024921866497921493,0.0019503207252526238
ALG6,0.0005436939573235382,0.0024631645276580855
ALKBH1,0.000910752478722161,0.006007610060177708
ALKBH2,0.005947995877652355,0.005326522973830955
ALKBH4,0.002385815973844266,0.006703411583875707
ALKBH5,0.002960523241655246,0.004212517677860328
ALKBH6,0.00034126550154125535,0.0014227813507833905
ALKBH7,0.0018809523112407406,0.00106530373186556
ALKBH8,0.0007019390450606093,0.0034101600925804925
ALMS1,0.0006400863371303428,0.0029961810582439185
ALOX12B,5.580104659779153e-5,0.003732049666450224
ALOX12,0.0,0.00409109172676985
ALOX15,6.705591844813842e-6,0.002646026691649397
ALOX5,5.763882501500676e-6,0.0017495599341202943
ALOXE3,1.7493731194452943e-5,0.0010951631557866675
ALPK1,0.00039135831638052943,0.0033598708913434236
ALPK2,6.144866690722926e-6,0.003463948844147071
ALPK3,1.0311953927685438e-5,0.004069097780280444
ALS2CL,2.8956218970586477e-5,0.0011312994041112199
ALS2CR12,6.174348712809118e-6,0.006090994060297252
ALS2,0.0006413309361100297,0.002715334604416592
ALX3,7.970653651490627e-6,0.0024194000726962825
ALYREF,0.0014231352207828775,0.0002244828668360239
AMACR,2.2536813630823488e-5,0.002021142447267703
AMD1,0.01750086391970676,0.007523056383994388
AMDHD2,0.0005171291901006107,0.001577804401734652
AMER1,8.307484688837301e-5,0.006690068392452864
AMFR,0.00018477593879120133,0.0005875844975417094
AMH,0.00011705128563374894,0.0012122949233138057
AMMECR1L,0.0008907698212511045,0.006554470597859622
AMMECR1,0.0002896954272276444,0.00201865502940499
AMN,8.926410354612709e-6,0.0011362456664680519
AMOTL2,0.010288973770645077,0.011269695268232691
AMOT,6.789630303964531e-5,0.001705624336982805
AMPD2,0.00021865853192221376,0.0013798227953961577
AMPD3,0.00034555517612868905,0.002567910982403723
AMT,8.277204699711797e-6,0.0008374833260940508
AMY2B,1.7395772329340777e-6,0.002288124140184771
AMZ1,0.0,0.01646198405809378
AMZ2,0.000303291749864936,0.0003015533939970677
ANAPC10,0.00271475866356204,0.0030709586888695494
ANAPC13,0.002831588115269997,0.0030276388725915464
ANAPC16,0.0008255671191932893,0.00035157911037252647
ANAPC1,0.0007786926262830674,0.0017747157863966425
ANAPC2,0.00018895310903181958,0.0012531243198077018
ANAPC4,0.0007036126459228038,0.0019075935953018575
ANGEL1,0.00011680044667970885,0.0018889121531909783
ANGEL2,0.0008383841711198547,0.0028339544498457683
ANGPT2,0.0015015779126666129,0.008246095721377295
ANGPTL1,1.2827869347434902e-6,0.005061878808829407
ANGPTL4,0.0017156353016698914,0.009066704198392455
ANGPTL6,4.6107691136342964e-6,0.0045485235573639975
ANG,0.0005492622492321669,0.002973098536064447
ANK1,5.652262250254133e-6,0.0009697315532875106
ANK2,0.00011689697857800761,0.0024277656377532948
ANKAR,6.901448199611159e-5,0.009726112253052421
ANKDD1A,4.87933619979964e-5,0.0005870079507374484
ANKDD1B,1.9041679826367562e-6,0.001502769501352447
ANKEF1,0.0005139150501896819,0.0030710317767366434
ANKFN1,4.822288310741238e-6,0.002594829158646395
ANKFY1,0.0006179756384757322,0.0023045341600051424
ANKHD1,0.0005965037859247176,0.0038713881220816793
ANKH,0.0003421606088767129,0.0016889630310934509
ANKIB1,0.0008677341225332923,0.0027680507957432723
ANKLE1,0.0005973247025501785,0.005679622249892696
ANKMY1,0.00029508678607131645,0.0050356368429463495
ANKMY2,0.0008536037531228782,0.0019898845876944473
ANKRA2,0.0005242359923767745,0.002686539230850827
ANKRD10,0.001626979646094334,0.002536155172359373
ANKRD11,0.02651777851775742,0.0037300151188102795
ANKRD12,0.005041946092220609,0.004558503529458225
ANKRD13B,0.00025816058196078155,0.002869582090068715
ANKRD13C,0.0007759939069881067,0.0030346216183859335
ANKRD17,0.005992125992013231,0.005795783953767912
ANKRD18A,0.0008802746494479428,0.0028197415205044713
ANKRD18B,6.137102051882868e-5,0.002161136598976918
ANKRD1,0.00011646453374450079,0.005923053427567029
ANKRD20A1,1.0927149443144909e-5,0.0025363840814666147
ANKRD20A4,1.5253430978678939e-5,0.00162675772144794
ANKRD22,4.794296813390182e-6,0.0012612196681420342
ANKRD23,3.949725274337344e-6,0.0015585614281688237
ANKRD24,1.4326008381357018e-5,0.0017665759106291709
ANKRD26,0.001768221783273406,0.002987004716365201
ANKRD27,0.00035048435833815204,0.0015797831984249821
ANKRD28,0.0008415301508611099,0.0019973667453290103
ANKRD29,0.000327388763716935,0.001446089369797661
ANKRD31,5.325299098977312e-5,0.004886890457645337
ANKRD32,0.002375114916851846,0.0039033203837435045
ANKRD33B,9.588300196327137e-5,0.007135142109275487
ANKRD34A,4.5436396953245404e-5,0.005783613633200741
ANKRD36,0.0005400731370181778,0.0013450620644859523
ANKRD37,0.001480998472488644,0.010036181913111447
ANKRD39,0.0015121391825413351,0.0015621731890616422
ANKRD40,0.002091099624200335,0.004169487415198272
ANKRD44,7.311952900369202e-5,0.00389904937261637
ANKRD45,1.672358745733673e-5,0.0027496364755131178
ANKRD46,0.00043440414107937366,0.004068414783941904
ANKRD50,0.0014029878587918947,0.009188286546611886
ANKRD52,0.0004147534191596313,0.001713792437881175
ANKRD53,4.710437079165454e-7,0.0018587386409888728
ANKRD54,0.0018621808310667896,0.004690025255749302
ANKRD61,1.1993689759510737e-5,0.009465418908769391
ANKRD6,0.00011523879160680992,0.0016841936184211078
ANKRD9,0.0008586774245578461,0.0015399130995075816
ANKS1A,0.0007349929620668789,0.0027581467351404077
ANKS3,0.0007497352523790511,0.0031607428148833164
ANKS6,0.0009164762108155741,0.00203764759821157
ANKZF1,0.0007872584013447094,0.003698240057687672
ANLN,0.002336777948110799,0.0014160758678838693
ANO10,0.0001311488764932048,0.0005860854753697534
ANO7,4.330207669654743e-5,0.002588939325575892
ANO8,4.749146216254024e-5,0.00101298002598834
ANP32A,0.004610953671768667,0.000773592973204134
ANP32B,0.014382975076186627,0.001132781793814561
ANP32D,0.0,0.0007835017342111402
ANP32E,0.003662105192900039,0.0006630416066998104
ANPEP,0.0,0.003827919059186501
ANTXR1,0.00017867967600310327,0.0010337707846235693
ANTXR2,6.912250345601713e-5,0.0024560283922863482
ANXA10,1.0966023243063122e-5,0.0006003897655401396
ANXA11,0.0012995614203034,0.00045525815907558717
ANXA2R,0.00016736893300786307,0.014357343663695777
ANXA3,0.0020796771950518603,0.00028169035738286226
ANXA9,2.690057935337483e-5,0.0012342986702936207
AOAH,1.018826395947308e-5,0.0017479515713716945
AOC2,4.7981763641597365e-5,0.002366700399661166
AOC3,1.9097874198414972e-5,0.002093339096694966
AOX1,4.280615471023634e-7,0.00042206871964511514
AP1AR,0.0007752512770527799,0.0011487150687503015
AP1B1,4.869250118028408e-5,9.713820924618665e-5
AP1G1,0.0021140332847892095,0.0030708458498613376
AP1G2,0.0003887644213781908,0.0020032801564191043
AP1M1,0.00030052037226048744,0.0012398432189265713
AP1S1,0.00017084387758401195,4.704760973928022e-5
AP1S3,0.0016649509296482955,0.001187009226013926
AP2A1,0.00040382997522058666,0.0004653670976217686
AP2B1,0.0014309870015379747,0.0004627692779754243
AP3B1,0.0012270858536161864,0.0008735942409691253
AP3B2,3.3280807012674955e-7,0.00032831520252586194
AP3D1,0.0015360655228584316,0.001234495105645998
AP3M1,0.00039965278369791593,0.0010522233382279271
AP3M2,0.0006194251366223026,0.0015576603714081783
AP3S1,0.005055078713597912,0.0005280680880108208
AP3S2,4.0373576039126956e-5,0.0006956948802040172
AP4B1,0.00040038010938367745,0.0041250651283744975
AP4E1,0.00044647474523220357,0.0026980221661271463
AP4M1,0.0010434050905574752,0.003271215992606179
AP4S1,0.00034152478490073626,0.0024990236748663364
AP5B1,0.0028216071717313586,0.007927084844554615
AP5M1,0.0008544108212412342,0.003738165893953543
AP5S1,0.00041944063908359836,0.004066616109584619
AP5Z1,0.00018242286961625976,0.0023757116610675453
APBA1,1.9852399068366333e-6,0.002611251750598861
APBA2,2.1401970724642734e-6,0.00210916460644972
APBA3,0.0003022917796824233,0.0026685533759466685
APBB2,0.0015616010102384899,0.0032538868767940984
APBB3,5.638582895551141e-5,0.0007127747081055355
APC2,5.841688225231583e-5,0.004704347351403877
APC,0.0026670996556947906,0.004579161939319835
APEH,0.00019906791171336624,0.00014332889684807296
APEX1,0.009510905423061577,0.0020135908683536286
APEX2,0.0017750078061995777,0.004370956688256856
APH1A,0.00031802398017059173,0.0002611297810939804
APH1B,0.00023401390087275924,0.0025938731683629044
APLF,2.1513588514040153e-5,0.00229439520864234
APLN,4.9261028897085405e-6,0.0016198668777945386
APOA1BP,0.002115793863021069,0.0006614174698976344
APOA2,1.0976846411660925e-5,0.0020626017988298506
APOBEC2,0.0,0.0023575264447340304
APOBEC3B-AS1,4.6850761717769093e-7,0.0009243657455506153
APOBEC3C,0.0002520366327629869,0.0006116006104983954
APOBEC3D,1.7434057158047473e-5,0.0032759423367897753
APOBEC3F,0.00017473342591591953,0.0023763745557204515
APOBEC3G,2.190952004396653e-6,0.0007200929168779059
APOL1,1.0558539801003162e-5,0.006944000057854279
APOL2,0.0005137525142990052,0.0040851611532463925
APOL4,4.096757210051042e-6,0.00808290474976715
APOL6,7.735277993494448e-6,0.01017447127356996
APOOL,0.0004945588203526066,0.0014494802175679222
APOO,0.00019871872383815,0.00026437646455015516
APOPT1,0.0011325479473604195,0.0011758890616591362
APPBP2,0.0014433115643458709,0.004162992431480728
APPL1,0.0023424062411278464,0.0018659605405457387
APPL2,0.00026459781338428927,0.0009724957064091725
APTX,0.0015366764115319724,0.0015355054539791246
AQP1,1.3312792206468274e-5,0.0021888447903639853
AQP3,1.0220712561932724e-5,8.42940926000608e-5
AQP7,9.568496624912292e-7,0.001258576424737349
AQPEP,8.855463373225557e-6,0.0019403306289896042
AQR,0.0006486936636402257,0.001613743297386588
ARAF,0.0003043654655046302,0.0011791919153979122
ARAP2,0.0010801505760481569,0.0048355436064901
ARAP3,0.00016683490836116055,0.002326256397739154
ARC,0.0018916476411697785,0.011128784240881541
AREL1,0.0004255729555881627,0.002943857951608083
ARF1,0.0038193741979268723,0.0007207265601122889
ARF3,0.0006111909378707714,0.0005646171830240738
ARF4,0.003370212508095154,0.0011343895854462626
ARF6,0.010919559547835613,0.00680933952381191
ARFGAP1,0.0007294476924651456,0.003023530041476381
ARFGAP3,0.0006659991772250515,0.001303517023596695
ARFGEF1,0.0008029221518440039,0.002957580320699285
ARFGEF2,0.0004973755886198111,0.002241035511144704
ARFIP1,0.0016447555508220923,0.0019868243655736828
ARFRP1,0.001199594150615839,0.0025854565944413888
ARG2,9.005845903096693e-5,0.0004256719945629457
ARGLU1,0.016029585728142014,0.004310587616964349
ARHGAP10,0.0018117677552724732,0.002822286942600323
ARHGAP11A,0.002514610768572642,0.002547689185349327
