Gene,BurstMean,BurstSD,BurstMedian,BurstMAD
0610009B22Rik,0.6195221129574829,0.9990770449086721,0.374485357271895,0.22657982247844058
0610009O20Rik,0.23855028274634132,2.324730015395833,0.07991912442724516,0.04535616440776276
0610010F05Rik,0.5124873422368138,0.9586780773980688,0.2673780641473705,0.1283481889360572
0610010K14Rik,5.097483512805071,11.03717627663185,2.6071758298333805,2.5488648572227213
0610012G03Rik,0.6790342664478815,0.5344664508382845,0.4999527329355843,0.2560917325791891
0610030E20Rik,0.3379257645275538,1.2562175226923793,0.08711299320198213,0.07049925161298636
0610037L13Rik,1.325357646503626,4.411440806573811,0.23199410080338215,0.23779044313720493
0610040B10Rik,0.05706339319065098,0.27288772860926,0.018228586226853787,0.018043983438829302
0610040F04Rik,0.16191722737605488,0.31381780701249107,0.10765689589648349,0.05102181044634274
0610040J01Rik,0.15616253263157656,0.2523526855566468,0.10321968694514985,0.058514608747421926
1110002L01Rik,0.44814143650172994,2.0461317214651915,0.09804909130091086,0.0901257574959384
1110004E09Rik,7.490591110134828,11.346995843306226,3.773828573935422,3.9837172285042333
1110004F10Rik,1.286379994673416,0.5759629649600334,1.1707005005309938,0.5083112595116738
1110006O24Rik,0.015926347939770245,0.02432358680234981,0.0085817683626706,0.009275505711106016
1110008F13Rik,4.125081470777939,0.9037269566244613,4.045496174800452,0.8603770767930905
1110008L16Rik,0.515345697954483,0.07965663106090241,0.49947637195732847,0.06104422723689016
1110008P14Rik,0.41886000085707986,0.5001953843356751,0.27746086105419654,0.11612788175723726
1110012L19Rik,2.3121340515100304,11.200020483153976,0.26863824808932574,0.30408943577751907
1110017D15Rik,0.1357743062181679,0.132575913329069,0.10788868647234981,0.07282256451182133
1110020A21Rik,0.02068283711106082,0.035761953419223474,0.009906722510626846,0.010905982336239432
1110032A03Rik,0.024254716671153014,0.23024570918108395,0.009614160344912893,0.008980674193844736
1110032F04Rik,0.07245900816817089,0.13965045017897365,0.04773459150333924,0.040243086059042255
1110034G24Rik,1.0465804749586087,7.540515471651372,0.15131869857426455,0.16636711918876412
1110038F14Rik,5.338490449551904,12.366193951195864,2.1869854911996875,2.3361269393639756
1110046J04Rik,0.016686874877060862,0.03469326483483148,0.00976628677776295,0.01021524548702903
1110051M20Rik,0.39450150228230274,0.8563506739078149,0.2186250112135303,0.0787994427152805
1110059E24Rik,8.161037519583232,19.131678893621565,3.500029116593531,3.6473189783744075
1110059G10Rik,1.4750009096256722,9.329166601136412,0.15791285597363017,0.1912041837818245
