"","Gene"
"873","ENSMUSG00000018040"
"874","ENSMUSG00000018068"
"875","ENSMUSG00000018076"
"876","ENSMUSG00000018143"
"877","ENSMUSG00000018160"
"878","ENSMUSG00000018167"
"879","ENSMUSG00000018171"
"880","ENSMUSG00000018189"
"881","ENSMUSG00000018196"
"882","ENSMUSG00000018217"
"883","ENSMUSG00000018239"
"884","ENSMUSG00000018286"
"885","ENSMUSG00000018287"
"886","ENSMUSG00000018322"
"887","ENSMUSG00000018326"
"888","ENSMUSG00000018340"
"889","ENSMUSG00000018362"
"890","ENSMUSG00000018363"
"891","ENSMUSG00000018377"
"892","ENSMUSG00000018378"
"893","ENSMUSG00000018379"
"894","ENSMUSG00000018395"
"895","ENSMUSG00000018398"
"896","ENSMUSG00000018401"
"897","ENSMUSG00000018412"
"898","ENSMUSG00000018417"
"899","ENSMUSG00000018425"
"900","ENSMUSG00000018433"
"901","ENSMUSG00000018442"
"902","ENSMUSG00000018446"
"903","ENSMUSG00000018449"
"904","ENSMUSG00000018451"
"905","ENSMUSG00000018474"
"906","ENSMUSG00000018481"
"907","ENSMUSG00000018500"
"908","ENSMUSG00000018501"
"909","ENSMUSG00000018507"
"910","ENSMUSG00000018537"
"911","ENSMUSG00000018547"
"912","ENSMUSG00000018559"
"913","ENSMUSG00000018565"
"914","ENSMUSG00000018572"
"915","ENSMUSG00000018574"
"916","ENSMUSG00000018583"
"917","ENSMUSG00000018585"
"918","ENSMUSG00000018599"
"919","ENSMUSG00000018604"
"920","ENSMUSG00000018648"
"921","ENSMUSG00000018651"
"922","ENSMUSG00000018661"
"923","ENSMUSG00000018666"
"924","ENSMUSG00000018669"
"925","ENSMUSG00000018672"
"926","ENSMUSG00000018677"
"927","ENSMUSG00000018697"
"928","ENSMUSG00000018707"
"929","ENSMUSG00000018736"
"930","ENSMUSG00000018750"
"931","ENSMUSG00000018761"
"932","ENSMUSG00000018765"
"933","ENSMUSG00000018770"
"934","ENSMUSG00000018774"
"935","ENSMUSG00000018809"
"936","ENSMUSG00000018819"
"937","ENSMUSG00000018821"
"938","ENSMUSG00000018841"
"939","ENSMUSG00000018848"
"940","ENSMUSG00000018858"
"941","ENSMUSG00000018882"
"942","ENSMUSG00000018899"
"943","ENSMUSG00000018906"
"944","ENSMUSG00000018920"
"945","ENSMUSG00000018921"
"946","ENSMUSG00000018932"
"947","ENSMUSG00000018974"
"948","ENSMUSG00000019039"
"949","ENSMUSG00000019055"
"950","ENSMUSG00000019080"
"951","ENSMUSG00000019082"
"952","ENSMUSG00000019102"
"953","ENSMUSG00000019124"
"954","ENSMUSG00000019132"
"955","ENSMUSG00000019139"
"956","ENSMUSG00000019143"
"957","ENSMUSG00000019173"
"958","ENSMUSG00000019179"
"959","ENSMUSG00000019189"
"960","ENSMUSG00000019194"
"961","ENSMUSG00000019210"
"962","ENSMUSG00000019214"
"963","ENSMUSG00000019254"
"964","ENSMUSG00000019256"
"965","ENSMUSG00000019261"
"966","ENSMUSG00000019278"
"967","ENSMUSG00000019295"
"968","ENSMUSG00000019297"
"969","ENSMUSG00000019302"
"970","ENSMUSG00000019303"
"971","ENSMUSG00000019326"
"972","ENSMUSG00000019338"
"973","ENSMUSG00000019370"
"974","ENSMUSG00000019373"
"975","ENSMUSG00000019428"
"976","ENSMUSG00000019432"
"977","ENSMUSG00000019433"
"978","ENSMUSG00000019437"
"979","ENSMUSG00000019461"
"980","ENSMUSG00000019464"
"981","ENSMUSG00000019467"
"982","ENSMUSG00000019470"
"983","ENSMUSG00000019471"
"984","ENSMUSG00000019478"
"985","ENSMUSG00000019487"
"986","ENSMUSG00000019494"
"987","ENSMUSG00000019518"
"988","ENSMUSG00000019528"
"989","ENSMUSG00000019539"
"990","ENSMUSG00000019578"
"991","ENSMUSG00000019579"
"992","ENSMUSG00000019659"
"993","ENSMUSG00000019689"
"994","ENSMUSG00000019710"
"995","ENSMUSG00000019715"
"996","ENSMUSG00000019718"
"997","ENSMUSG00000019731"
"998","ENSMUSG00000019734"
"999","ENSMUSG00000019738"
"1000","ENSMUSG00000019761"
"1001","ENSMUSG00000019777"
"1002","ENSMUSG00000019779"
"1003","ENSMUSG00000019782"
"1004","ENSMUSG00000019794"
"1005","ENSMUSG00000019795"
"1006","ENSMUSG00000019796"
"1007","ENSMUSG00000019797"
"1008","ENSMUSG00000019802"
"1009","ENSMUSG00000019804"
"1010","ENSMUSG00000019806"
"1011","ENSMUSG00000019808"
"1012","ENSMUSG00000019809"
"1013","ENSMUSG00000019810"
"1014","ENSMUSG00000019813"
"1015","ENSMUSG00000019814"
"1016","ENSMUSG00000019818"
"1017","ENSMUSG00000019820"
"1018","ENSMUSG00000019823"
"1019","ENSMUSG00000019832"
"1020","ENSMUSG00000019837"
"1021","ENSMUSG00000019841"
"1022","ENSMUSG00000019842"
"1023","ENSMUSG00000019843"
"1024","ENSMUSG00000019846"
"1025","ENSMUSG00000019849"
"1026","ENSMUSG00000019850"
"1027","ENSMUSG00000019853"
"1028","ENSMUSG00000019857"
"1029","ENSMUSG00000019861"
"1030","ENSMUSG00000019872"
"1031","ENSMUSG00000019873"
"1032","ENSMUSG00000019874"
"1033","ENSMUSG00000019877"
"1034","ENSMUSG00000019880"
"1035","ENSMUSG00000019883"
"1036","ENSMUSG00000019889"
"1037","ENSMUSG00000019891"
"1038","ENSMUSG00000019897"
"1039","ENSMUSG00000019899"
"1040","ENSMUSG00000019907"
"1041","ENSMUSG00000019916"
"1042","ENSMUSG00000019917"
"1043","ENSMUSG00000019920"
"1044","ENSMUSG00000019923"
"1045","ENSMUSG00000019942"
"1046","ENSMUSG00000019943"
"1047","ENSMUSG00000019947"
"1048","ENSMUSG00000019951"
"1049","ENSMUSG00000019960"
"1050","ENSMUSG00000019961"
"1051","ENSMUSG00000019966"
"1052","ENSMUSG00000019969"
"1053","ENSMUSG00000019971"
"1054","ENSMUSG00000019975"
"1055","ENSMUSG00000019977"
"1056","ENSMUSG00000019978"
"1057","ENSMUSG00000019979"
"1058","ENSMUSG00000019988"
"1059","ENSMUSG00000019998"
"1060","ENSMUSG00000020009"
"1061","ENSMUSG00000020018"
"1062","ENSMUSG00000020019"
"1063","ENSMUSG00000020022"
"1064","ENSMUSG00000020023"
"1065","ENSMUSG00000020027"
"1066","ENSMUSG00000020029"
"1067","ENSMUSG00000020032"
"1068","ENSMUSG00000020034"
"1069","ENSMUSG00000020053"
"1070","ENSMUSG00000020056"
"1071","ENSMUSG00000020064"
"1072","ENSMUSG00000020069"
"1073","ENSMUSG00000020074"
"1074","ENSMUSG00000020075"
"1075","ENSMUSG00000020076"
"1076","ENSMUSG00000020078"
"1077","ENSMUSG00000020085"
"1078","ENSMUSG00000020086"
"1079","ENSMUSG00000020087"
"1080","ENSMUSG00000020088"
"1081","ENSMUSG00000020089"
"1082","ENSMUSG00000020091"
"1083","ENSMUSG00000020097"
"1084","ENSMUSG00000020099"
"1085","ENSMUSG00000020105"
"1086","ENSMUSG00000020107"
"1087","ENSMUSG00000020108"
"1088","ENSMUSG00000020109"
"1089","ENSMUSG00000020111"
"1090","ENSMUSG00000020115"
"1091","ENSMUSG00000020116"
"1092","ENSMUSG00000020122"
"1093","ENSMUSG00000020123"
"1094","ENSMUSG00000020124"
"1095","ENSMUSG00000020130"
"1096","ENSMUSG00000020132"
"1097","ENSMUSG00000020133"
"1098","ENSMUSG00000020137"
"1099","ENSMUSG00000020142"
"1100","ENSMUSG00000020149"
"1101","ENSMUSG00000020150"
"1102","ENSMUSG00000020152"
"1103","ENSMUSG00000020153"
"1104","ENSMUSG00000020156"
"1105","ENSMUSG00000020160"
"1106","ENSMUSG00000020166"
"1107","ENSMUSG00000020167"
"1108","ENSMUSG00000020170"
"1109","ENSMUSG00000020171"
"1110","ENSMUSG00000020180"
"1111","ENSMUSG00000020184"
"1112","ENSMUSG00000020185"
"1113","ENSMUSG00000020186"
"1114","ENSMUSG00000020196"
"1115","ENSMUSG00000020198"
"1116","ENSMUSG00000020205"
"1117","ENSMUSG00000020211"
"1118","ENSMUSG00000020219"
"1119","ENSMUSG00000020220"
"1120","ENSMUSG00000020224"
"1121","ENSMUSG00000020225"
"1122","ENSMUSG00000020230"
"1123","ENSMUSG00000020232"
"1124","ENSMUSG00000020235"
"1125","ENSMUSG00000020238"
"1126","ENSMUSG00000020241"
"1127","ENSMUSG00000020246"
"1128","ENSMUSG00000020248"
"1129","ENSMUSG00000020250"
"1130","ENSMUSG00000020253"
"1131","ENSMUSG00000020255"
"1132","ENSMUSG00000020256"
"1133","ENSMUSG00000020257"
"1134","ENSMUSG00000020260"
"1135","ENSMUSG00000020262"
"1136","ENSMUSG00000020263"
"1137","ENSMUSG00000020265"
"1138","ENSMUSG00000020267"
"1139","ENSMUSG00000020268"
"1140","ENSMUSG00000020271"
"1141","ENSMUSG00000020272"
"1142","ENSMUSG00000020277"
"1143","ENSMUSG00000020280"
"1144","ENSMUSG00000020282"
"1145","ENSMUSG00000020283"
"1146","ENSMUSG00000020284"
"1147","ENSMUSG00000020287"
"1148","ENSMUSG00000020288"
"1149","ENSMUSG00000020289"
"1150","ENSMUSG00000020290"
"1151","ENSMUSG00000020305"
"1152","ENSMUSG00000020307"
"1153","ENSMUSG00000020308"
"1154","ENSMUSG00000020309"
"1155","ENSMUSG00000020311"
"1156","ENSMUSG00000020315"
"1157","ENSMUSG00000020321"
"1158","ENSMUSG00000020325"
"1159","ENSMUSG00000020326"
"1160","ENSMUSG00000020328"
"1161","ENSMUSG00000020330"
"1162","ENSMUSG00000020346"
"1163","ENSMUSG00000020349"
"1164","ENSMUSG00000020354"
"1165","ENSMUSG00000020357"
"1166","ENSMUSG00000020358"
"1167","ENSMUSG00000020359"
"1168","ENSMUSG00000020361"
"1169","ENSMUSG00000020362"
"1170","ENSMUSG00000020363"
"1171","ENSMUSG00000020366"
"1172","ENSMUSG00000020368"
"1173","ENSMUSG00000020377"
"1174","ENSMUSG00000020380"
"1175","ENSMUSG00000020385"
"1176","ENSMUSG00000020386"
"1177","ENSMUSG00000020388"
"1178","ENSMUSG00000020392"
"1179","ENSMUSG00000020397"
"1180","ENSMUSG00000020400"
"1181","ENSMUSG00000020402"
"1182","ENSMUSG00000020409"
"1183","ENSMUSG00000020411"
"1184","ENSMUSG00000020412"
"1185","ENSMUSG00000020415"
"1186","ENSMUSG00000020422"
"1187","ENSMUSG00000020423"
"1188","ENSMUSG00000020424"
"1189","ENSMUSG00000020430"
"1190","ENSMUSG00000020432"
"1191","ENSMUSG00000020439"
"1192","ENSMUSG00000020440"
"1193","ENSMUSG00000020441"
"1194","ENSMUSG00000020444"
"1195","ENSMUSG00000020448"
"1196","ENSMUSG00000020451"
"1197","ENSMUSG00000020455"
"1198","ENSMUSG00000020456"
"1199","ENSMUSG00000020457"
"1200","ENSMUSG00000020458"
"1201","ENSMUSG00000020459"
"1202","ENSMUSG00000020462"
"1203","ENSMUSG00000020463"
"1204","ENSMUSG00000020464"
"1205","ENSMUSG00000020471"
"1206","ENSMUSG00000020473"
"1207","ENSMUSG00000020476"
"1208","ENSMUSG00000020477"
"1209","ENSMUSG00000020483"
"1210","ENSMUSG00000020484"
"1211","ENSMUSG00000020485"
"1212","ENSMUSG00000020492"
"1213","ENSMUSG00000020493"
"1214","ENSMUSG00000020496"
"1215","ENSMUSG00000020513"
"1216","ENSMUSG00000020520"
"1217","ENSMUSG00000020521"
"1218","ENSMUSG00000020522"
"1219","ENSMUSG00000020523"
"1220","ENSMUSG00000020526"
"1221","ENSMUSG00000020527"
"1222","ENSMUSG00000020528"
"1223","ENSMUSG00000020530"
"1224","ENSMUSG00000020532"
"1225","ENSMUSG00000020534"
"1226","ENSMUSG00000020537"
"1227","ENSMUSG00000020538"
"1228","ENSMUSG00000020547"
"1229","ENSMUSG00000020570"
"1230","ENSMUSG00000020572"
"1231","ENSMUSG00000020576"
"1232","ENSMUSG00000020580"
"1233","ENSMUSG00000020590"
"1234","ENSMUSG00000020592"
"1235","ENSMUSG00000020594"
"1236","ENSMUSG00000020608"
"1237","ENSMUSG00000020610"
"1238","ENSMUSG00000020611"
"1239","ENSMUSG00000020614"
"1240","ENSMUSG00000020621"
"1241","ENSMUSG00000020628"
"1242","ENSMUSG00000020629"
"1243","ENSMUSG00000020630"
"1244","ENSMUSG00000020640"
"1245","ENSMUSG00000020649"
"1246","ENSMUSG00000020650"
"1247","ENSMUSG00000020652"
"1248","ENSMUSG00000020654"
"1249","ENSMUSG00000020664"
"1250","ENSMUSG00000020668"
"1251","ENSMUSG00000020671"
"1252","ENSMUSG00000020674"
"1253","ENSMUSG00000020677"
"1254","ENSMUSG00000020680"
"1255","ENSMUSG00000020687"
"1256","ENSMUSG00000020689"
"1257","ENSMUSG00000020691"
"1258","ENSMUSG00000020692"
"1259","ENSMUSG00000020694"
"1260","ENSMUSG00000020695"
"1261","ENSMUSG00000020700"
"1262","ENSMUSG00000020705"
"1263","ENSMUSG00000020706"
"1264","ENSMUSG00000020707"
"1265","ENSMUSG00000020708"
"1266","ENSMUSG00000020720"
"1267","ENSMUSG00000020721"
"1268","ENSMUSG00000020739"
"1269","ENSMUSG00000020741"
"1270","ENSMUSG00000020743"
"1271","ENSMUSG00000020745"
"1272","ENSMUSG00000020755"
"1273","ENSMUSG00000020766"
"1274","ENSMUSG00000020773"
"1275","ENSMUSG00000020774"
"1276","ENSMUSG00000020775"
"1277","ENSMUSG00000020777"
"1278","ENSMUSG00000020778"
"1279","ENSMUSG00000020780"
"1280","ENSMUSG00000020792"
"1281","ENSMUSG00000020812"
"1282","ENSMUSG00000020814"
"1283","ENSMUSG00000020817"
"1284","ENSMUSG00000020818"
"1285","ENSMUSG00000020821"
"1286","ENSMUSG00000020823"
"1287","ENSMUSG00000020827"
"1288","ENSMUSG00000020828"
"1289","ENSMUSG00000020829"
"1290","ENSMUSG00000020832"
"1291","ENSMUSG00000020840"
"1292","ENSMUSG00000020841"
"1293","ENSMUSG00000020843"
"1294","ENSMUSG00000020844"
"1295","ENSMUSG00000020849"
"1296","ENSMUSG00000020850"
"1297","ENSMUSG00000020857"
"1298","ENSMUSG00000020859"
"1299","ENSMUSG00000020863"
"1300","ENSMUSG00000020864"
"1301","ENSMUSG00000020869"
"1302","ENSMUSG00000020873"
"1303","ENSMUSG00000020875"
"1304","ENSMUSG00000020876"
"1305","ENSMUSG00000020877"
"1306","ENSMUSG00000020883"
"1307","ENSMUSG00000020886"
"1308","ENSMUSG00000020888"
"1309","ENSMUSG00000020889"
"1310","ENSMUSG00000020893"
"1311","ENSMUSG00000020895"
"1312","ENSMUSG00000020898"
"1313","ENSMUSG00000020900"
"1314","ENSMUSG00000020903"
"1315","ENSMUSG00000020910"
"1316","ENSMUSG00000020911"
"1317","ENSMUSG00000020917"
"1318","ENSMUSG00000020918"
"1319","ENSMUSG00000020919"
"1320","ENSMUSG00000020921"
"1321","ENSMUSG00000020922"
"1322","ENSMUSG00000020923"
"1323","ENSMUSG00000020925"
"1324","ENSMUSG00000020929"
"1325","ENSMUSG00000020935"
"1326","ENSMUSG00000020936"
"1327","ENSMUSG00000020937"
"1328","ENSMUSG00000020941"
"1329","ENSMUSG00000020946"
"1330","ENSMUSG00000020949"
"1331","ENSMUSG00000020952"
"1332","ENSMUSG00000020953"
"1333","ENSMUSG00000020954"
"1334","ENSMUSG00000020956"
"1335","ENSMUSG00000020962"
"1336","ENSMUSG00000020964"
"1337","ENSMUSG00000020974"
"1338","ENSMUSG00000020978"
"1339","ENSMUSG00000020982"
"1340","ENSMUSG00000020986"
"1341","ENSMUSG00000020988"
"1342","ENSMUSG00000020993"
"1343","ENSMUSG00000020994"
"1344","ENSMUSG00000021000"
"1345","ENSMUSG00000021009"
"1346","ENSMUSG00000021012"
"1347","ENSMUSG00000021013"
"1348","ENSMUSG00000021018"
"1349","ENSMUSG00000021022"
"1350","ENSMUSG00000021024"
"1351","ENSMUSG00000021025"
"1352","ENSMUSG00000021033"
"1353","ENSMUSG00000021036"
"1354","ENSMUSG00000021039"
"1355","ENSMUSG00000021048"
"1356","ENSMUSG00000021051"
"1357","ENSMUSG00000021065"
"1358","ENSMUSG00000021067"
"1359","ENSMUSG00000021070"
"1360","ENSMUSG00000021072"
"1361","ENSMUSG00000021076"
"1362","ENSMUSG00000021079"
"1363","ENSMUSG00000021094"
"1364","ENSMUSG00000021096"
"1365","ENSMUSG00000021102"
"1366","ENSMUSG00000021103"
"1367","ENSMUSG00000021111"
"1368","ENSMUSG00000021112"
"1369","ENSMUSG00000021113"
"1370","ENSMUSG00000021114"
"1371","ENSMUSG00000021115"
"1372","ENSMUSG00000021120"
"1373","ENSMUSG00000021124"
"1374","ENSMUSG00000021127"
"1375","ENSMUSG00000021133"
"1376","ENSMUSG00000021134"
"1377","ENSMUSG00000021143"
"1378","ENSMUSG00000021149"
"1379","ENSMUSG00000021156"
"1380","ENSMUSG00000021171"
"1381","ENSMUSG00000021175"
"1382","ENSMUSG00000021177"
"1383","ENSMUSG00000021178"
"1384","ENSMUSG00000021185"
"1385","ENSMUSG00000021186"
"1386","ENSMUSG00000021188"
"1387","ENSMUSG00000021190"
"1388","ENSMUSG00000021192"
"1389","ENSMUSG00000021193"
"1390","ENSMUSG00000021196"
"1391","ENSMUSG00000021213"
"1392","ENSMUSG00000021215"
"1393","ENSMUSG00000021218"
"1394","ENSMUSG00000021222"
"1395","ENSMUSG00000021235"
"1396","ENSMUSG00000021240"
"1397","ENSMUSG00000021241"
"1398","ENSMUSG00000021242"
"1399","ENSMUSG00000021243"
"1400","ENSMUSG00000021244"
"1401","ENSMUSG00000021248"
"1402","ENSMUSG00000021250"
"1403","ENSMUSG00000021252"
"1404","ENSMUSG00000021253"
"1405","ENSMUSG00000021258"
"1406","ENSMUSG00000021260"
"1407","ENSMUSG00000021262"
"1408","ENSMUSG00000021264"
"1409","ENSMUSG00000021266"
"1410","ENSMUSG00000021273"
"1411","ENSMUSG00000021276"
"1412","ENSMUSG00000021279"
"1413","ENSMUSG00000021280"
"1414","ENSMUSG00000021281"
"1415","ENSMUSG00000021282"
"1416","ENSMUSG00000021286"
"1417","ENSMUSG00000021288"
"1418","ENSMUSG00000021290"
"1419","ENSMUSG00000021302"
"1420","ENSMUSG00000021306"
"1421","ENSMUSG00000021311"
"1422","ENSMUSG00000021326"
"1423","ENSMUSG00000021327"
"1424","ENSMUSG00000021339"
"1425","ENSMUSG00000021357"
"1426","ENSMUSG00000021361"
"1427","ENSMUSG00000021365"
"1428","ENSMUSG00000021368"
"1429","ENSMUSG00000021373"
"1430","ENSMUSG00000021374"
"1431","ENSMUSG00000021377"
"1432","ENSMUSG00000021379"
"1433","ENSMUSG00000021385"
"1434","ENSMUSG00000021388"
"1435","ENSMUSG00000021390"
"1436","ENSMUSG00000021391"
"1437","ENSMUSG00000021392"
"1438","ENSMUSG00000021395"
"1439","ENSMUSG00000021408"
"1440","ENSMUSG00000021411"
"1441","ENSMUSG00000021413"
"1442","ENSMUSG00000021417"
"1443","ENSMUSG00000021418"
"1444","ENSMUSG00000021427"
"1445","ENSMUSG00000021431"
"1446","ENSMUSG00000021457"
"1447","ENSMUSG00000021458"
"1448","ENSMUSG00000021460"
"1449","ENSMUSG00000021464"
"1450","ENSMUSG00000021468"
"1451","ENSMUSG00000021474"
"1452","ENSMUSG00000021482"
"1453","ENSMUSG00000021484"
"1454","ENSMUSG00000021485"
"1455","ENSMUSG00000021488"
"1456","ENSMUSG00000021493"
"1457","ENSMUSG00000021494"
"1458","ENSMUSG00000021495"
"1459","ENSMUSG00000021496"
"1460","ENSMUSG00000021497"
"1461","ENSMUSG00000021500"
"1462","ENSMUSG00000021501"
"1463","ENSMUSG00000021504"
"1464","ENSMUSG00000021514"
"1465","ENSMUSG00000021518"
"1466","ENSMUSG00000021519"
"1467","ENSMUSG00000021537"
"1468","ENSMUSG00000021540"
"1469","ENSMUSG00000021546"
"1470","ENSMUSG00000021548"
"1471","ENSMUSG00000021549"
"1472","ENSMUSG00000021550"
"1473","ENSMUSG00000021552"
"1474","ENSMUSG00000021555"
"1475","ENSMUSG00000021556"
"1476","ENSMUSG00000021567"
"1477","ENSMUSG00000021569"
"1478","ENSMUSG00000021575"
"1479","ENSMUSG00000021576"
"1480","ENSMUSG00000021577"
"1481","ENSMUSG00000021578"
"1482","ENSMUSG00000021585"
"1483","ENSMUSG00000021595"
"1484","ENSMUSG00000021597"
"1485","ENSMUSG00000021598"
"1486","ENSMUSG00000021606"
"1487","ENSMUSG00000021607"
"1488","ENSMUSG00000021608"
"1489","ENSMUSG00000021610"
"1490","ENSMUSG00000021614"
"1491","ENSMUSG00000021615"
"1492","ENSMUSG00000021619"
"1493","ENSMUSG00000021621"
"1494","ENSMUSG00000021629"
"1495","ENSMUSG00000021635"
"1496","ENSMUSG00000021639"
"1497","ENSMUSG00000021643"
"1498","ENSMUSG00000021645"
"1499","ENSMUSG00000021646"
"1500","ENSMUSG00000021650"
"1501","ENSMUSG00000021661"
"1502","ENSMUSG00000021662"
"1503","ENSMUSG00000021665"
"1504","ENSMUSG00000021668"
"1505","ENSMUSG00000021669"
"1506","ENSMUSG00000021670"
"1507","ENSMUSG00000021671"
"1508","ENSMUSG00000021686"
"1509","ENSMUSG00000021687"
"1510","ENSMUSG00000021690"
"1511","ENSMUSG00000021692"
"1512","ENSMUSG00000021693"
"1513","ENSMUSG00000021694"
"1514","ENSMUSG00000021699"
"1515","ENSMUSG00000021701"
"1516","ENSMUSG00000021706"
"1517","ENSMUSG00000021707"
"1518","ENSMUSG00000021709"
"1519","ENSMUSG00000021710"
"1520","ENSMUSG00000021711"
"1521","ENSMUSG00000021714"
"1522","ENSMUSG00000021715"
"1523","ENSMUSG00000021716"
"1524","ENSMUSG00000021745"
"1525","ENSMUSG00000021748"
"1526","ENSMUSG00000021756"
"1527","ENSMUSG00000021759"
"1528","ENSMUSG00000021760"
"1529","ENSMUSG00000021764"
"1530","ENSMUSG00000021771"
"1531","ENSMUSG00000021772"
"1532","ENSMUSG00000021773"
"1533","ENSMUSG00000021775"
"1534","ENSMUSG00000021782"
"1535","ENSMUSG00000021786"
"1536","ENSMUSG00000021794"
"1537","ENSMUSG00000021796"
"1538","ENSMUSG00000021798"
"1539","ENSMUSG00000021806"
"1540","ENSMUSG00000021807"
"1541","ENSMUSG00000021810"
"1542","ENSMUSG00000021811"
"1543","ENSMUSG00000021814"
"1544","ENSMUSG00000021816"
"1545","ENSMUSG00000021819"
"1546","ENSMUSG00000021820"
"1547","ENSMUSG00000021822"
"1548","ENSMUSG00000021823"
"1549","ENSMUSG00000021824"
"1550","ENSMUSG00000021830"
"1551","ENSMUSG00000021831"
"1552","ENSMUSG00000021832"
"1553","ENSMUSG00000021838"
"1554","ENSMUSG00000021840"
"1555","ENSMUSG00000021843"
"1556","ENSMUSG00000021846"
"1557","ENSMUSG00000021866"
"1558","ENSMUSG00000021868"
"1559","ENSMUSG00000021870"
"1560","ENSMUSG00000021890"
"1561","ENSMUSG00000021891"
"1562","ENSMUSG00000021892"
"1563","ENSMUSG00000021893"
"1564","ENSMUSG00000021900"
"1565","ENSMUSG00000021901"
"1566","ENSMUSG00000021905"
"1567","ENSMUSG00000021906"
"1568","ENSMUSG00000021910"
"1569","ENSMUSG00000021916"
"1570","ENSMUSG00000021917"
"1571","ENSMUSG00000021918"
"1572","ENSMUSG00000021928"
"1573","ENSMUSG00000021929"
"1574","ENSMUSG00000021930"
"1575","ENSMUSG00000021932"
"1576","ENSMUSG00000021938"
"1577","ENSMUSG00000021939"
"1578","ENSMUSG00000021947"
"1579","ENSMUSG00000021948"
"1580","ENSMUSG00000021951"
"1581","ENSMUSG00000021952"
"1582","ENSMUSG00000021957"
"1583","ENSMUSG00000021958"
"1584","ENSMUSG00000021959"
"1585","ENSMUSG00000021963"
"1586","ENSMUSG00000021965"
"1587","ENSMUSG00000021967"
"1588","ENSMUSG00000021969"
"1589","ENSMUSG00000021972"
"1590","ENSMUSG00000021975"
"1591","ENSMUSG00000021978"
"1592","ENSMUSG00000021981"
"1593","ENSMUSG00000021982"
"1594","ENSMUSG00000021987"
"1595","ENSMUSG00000021994"
"1596","ENSMUSG00000022000"
"1597","ENSMUSG00000022008"
"1598","ENSMUSG00000022009"
"1599","ENSMUSG00000022010"
"1600","ENSMUSG00000022016"
"1601","ENSMUSG00000022021"
"1602","ENSMUSG00000022023"
"1603","ENSMUSG00000022024"
"1604","ENSMUSG00000022031"
"1605","ENSMUSG00000022032"
"1606","ENSMUSG00000022034"
"1607","ENSMUSG00000022035"
"1608","ENSMUSG00000022037"
"1609","ENSMUSG00000022043"
"1610","ENSMUSG00000022051"
"1611","ENSMUSG00000022052"
"1612","ENSMUSG00000022054"
"1613","ENSMUSG00000022070"
"1614","ENSMUSG00000022074"
"1615","ENSMUSG00000022089"
"1616","ENSMUSG00000022090"
"1617","ENSMUSG00000022091"
"1618","ENSMUSG00000022094"
"1619","ENSMUSG00000022095"
"1620","ENSMUSG00000022098"
"1621","ENSMUSG00000022100"
"1622","ENSMUSG00000022106"
"1623","ENSMUSG00000022108"
"1624","ENSMUSG00000022109"
"1625","ENSMUSG00000022110"
"1626","ENSMUSG00000022111"
"1627","ENSMUSG00000022119"
"1628","ENSMUSG00000022120"
"1629","ENSMUSG00000022124"
"1630","ENSMUSG00000022125"
"1631","ENSMUSG00000022130"
"1632","ENSMUSG00000022131"
"1633","ENSMUSG00000022136"
"1634","ENSMUSG00000022139"
"1635","ENSMUSG00000022141"
"1636","ENSMUSG00000022142"
"1637","ENSMUSG00000022146"
"1638","ENSMUSG00000022150"
"1639","ENSMUSG00000022151"
"1640","ENSMUSG00000022156"
"1641","ENSMUSG00000022159"
"1642","ENSMUSG00000022160"
"1643","ENSMUSG00000022174"
"1644","ENSMUSG00000022175"
"1645","ENSMUSG00000022177"
"1646","ENSMUSG00000022178"
"1647","ENSMUSG00000022185"
