"","Gene","Rate01.x","Rate10.x","Eject.x","Decay.x","Rate01Mean.x","Rate10Mean.x","EjectMean.x","Rate01SD.x","Rate10SD.x","EjectSD.x","Rate01Median.x","Rate10Median.x","EjectMedian.x","Rate01MAD.x","Rate10MAD.x","EjectMAD.x","Model.x","Condition.x","Expression.x","Variance.x","ThirdMoment.x","BurstMean.x","BurstSD.x","BurstMedian.x","BurstMAD.x","Rate01.y","Rate10.y","Eject.y","Decay.y","Rate01Mean.y","Rate10Mean.y","EjectMean.y","Rate01SD.y","Rate10SD.y","EjectSD.y","Rate01Median.y","Rate10Median.y","EjectMedian.y","Rate01MAD.y","Rate10MAD.y","EjectMAD.y","Model.y","Condition.y","Expression.y","Variance.y","ThirdMoment.y","BurstMean.y","BurstSD.y","BurstMedian.y","BurstMAD.y","cat_IAA_120_bulk","LFC_exp","LFC_off","LFC_BS","Expr_WT","OFF_time_WT","OFF_time_KO","BS_WT","BS_KO","Expr_KO","BS"
"104","GAL",3.16821396911651e-05,1.6723163558906,2.64842759668941,3.25172701453534e-05,3.16083419104277e-05,0.0226794609213758,0.0359654207472836,4.18641177598284e-05,0.104136193047028,0.164687952239791,3.1342576076714e-05,0.0069860719748379,0.0111700938959599,7.18407785191677e-07,0.00523635158648033,0.00828168629074251,2,"HCTDMSOr2",3.08096442923054,7.83419487282313,28.7830075781582,1.61829116510087,0.0737187775462998,1.61116361172351,0.0632226829284672,2.3128933629023e-05,2.04198045386984,2.86175013146426,3.25172701453534e-05,2.32048933165851e-05,0.029600294440458,0.0415197045451783,2.90977276195234e-05,0.0871304797448277,0.122229476951643,2.29927918255436e-05,0.0103071179184298,0.0145202440882208,5.99728009111337e-07,0.00722403774592135,0.0101163042561999,2,"HCTJQ1r2",1.99138426191844,4.86820070683253,18.7846468381801,1.41662750039124,0.062633062408263,1.41499582316955,0.060348735327781,"down",-0.629610392522728,0.446942109906469,-0.187305210957212,3.08096442923054,31905.4821005268,43491.8911799593,1.61116361172351,1.41499582316955,1.99138426191844,-0.187305210957212
"105","GALNT14",0.000319262444251724,0.00594171060778837,0.0145871637967588,0.00172849625991978,0.000326257322066023,0.00873218189815109,0.0200675982959245,3.67502492908845e-05,0.0116888047072203,0.0232097693166167,0.00032493902093016,0.0065876510608309,0.0158310929260186,1.39065134937473e-05,0.00143684232529587,0.00278004461106369,2,"HCTDMSOr2",0.858566329565735,2.31209050853912,8.47269743208226,2.40447911411807,0.186639631845304,2.40235576991447,0.184970225784282,0.000117763510226144,0.00161743561163635,0.00516156117738044,0.00172849625991978,0.000121343367563246,0.00227822796474867,0.00634947365773145,3.3423877113166e-05,0.0150571084540305,0.0282454044708891,0.000120760816868738,0.00171628254005415,0.00532379282750295,1.00699658648411e-05,0.000315291959310678,0.0005461627013795,2,"HCTJQ1r2",0.404629806772527,0.947619659207214,2.77636776238987,3.14997434579535,0.451706866188343,3.10490276906833,0.420563949746718,"down",-1.0853269967242,1.42801658199714,0.370098272133481,0.858566329565735,3077.50050190166,8280.83169631884,2.40235576991447,3.10490276906833,0.404629806772527,0.370098272133481
"106","GAS7",0.000208483196690957,0.00494036589723024,0.00386251818994871,0.00163541457547914,0.000228452684129938,0.0262561962543142,0.0162423403559812,4.93403317564572e-05,0.0649155901535446,0.0377284200107426,0.000231624223736153,0.00947929771570023,0.00647234202430103,2.48077157940252e-05,0.00590551227319806,0.00342450325751891,2,"HCTDMSOr2",0.19110452186805,0.293353042448048,0.56212428397517,0.73352739200517,0.178213671254355,0.692586050345167,0.121580367154325,8.76231071345483e-05,0.00183480575524066,0.00294617248248381,0.00163541457547914,0.000102291379759442,0.006236774693628,0.00698807847662782,3.98696078304157e-05,0.0215748309321956,0.0201962095865435,0.000102007052463061,0.00276725052802048,0.00377052729619039,1.67681825262138e-05,0.00125390559949901,0.00113586830400069,2,"HCTJQ1r2",0.163993890798015,0.289066293968023,0.631342920521616,1.46957402853736,0.49084961255756,1.36608917253413,0.35033707816212,"down",-0.220719843738154,1.18311724194948,0.979986424705548,0.19110452186805,4317.33772862684,9803.24375476018,0.692586050345167,1.36608917253413,0.163993890798015,0.979986424705548
"107","GDA",0.00030111493695419,4.02319053420868,31.0699339366856,0.000627304404669225,0.000300037882413558,0.155164185357426,1.2053564400339,5.44810161838754e-05,0.216019748969854,1.67031555628354,0.000299432917424273,0.0956337525865184,0.744929444635557,4.0857591730371e-06,0.0432944001526947,0.334920259762616,2,"HCTDMSOr2",7.3818127519785,67.7271471992222,1082.98152782964,7.80166271710653,0.215673836344594,7.79942372842607,0.195170570018887,0.000365328105586333,2.28076309193219,6.69801591714957,0.000627304404669225,0.000358694666108916,0.0625010500303152,0.186146631520676,3.31387002014365e-05,0.089528405298953,0.262966076083369,0.000358539209006369,0.037173649829303,0.111768773759928,7.71486946787576e-06,0.0190063453226118,0.0557956825264222,2,"HCTJQ1r2",3.40518234165067,13.2663455041795,83.4235442013496,3.02767164862455,0.123041901128031,3.02053968608583,0.117509206845585,"down",-1.11624308831683,-0.259898068038193,-1.36856119043264,7.3818127519785,3339.64618386655,2789.09523667253,7.79942372842607,3.02053968608583,3.40518234165067,-1.36856119043264
"108","GDF15",0.00274607404040932,28.1714301555457,248.500978213764,0.0155692569563254,0.00272991186774619,1.69093539554414,15.0263398794757,9.18745520609039e-05,1.3735844296095,12.1318085955261,0.0027286337497369,1.31242828840122,11.686213261751,4.23558794134795e-05,0.490795776292525,4.33681663769081,2,"HCTDMSOr2",3.08891213389121,35.3126266109287,712.451473073192,8.91402347435779,0.29759273628463,8.90833277402729,0.289989195233489,0.0020239952039712,23.611117861022,73.4870571676101,0.0155692569563254,0.0020015771835353,1.03322513295752,3.24923681074466,8.2983584814646e-05,0.904911602829139,2.81509080191571,0.00199991806701035,0.774601528931006,2.4447451969494,5.41756423314151e-05,0.304538378615335,0.946750391093114,2,"HCTJQ1r2",0.804185064311768,3.86144533799155,31.7333716822948,3.16669393311356,0.165113904455256,3.16151667639702,0.16421338478476,"down",-1.94149938603738,0.448237865552864,-1.49453862206,3.08891213389121,366.483776027626,500.020484086573,8.90833277402729,3.16151667639702,0.804185064311768,-1.49453862206
"109","GJB3",0.00793922393921171,0.0698096594316523,0.111538225703959,0.0118085847914604,0.00791322703004947,0.0811868124792511,0.12502303575278,0.000573087384512455,0.0641042210094303,0.0765888321368258,0.00789458605545776,0.0676402870891938,0.108928835753196,0.000387357731925967,0.0170939114576986,0.0206135699945314,2,"HCTDMSOr2",1.92772159428911,4.05099236984303,11.0593226979248,1.61975004055515,0.167989146343859,1.6110899580736,0.167324405513334,0.0064033771982796,0.0706455483332563,0.0707234604777311,0.0118085847914604,0.00623985281316644,0.0868815767614461,0.0829873474235896,0.000705981368611236,0.0949609865696726,0.0728905594881994,0.00623884898548736,0.0609507333798309,0.0632018567158928,0.000487456359034372,0.022890833539928,0.0178125911265352,2,"HCTJQ1r2",0.995035325568073,1.71011474478991,3.75203161942742,1.06054685027516,0.170018942716747,1.03838088077599,0.162967977528273,"down",-0.954077059500115,0.339583733143413,-0.633701326715673,1.92772159428911,126.669086000864,160.285976199484,1.6110899580736,1.03838088077599,0.995035325568073,-0.633701326715673
"110","GLDN",0.000156580534599629,0.0011422131127221,0.00117032157235799,0.000892896262293792,0.000191433611550486,0.0057897103003377,0.00354881528056147,5.79372253449073e-05,0.0179272077423365,0.00911590632277415,0.000191309459891351,0.00201636335042797,0.00162607753675546,3.36122252606902e-05,0.00104634906018756,0.00055119795285652,2,"HCTDMSOr2",0.315992292870906,0.460397870401546,0.796859732259639,0.889893643764695,0.359883927054026,0.807740309197707,0.245598736304212,8.15787867598423e-07,5.49908163851615e-06,0.000389569795676857,0.000892896262293792,7.0325492475627e-05,0.00808720175610591,0.00382902800468355,4.55456023464831e-05,0.033586500479497,0.0143685360484551,6.89398196775134e-05,0.00113887463589434,0.000881554617272255,2.61930480415267e-05,0.000847912901426364,0.000369032749182188,2,"HCTJQ1r2",0.112573936271704,0.152944357488971,0.23808652575447,1.19748915952651,1.825425825266,0.77354645739047,0.420987910712698,"down",-1.48901652564891,1.47249878375547,-0.0624035978064326,0.315992292870906,5227.13304699057,14505.4049267578,0.807740309197707,0.77354645739047,0.112573936271704,-0.0624035978064326
"111","GLI2",0.00206262589172422,7.27592359948559,11.943711509255,0.00748847118470683,0.00192672072004066,0.125669218921938,0.217532660928456,0.000107575850310882,0.182163577988639,0.298946049377052,0.00192837685539407,0.0776140858778555,0.138605641544652,7.22494978264345e-05,0.0312853314452899,0.0509515628010041,2,"HCTDMSOr2",0.896731054977712,2.25248559928819,7.99626215225038,1.80255263547029,0.123875128843181,1.79217297598503,0.122605705808858,0.00118057150513508,0.0140805453427764,0.0242096387310536,0.00748847118470683,0.00119452008501923,0.0167307107712148,0.0271225953671564,0.000151507856198349,0.0103541611274003,0.0115858890825531,0.00119045022016671,0.014503080402993,0.024665888562248,9.91101304444657e-05,0.00366914838078638,0.00412821505674227,2,"HCTJQ1r2",0.499713685817904,0.97800144503316,2.43272113125131,1.7287911536894,0.26034848660012,1.70224496238119,0.244080836537109,"down",-0.843573630868523,0.695879725381226,-0.0742712256895944,0.896731054977712,518.570837024304,840.018325050133,1.79217297598503,1.70224496238119,0.499713685817904,-0.0742712256895944
"112","GLTSCR1L",0.00256678720359748,0.0145089489288276,0.0148459109470989,0.00547253107424141,0.00260434308161227,0.0217439391652445,0.0191645565113837,0.000434633895190273,0.0355052874322025,0.021310980277934,0.0025955863358992,0.0151181129225274,0.0152195131584586,0.000293030842997302,0.00558770183474573,0.00351240478107315,2,"HCTDMSOr2",0.815535422545671,1.26583914968093,2.40350192034572,1.04886919864873,0.258233562883496,1.00744616240595,0.225413828525612,0.00165862819226856,0.0270814948193432,0.0187114233457383,0.00547253107424141,0.0016114324855544,0.0490335098471157,0.0304194171250372,0.00028034282376596,0.0847900908396687,0.0455370164421542,0.00162828503472655,0.0250137816103477,0.0175603354893917,0.000188070334768609,0.0133248463901966,0.00724140585744998,2,"HCTJQ1r2",0.394505913773369,0.59522353497075,1.12578790208871,0.751261050030672,0.197958699791158,0.705965900627123,0.146000522929996,"down",-1.04770061446686,0.672707207769454,-0.513032338032553,0.815535422545671,385.269403744787,614.143088386205,1.00744616240595,0.705965900627123,0.394505913773369,-0.513032338032553
"113","GNAL",0.000475159225398795,0.0106785196828253,0.0139717699072759,0.00185764114143854,0.00048877420859356,0.0296925789766185,0.0348062941211643,4.85841035180304e-05,0.0758432237764746,0.0832739826994787,0.000489397662438078,0.0139785274992018,0.0175583627982534,2.73716778679282e-05,0.00607873546398924,0.00663456655891298,2,"HCTDMSOr2",0.639970282317979,1.28538603180631,3.45357261688251,1.27378332000364,0.130068144657212,1.25922417294405,0.1287337634499,0.000208533435750922,8.26018076304966,8.70218598862946,0.00185764114143854,0.000200112373957024,0.0616739371394458,0.0661809589298238,3.54515148036658e-05,0.127202927908214,0.134017359625824,0.000199665358165326,0.0312464098142958,0.034138311758442,1.14649601889763e-05,0.0180548696511831,0.0188909518064846,2,"HCTJQ1r2",0.234273732367518,0.467609146572688,1.2766817417661,1.11576089640955,0.112718734902502,1.10721046419527,0.108169265946841,"down",-1.4498097106365,1.29342316287425,-0.185605658206141,0.639970282317979,2043.32810871676,5008.38006747261,1.25922417294405,1.10721046419527,0.234273732367518,-0.185605658206141
"114","GPD2",0.000557727522727445,1.79070582318727,2.51201547568288,0.000635822590542456,0.000535929980556916,0.0452083478151443,0.0652974592213078,3.70668999207454e-05,0.0728531785052172,0.102099247054506,0.000536860877002614,0.0245806289645837,0.0363941332713918,1.59366321676145e-05,0.01331840088432,0.0186766155886735,2,"HCTDMSOr2",2.45658972449739,5.8126725100061,19.7751089244622,1.50321358671718,0.0956378879759672,1.48910487373844,0.0862493675225261,0.000374444383034681,0.00953051963756465,0.0114782818539824,0.000635822590542456,0.000378468248492644,0.0305833166774394,0.0341559842205962,3.94434361086128e-05,0.0747072337873163,0.0804791052286971,0.000379571736840227,0.0132723869514289,0.015498251449745,1.67671346345735e-05,0.00751844989185497,0.0081029907259908,2,"HCTJQ1r2",1.36344497607656,2.76494124218768,7.6057964706795,1.19502555677845,0.110954916198157,1.17671717428975,0.0999973648602909,"down",-0.849400453807292,0.500175701971931,-0.339677754556204,2.45658972449739,1862.67996577283,2634.54810498952,1.48910487373844,1.17671717428975,1.36344497607656,-0.339677754556204
"115","GPR114",1.31566853255222e-06,6.00608007720134e-06,0.00137543599559813,0.00328383777207947,0.000211550496155615,0.00254528698259404,0.00238417907958209,0.000136540701718778,0.00627164433542624,0.00236117956759406,0.000187333523882125,0.00124295529408867,0.00189611935326754,8.88164800237097e-05,0.000786497140177718,0.000339661354772955,2,"HCTDMSOr2",0.150534441805226,0.199429643113049,0.299340433317416,2.56635541990156,4.1769606128465,1.51855010027064,1.04419560461403,3.04823486485875e-06,3.47878817339625e-05,0.00129990729133086,0.00328383777207947,0.000154477824172776,0.0162078042633868,0.00773498269721521,8.18816266469619e-05,0.0558738817561607,0.0230402634858411,0.000153635276976484,0.00425039844356214,0.00296920726255344,5.65091037333265e-05,0.00318046437560117,0.00129100416847684,2,"HCTJQ1r2",0.0636190476190476,0.0858573786848073,0.134975062964259,1.09897582982798,1.28017789554464,0.705244783536094,0.363932569940831,"down",-1.24256292890374,0.286099578547845,-1.10649851211598,0.150534441805226,5338.07286211743,6508.92177681995,1.51855010027064,0.705244783536094,0.0636190476190476,-1.10649851211598
"116","GPR126",0.000558017258650028,2.363266882799,7.85242859543621,0.000708277789920148,0.00054913174532052,0.0877344369728848,0.295836555532009,2.96907856557519e-05,0.113217659602296,0.376371692284575,0.000549123742795908,0.0549251727599794,0.18676445720323,9.78308444996587e-06,0.0275377404169576,0.091543892948494,2,"HCTDMSOr2",5.21756635848494,22.2313705163988,145.748170192237,3.42118200654131,0.1181886931755,3.41307057930515,0.111365633814694,0.000406315769665891,1.90162608818738,3.7861965293208,0.000708277789920148,0.000396387331188875,0.058635364142714,0.118701635157021,3.53998113702415e-05,0.0918889971511274,0.182809860623416,0.000396361827237401,0.0315906274101195,0.0648969438887581,1.03765239702312e-05,0.0168774610556284,0.0335298443490685,2,"HCTJQ1r2",2.27654273668072,6.7217226582924,30.0303388098683,2.0754852887288,0.103981953948399,2.06705050384433,0.0983435544926856,"down",-1.19653250132263,0.470313264979357,-0.723496610130656,5.21756635848494,1821.0831586127,2522.94729532834,3.41307057930515,2.06705050384433,2.27654273668072,-0.723496610130656
"117","GPR160",0.000810907164584459,0.00215446295738696,0.00164325227150678,0.00120141624903874,0.00102342528154854,0.0203062704769539,0.00709773033940465,0.000308249116231924,0.0851130022934572,0.0254023488064504,0.00102670263495147,0.00444311264495426,0.00238717370153629,0.000228051359071865,0.00297457779679443,0.000979294925436903,2,"HCTDMSOr2",0.747960243287346,0.958727852446996,1.38340946537929,0.667756123403731,0.463177641035322,0.538621653484771,0.248228800045772,0.000273078819540538,0.000482013214898734,0.000821598033984208,0.00120141624903874,0.000558194614776032,0.0107713803888667,0.00383694188455871,0.000263220224251423,0.0478229154742165,0.0136496095646963,0.00053761459107402,0.00173067761242173,0.00125193535268929,0.000195359927308051,0.0012433605446546,0.000424809079559353,2,"HCTJQ1r2",0.494560030540179,0.62370585242802,0.866043652183761,1.11662010119841,1.39606893316993,0.724331638374709,0.475604229290239,"down",-0.596815939446442,0.933374193676299,0.4273781629965,0.747960243287346,973.991851152954,1860.0685632476,0.538621653484771,0.724331638374709,0.494560030540179,0.4273781629965
