Gene,Rate01,Rate10,Eject,LL,Convergence
0610009B22Rik,0.00034428036916540655,0.0011934291598809138,0.0012956454653760656,763.9694645581108,true
0610009O20Rik,0.0009942451081048672,0.00421086273645252,0.00030272724594439157,808.8314856211146,true
0610010F05Rik,5.37701141660719e-6,3.378682248716913e-5,0.00011931675184715325,528.0022315154407,false
0610010K14Rik,0.0003368683154675806,0.0003313913038304779,0.00039021250683860545,1440.3712492426853,true
0610012G03Rik,0.017935745331757038,6095.608883244866,111.32949481246757,2246.2215115147574,true
0610030E20Rik,0.0003712766280708446,0.0002821186521901819,0.0021790720623196375,2692.0181448316503,true
0610037L13Rik,0.0005844807678099689,0.00036419741654866,0.00039690252785872643,2055.435193053006,true
0610039K10Rik,5.774057791499496,0.007706983428663714,8.195371183976254e-6,75.05132537592037,false
0610040B10Rik,3.2031111513507133e-6,8.590479367961681e-6,0.0006341012631758097,931.2554777515542,false
1010001B22Rik,0.07057170098659384,0.7235611406984411,5.88752699143269e-6,17.058608890622935,false
1110002L01Rik,0.0003173387633491218,0.0006134403739965957,0.0008671424608420741,1145.5863748160416,true
1110004E09Rik,0.0010363710569801954,0.006911255024445284,0.0013709031192334217,1533.72628642727,true
1110004F10Rik,0.00045876059470054066,0.00024948756464664986,0.0017741137263416423,4230.79954891247,true
1110006O24Rik,0.0642455224038125,8.688374554221707e-5,5.36292571607545e-6,63.20859182727563,false
1110008F13Rik,0.02619956291446371,-0.01634413256592765,0.00044492213968164103,3069.012378743491,true
1110008L16Rik,0.00037795115629691385,0.001202057657941732,0.0008160393519201884,703.093929184769,true
1110032A03Rik,0.0003739196536385217,0.001387801121498941,0.00040591679596874245,600.572249754083,true
1110032F04Rik,2.960304676804305,1938.2054689067043,0.00716086413852625,92.04436100732077,false
1110034G24Rik,0.00045017015688302535,0.0013950162369936949,0.0008856570241083614,639.8138952093246,true
1110035H17Rik,0.0003627649460445918,0.018958222877947996,0.0007251246157732942,243.44228574817825,true
1110038F14Rik,0.0004282563939882861,0.00019039301359658376,0.001086673713542486,2669.6059797208613,true
1110059E24Rik,0.0009008634795699466,0.0002659255411457421,0.0005388786144292858,1203.8674151538307,true
1110059G10Rik,0.0006881580281627034,0.0008400376966776284,0.0013356819778829417,1621.6916613408162,true
1110065P20Rik,6.940964342455353,386.04722284776074,0.0031157288526067104,971.7884417319281,false
1190002N15Rik,4.248090187110235e-6,5.505941926793812e-5,0.0013954757304331287,276.5070953676078,false
1190007I07Rik,0.00024316674614364967,0.00034779187547053804,0.0004359583824333805,1668.1190279218572,true
1300002E11Rik,0.0003063879815124749,0.0004906311377171314,0.0003655707980860396,1177.4665423072413,true
1300014J16Rik,20.940010627338047,478.19141220475746,0.0026330945737617186,154.8515691494916,false
1500002C15Rik,27.893096942666112,6490.330408000281,0.003278525754796389,44.532986266334376,true
1500011B03Rik,186.80982875700676,1436.315126088148,0.001107712707256908,528.3698979337739,true
1500011K16Rik,0.00015943568915846175,0.000976841567682064,0.00040774399465695545,1549.8260683137266,true
1500015A07Rik,0.0005391455338308056,0.0004757014719414851,0.0008072853310157988,1222.5655984057432,true
1600002K03Rik,6.004145425683582e-6,9.61747150589447e-6,0.00027427937913958707,967.6115592189353,false
1600012H06Rik,0.0004911136551848252,0.0006492929605140379,0.0007116286331449744,1032.9412744773065,true
1600014C10Rik,0.0028205785493546007,0.01693318600353428,0.0005682290609062373,600.5455085870514,true
1700001L05Rik,4.4162290910863405e-6,4.94260788170504e-5,0.00045688584966618396,247.09269903686487,false
1700003F12Rik,0.041336583341596636,15.43997832984131,5.077414502174803e-6,17.058603012708446,false
1700008J07Rik,4.85943177123491e-6,1.3225403007734548e-5,0.0003013411382098718,1102.7251115645488,false
1700010I14Rik,0.6069177906376213,0.002648505678633607,9.992551273215126e-6,57.13296115027848,false
1700016K19Rik,0.854280996177978,0.21712594418020087,5.375528710729882e-6,31.340760274214276,false
1700017B05Rik,0.0006388392107413154,0.0005267976933846156,0.003268340650942904,1692.2546330997943,true
1700018L02Rik,0.16255101222254842,0.0006148509198149751,2.0672702351712275e-6,24.370292082541003,false
1700020D05Rik,0.019987273489428317,9.506753294157174e-5,3.7065024411900304e-6,63.213476147826,false
1700020I14Rik,0.0004862923297316585,0.00023379554342645793,0.0020187908800439664,3278.7563771903247,true
1700021F05Rik,23.943063133004642,930.2481688560174,0.00846908049653527,774.1913355240306,false
1700022I11Rik,0.29285880289798905,0.9875715677355206,2.1655255864936725e-6,24.3702939190357,false
1700022N22Rik,0.5757614751362564,52.01320090767871,0.0010860613647851903,57.075938116708215,false
1700028J19Rik,2.525414721893518,280.6999619848331,0.0016518964018050074,92.04816819011795,false
1700029I15Rik,0.6727513078505613,0.0036340105116354675,8.223517134844623e-6,57.13296116269082,false
1700030K09Rik,0.00041643383360520745,0.0012029181742056016,0.0006878046156314236,687.5655123506205,true
1700037C18Rik,2.9769850670519275e-6,1.3520085393472996e-5,0.00027020403386926624,515.3247921346431,false
1700037H04Rik,2.033366644546878,278.43089292225443,0.003595878037357012,984.3446049875942,true
1700041G16Rik,5.889497853215946,368.1400715951029,0.0010304397859718618,92.04814692843843,false
1700048O20Rik,0.011155872716600132,5.5321328796762645e-5,2.341786984075423e-6,108.57138786233573,false
1700052K11Rik,0.0006396677548875816,0.0010189296503146923,0.001292708601927339,849.5304491743599,true
1700055D18Rik,12.265744271210854,2276.5122579665017,0.00590266658592673,193.36797753274698,false
1700056E22Rik,0.31185184051453824,0.0020017209585486383,6.9391185435441986e-6,38.060470218618484,false
1700058P15Rik,5.898582276526486,734.5625665836044,0.0025130167004122263,57.07586989861858,false
1700065D16Rik,13.934752127486457,2403.93798593297,0.006181814345509751,103.0613783042981,false
1700066M21Rik,8.66771507252449,317.82704769005,0.0017592925645671291,183.94208998415013,false
1700067K01Rik,1.162586761288883,0.0015732772827556484,7.967872015872378e-6,63.21347307269529,false
1700084E18Rik,1.1236854513651187,149.68719046042483,0.0015784839898708475,169.52091944341447,true
1700086O06Rik,0.0004167254536379567,0.007928766246886364,0.0004648691237843735,234.51135954446883,true
1700092M07Rik,0.6907796480205419,0.04502923608881859,4.1502808001588065e-6,44.57591514668206,false
1700096K18Rik,0.0005237276115665953,0.002498131212336856,0.00036375119252863593,447.51490801605837,false
