Gene,BurstMean,BurstSD,BurstMedian,BurstMAD
Sirt3,0.6090709180965592,1.7621804083254626,0.20966872498232164,0.13414255642591724
Sirt4,0.18902246539243128,0.9390475691560488,0.05494970270754811,0.04552215173377685
Sirt5,0.16709268747303546,1.286494328545858,0.03167973612839112,0.031208191807539882
Sirt6,0.3022135587370116,0.5229995993762429,0.17094032069174914,0.07155944466469313
Sirt7,0.5701151163621129,1.6848005335034877,0.18493275286803212,0.12461360448063347
Sit1,0.025070578190696007,0.06055483506711622,0.008259467828105375,0.010055330647066804
Siva1,5.382593537661819,1.0443027938850546,5.300588509351646,1.015156888131652
Six1,0.5549861774263821,0.13594894061489382,0.5312002221239547,0.0959988243916587
Six3,0.28030031099403874,0.2726605333965328,0.22678830586816645,0.11318957455642312
Six4,0.5486286397903753,1.3532387735925278,0.3065280697797539,0.12353503833465236
Six5,0.09596715827495977,0.33876123737933583,0.06995894705613896,0.04939191947548107
Skap1,0.3304915746653195,0.0909909742713986,0.31879745446638563,0.07513472714880179
Skap2,0.5345552516710793,1.395377102037893,0.26447097482839566,0.1403415614843595
Ski,0.7687239124959137,0.7553540987676499,0.5718473166653759,0.2593560396199453
Skil,1.5849145564425844,0.3049114193922983,1.55186072098176,0.2860115471501901
Skiv2l2,0.9745422267083492,3.4771965404214087,0.3654173848813839,0.2600824311364249
Skiv2l,0.3034338104314564,1.8237322345629894,0.040371346897874624,0.045123955279780185
Skp1a,4.9125433413554225,1.163582997548495,4.815220087414099,1.121133597800029
Skp2,0.30675249029450063,0.6100452855526225,0.18898751735537636,0.07395338627727072
Sla2,0.017913829134066864,0.03300252516821866,0.006895529109333286,0.008358003848420807
Sla,0.031063821607598668,0.07632657441133267,0.009310627968282453,0.011575677459030693
Slain1,0.3085664438808559,0.4935120020608729,0.22379706460044874,0.07156175472977643
Slain2,0.70364015281551,1.6802141464091849,0.32604167143515767,0.16973706057489438
Slamf6,0.031059047083406063,0.05500804309512882,0.014976866321867796,0.01660393788872999
Slamf8,0.040529846869023785,0.14017860001771384,0.00965612001395118,0.0122933532898287
Slamf9,0.16804533444095823,0.13704709711872903,0.14255852923381548,0.07166964557557852
Slbp,1.6855238445412986,0.4965603357769787,1.617818010994767,0.4658465600996682
Slc10a3,0.46501640150885937,1.308834028624363,0.1458746385932287,0.10776666845063551
Slc10a4,0.04839955700054133,0.1035785279986764,0.020807817235742543,0.0233052655445412
Slc10a6,0.031827732420094006,0.09470110489832012,0.008949015758925975,0.011175300542564538
Slc10a7,1.0019714550735195,3.456186153481215,0.28922365576178055,0.24386375611759914
Slc11a1,0.16392205323475087,0.10652240572062842,0.14814368560511043,0.059274293866353946
Slc11a2,0.4066347185646788,1.9194854515729505,0.07680884286274361,0.07795159943096915
Slc12a2,0.31483914768144244,0.7104085157536846,0.1502745363171527,0.08187585801532866
Slc12a4,0.2454196453186473,0.684392138042466,0.10793799474825375,0.06685693124176018
Slc12a5,0.07404065485495435,0.0691909343439433,0.05761550946499569,0.049877303139547774
Slc12a6,0.08575141157677196,0.4723083068836753,0.029740297504194407,0.028295120021288353
Slc12a7,0.4565824395852953,1.5257285175678628,0.1098881025946983,0.09413193181281848
Slc12a8,0.2640475066814232,0.5192676761309992,0.15233048732502708,0.07142591359951074
Slc12a9,0.14861964260285682,0.6782297069050032,0.036162169306456174,0.03378553504821972
Slc13a4,0.09114168163402267,0.13648536718865362,0.06761795582087542,0.05102710359971044
Slc13a5,0.037941432752491136,0.08419734952370231,0.01503510160740576,0.017505411378081634
Slc14a1,0.019924133345479978,0.2779247868885169,0.003267509124466542,0.004208155607103145
Slc15a1,0.014900717270752062,0.02756451205406425,0.00862542442931224,0.00910815914429778
Slc15a2,0.7337794952762535,1.5112921082977187,0.3485645014481277,0.22988274068758763
Slc15a3,0.02135578148537064,0.0433691581179355,0.007798724464564168,0.009323236133847172
