Gene,Rate01,Rate10,Eject,LL,Convergence
A1CF,0.03467030515156196,0.0003709689447886049,1.6565407919655424e-6,38.11306356817508,false
A2M-AS1,0.6059401123760588,51.05328713791043,0.0010724285546251243,150.13244858411804,false
A4GALT,0.0005778030243122597,0.00029676149148087145,0.0006718695895275322,1912.1335113672494,true
AAAS,0.00018659836850632187,0.00014752039309831236,0.0002254167869088524,3865.9175112337566,true
AACS,0.000573616154100439,644850.0371850735,38943.9687366627,1611.6583063543037,true
AADAC,9.206313208200452e-5,36908.08730161477,1903.987697391169,462.94186439443536,true
AAED1,0.0019999896436544884,0.002301808164270829,0.002924259044974428,5177.670372318005,true
AAK1,0.0003823630311246185,0.00043846434384475693,0.0003974730501533223,1245.91094908597,true
AAMDC,0.0011055937590826927,0.007669147757310474,0.0006865344913188842,3942.7649335558817,true
AAMP,0.00012459327035566883,1.952437874987242e31,5.015176548585014e30,134154.47791429405,false
AANAT,0.05308849873519765,1.0094655578589779e-5,7.616963884664939e-6,239.61013601183348,false
AAR2,0.2758079433143129,133.580640822798,0.3200103128666871,2444.5534820399994,false
AARS2,0.002533420500716168,0.217079744570014,0.0029096353310683375,332.8645159542158,false
AARSD1,0.0003695634270678209,0.00024446297426749934,0.0006025506399248963,2561.1266750956734,true
AARS,0.0027214344887906815,25408.385650270982,2570.170634211591,2909.1819354303316,true
AASDHPPT,1.021801633776491e-5,1.0924696932410787e-6,0.0012383585008213507,5099.27446731995,false
AASDH,0.010264706185611273,0.059797264449564125,0.003422936951761875,2081.1175512790614,true
AATF,0.0003633647822595402,5.746787902283341e-5,0.0015608904264628074,5877.357827041172,true
AATK,0.0014846709912352827,0.002948192375835316,0.002529649226562686,2008.9537513818593,true
ABAT,0.0016243591986362593,0.18768092515855211,0.0031232242032212774,621.7234345072271,true
ABCA10,0.04616849939555355,1.9032618787948454,9.219241597222042e-6,51.00063945634833,false
ABCA12,1.5777646475797434e-6,1.3435646713276772,-9.841057400421078e-7,5.799138946827047e-12,true
ABCA1,2.9386520717083466,382.59028208898565,0.0019478004304929277,97.74575817901044,false
ABCA3,0.0008251868301764589,0.38207257354145086,0.006463802460986054,618.4628682419568,true
ABCA4,1.2007974901206955,0.000642337653202474,9.021005571275814e-6,179.67505067093947,false
ABCA7,0.0006618055081202055,0.001843211083721778,0.0015926104788263964,5061.320817892792,true
ABCA9,-1.1523218303526253e-5,3.0701516786493417,6.637306316573531e-6,9.941381051703515e-12,true
ABCB10,0.0004194347511707392,0.4764183279895464,0.010489128887921244,1189.0781348474916,true
ABCB1,0.0009650575653133016,0.5138906727812672,0.007694154592138255,551.4170144663423,true
ABCB6,0.06413273090321406,0.0001820238344739407,2.183178433421781e-6,69.2877182710289,false
ABCB7,49.35240373455136,801.2124775349037,0.003684912456341607,2616.437220041153,false
ABCB9,67.10004320501046,1564.8858272855791,0.0014520687348363722,768.0818222347016,true
ABCC10,0.004323077357701797,0.61487531943049,0.006324180276317136,867.9412483933061,true
ABCC11,0.16301223249871993,0.0076094457007459095,1.6700710524287542e-6,17.079640278273647,false
ABCC1,0.0003158645032983907,0.00044854612239107614,0.00017569914756480342,1414.11246374404,true
ABCC2,0.0001749861415723975,0.0008405847573445763,0.0004200488278542282,4389.8561701865665,true
ABCC4,0.0011605698332587376,2051.670257108767,94.37755788624852,1583.6336702551432,true
ABCC5,0.0007774583234622938,0.014277084146397126,0.0005978444905823572,1292.6506282386724,true
ABCC6,0.0032452034745839397,0.05150301480400919,0.0010423041388447206,448.5499289622391,true
ABCD1,0.01044747708030162,7.895379106635469,0.033050450928953784,895.7900036754806,true
ABCD3,5.668654878516703e-6,2.415882327515323e-6,0.00023452428303033613,2239.3276404610983,false
ABCD4,0.0030081227870804475,0.006027827753883895,0.0010582454026021957,3486.1520042589755,true
ABCE1,0.0016053434241021344,0.0011992392073727385,0.0026134570347463282,7010.551890714552,true
ABCF2,0.002242998878627637,0.008890879031284533,0.0015469858626883251,4631.426469851038,true
ABCF3,0.0007143906910957235,0.0003153477721430873,0.0007576277339718081,3050.967316372827,true
ABCG1,0.10521252624108392,0.0003180603293487075,7.191660367587496e-6,108.75485499464196,false
ABCG2,0.0007643151188943139,0.05758013872522867,0.0013612929699849245,287.3204770668277,true
ABCG4,0.7196961326023603,0.00014855069719933752,1.0076572756742604e-5,114.12714675266841,false
ABHD10,0.001196838433079523,0.0011868312476694864,0.0019336867623654672,4708.8164040799,true
ABHD11,0.0011543758704094219,0.0034265380486780597,0.0019522675185447895,5341.491579372099,true
ABHD12B,0.1892968569678712,0.004886269675455198,2.42234896214279e-6,376.18421774629763,false
ABHD13,0.0005035424055433658,0.00015249279309581553,0.0012291425644063818,2652.7079929003085,true
ABHD15,41.92229533418148,6351.426788600498,0.010923594456816703,727.6484235861182,false
ABHD17A,0.002095221024818938,0.05918133034379942,0.015671434974225223,4988.806431916248,true
ABHD17B,0.009109491732805274,-1.1997601454340102e7,-1.3465234553745992e6,1783.9536564279251,true
ABHD17C,0.001444218697311808,0.0037009199919712174,0.0007908680908042751,1459.615175500489,true
ABHD2,0.3391820607390605,56.62964485967887,0.01859896712793113,1688.6556237116106,false
ABHD4,10.763858935601535,5610.17562693317,0.03882981595330453,554.2931783132216,true
ABHD5,0.0004080169766793283,0.00016277958631187917,0.000481253164512724,2671.4403510887814,true
ABHD6,0.00099605294930562,0.00046285657525165945,0.0002632605937741784,1200.5073016135266,true
ABHD8,0.00023265802609598698,0.0008255728494658542,0.0003349628200037883,851.7250630906547,true
ABI1,0.0006200447609366027,0.00016830091466103842,0.0005495050880737658,4048.294670718274,true
ABI2,9.481267691860472e-6,1.6455729393849275e-6,0.0009831144331710544,5075.415139099344,false
ABI3BP,0.04935240561407057,2505.367537383754,0.004104310178889221,38.07497239910543,false
ABL1,0.0003266700024284378,0.0004866279550452314,0.00044253640936369615,1207.7290468012393,true
ABL2,0.007313620637113222,0.025562886173947277,0.010280326872873884,3913.8503294701186,true
ABLIM1,0.00024789090471930366,0.00022423711898117467,0.00036991619345185867,4587.473337092237,true
ABLIM2,0.004945565580726724,0.16514597991024924,0.0022781747103018325,759.7313495713748,true
ABLIM3,12.541944584186087,1329.4958378758893,0.007920402817765775,1292.913653454298,false
ABRACL,0.0005366120657573821,0.0011126079256002903,0.0019338800232769626,8237.206164400834,true
ABR,2.921397103091389,262.5393609482159,0.005294775352835797,1565.0285724191629,false
ABT1,0.009060272674552948,0.007530746317086648,0.00894091101667324,6078.658341827457,true
ABTB1,0.0006159418222584654,0.0022270129242893803,0.0003115194151724066,2148.484447040304,true
ABTB2,0.00038794404675811207,0.0010563858668758911,0.000510345246065228,739.0390738189004,true
ACAA2,0.0002996410768731861,0.0002018931908131679,0.00043538381404495765,3293.4529374859953,true
ACACA,0.0002085539734302719,0.0001065433979319594,0.0003438588205841064,3904.816962104193,true
ACACB,0.0005126642415250117,0.014715240479483162,0.0005839604109551682,252.76158916163564,true
ACAD10,0.000287505038164262,0.009396868719163102,0.0005295466053629467,955.7376198958655,true
ACAD8,0.0028307562900219845,602.5685113923998,25.539959898993224,2142.318022244331,true
ACAD9,0.0007345438824124407,0.0008405961078076022,0.0002439818389612075,2529.6055318913973,true
ACAP1,0.0005348113420488031,0.0011289294961764336,0.0007046342975772471,1519.0331383834475,true
ACAP2,0.0002952971751931487,0.00018678928003425932,0.0007453985650777078,3700.344112400247,true
ACAP3,0.005189612807953277,0.11480270117953502,0.0025352236694265065,1925.2768383928326,true
ACBD3,0.0061678574720788245,0.008244552095705881,0.00516317352153037,4410.733654766874,true
ACBD4,0.0003232610048355936,0.0008845085265453907,0.00018104089004838418,1126.1985470445154,true
ACBD5,0.0007929470674612206,0.00043383750374821785,0.00031750763924442104,2355.8920880002197,true
ACBD6,0.0014110403385936097,0.0010965751355348971,0.001793054872797028,5338.616888826344,true
ACCS,13.916081105539872,1118.3462646493213,0.00622770998184852,781.4402508988379,false
ACD,0.002126599584312204,0.004149401110672047,0.0023805131047993063,4921.258037574664,true
