Gene,BurstMean,BurstSD,BurstMedian,BurstMAD
ILF3-AS1,1.6919357476552837,3.6134116782501886,0.685068215136833,0.6097316610150548
ILF3,0.5474443540209638,0.06987499323337669,0.5341178239866808,0.05434070459099016
ILKAP,0.5728792783278296,1.0208762512443603,0.3373072611157203,0.17907310235816004
ILK,0.403519710070663,0.8794158393307203,0.18072542927873902,0.0827896214839598
ILVBL,1.0933174149132476,2.4479683411233513,0.42480492575012263,0.3343260790919383
IMMP1L,0.8309776468668043,1.8725227562736046,0.3777563217498965,0.23766904221054935
IMMT,0.35573461793647854,0.4474393086962189,0.24619358816750536,0.0529146803483874
IMP3,0.9042143980845098,0.3941272393243292,0.8120393812991712,0.31699931257415637
IMP4,1.9928084673482604,0.8664739947577176,1.828725177430744,0.7114203922813708
IMPA1,0.20896103463815965,0.6218425939173868,0.10150349803305504,0.04700976503680388
IMPACT,0.05774155281234951,0.05075251995643559,0.05456565740050473,0.024402459219362113
IMPAD1,0.2322415951786398,0.6394843746165639,0.12590054712138163,0.053137258958416714
IMPDH1,0.9773893282498405,2.3661265868167276,0.3352554399582185,0.256591220740608
IMPG2,0.03734893348884064,0.0710627137693418,0.01641186334836791,0.018545326074443324
INADL,0.9769593242966768,4.0784424272953315,0.17291837478398364,0.20587186326444012
INCA1,0.012593589219227739,0.01827467500466042,0.007173993691946763,0.0075320086100366095
INCENP,1.4846758425517814,2.166343145077818,0.9872669647185192,0.5225860145460722
INF2,0.04518021297084519,0.03701982453029833,0.04050399811235876,0.025411522822076097
ING1,1.311510127586363,1.336221864667731,0.9995903093837395,0.48921491852634985
ING2,0.34935133457352463,0.5585970570592815,0.2588369317209706,0.0762266044120372
ING3,0.668171829285511,2.05437090944158,0.20654583013873118,0.16461634214420506
ING4,0.14400528693935336,0.2469908625860485,0.09903514240462497,0.04244040063265833
ING5,0.29953650418419336,1.4048394996767481,0.0722127229244863,0.05841638816534347
INIP,1.1933940594461045,3.1395489800458622,0.4726290714142855,0.3809405280044577
INO80B,0.2623723040563867,0.885297387668021,0.10287379177940645,0.0607693832229206
INO80C,1.4225148464767507,4.1109143490754985,0.5213410378770491,0.4586756986370099
INO80D,1.1383711291895942,3.5793604713123344,0.2830763637769198,0.3209667073130919
INO80E,0.7499223731389687,1.802019789681846,0.3376613080589018,0.20604416683559393
INO80,4.450244531693285,9.518826455000081,1.8191363336435908,1.9550409302821816
INPP1,0.6993171303248147,3.2849927152379994,0.27118769890489913,0.1569075759016446
INPP4A,0.04774985352203889,0.20867227094728952,0.01340215398970705,0.012987839872023298
INPP4B,0.6081170736734027,1.2087871311308682,0.28526151673958666,0.16532617710517966
INPP5A,0.04020405562993365,0.21044154092125078,0.01361240800309436,0.013340764776270294
INPP5B,0.12222957515921568,0.3760405878162425,0.04575621631563878,0.03966544904257128
INPP5D,0.06173566081975957,0.19377825838212775,0.023748501593259117,0.026222508419739863
INPP5E,0.2279289553882313,1.0878373927638356,0.046159064153337065,0.04651316631755919
INPP5F,0.1563951564243259,0.6368851690204239,0.06684195182061675,0.04069005442313756
INPP5J,0.034900420398697035,0.12482096903485329,0.020394607833652295,0.018108664231072477
INPP5K,0.40724232522243503,1.5662822115260908,0.06318516464910835,0.06996721518719584
INPPL1,0.08485011854711635,0.4158998333270161,0.03417854227580487,0.028045795983690076
INSC,0.0324457928690381,0.09170703361843635,0.009472114703486488,0.011678716585678378
INSIG1,3.314174904106289,0.26021321887585896,3.304814854376166,0.2572967914691375
INSIG2,1.8831523663849503,8.104050218335852,0.3985717938310841,0.4707398077182984
INSL3,0.038936890137075304,0.07119398504286488,0.028976506624120744,0.023583060973756186
INSR,0.43532168691028644,1.457183976183033,0.09806132766796538,0.09055380489946255
INTS10,0.6168268974899243,1.3381307662736532,0.2618566170743505,0.15402257572179376
INTS12,2.7103982649706646,11.871386177431964,0.4556147657357074,0.5638742149271306
INTS2,0.11080969688157914,0.6182417211099918,0.021482926595011546,0.021287008807293943
INTS3,0.10755158404530492,0.30900019651960275,0.05599518546106555,0.03666986362656726
INTS4,0.17931668201569953,0.778929601250121,0.05149086946576646,0.0411820112897901
INTS5,3.488258162620965,20.19668779669923,0.5417239002447711,0.7117536073221187
INTS6-AS1,0.6044423813925864,1.8962967578595877,0.13656001550110122,0.15618576149352706
INTS6,2.305045679834567,9.779225305226596,0.4723501204323455,0.5549972399195304
