0610009B22Rik,0.0003214945308455845,7.948115746491216e-5,0.002639755399387858
0610009O20Rik,0.0007376887593963726,9.954893223204787e-5,0.00012732020426849412
0610010F05Rik,0.0003727270629511217,0.0003393640042206493,0.00020869404483867687
0610010K14Rik,0.0004866256634616812,8.800804364545088e-5,0.00042729842887058694
0610012G03Rik,0.001039831863168226,0.0003578815159813021,0.0023431050661619937
0610030E20Rik,0.0003307900223618998,0.00010589471538457454,0.0007237579581714266
0610037L13Rik,0.0008720100501584806,6.291217967456922e-5,0.00043909416570447814
0610039K10Rik,8.723501415024154e-5,0.0007356594149909411,2.4316179697418908e-5
0610040B10Rik,0.0006056396314811081,6.553170928787573e-5,0.0002039592770261344
1010001B22Rik,8.681065313533538e-6,0.0024174877618811873,1.9700759255501628e-5
1110002L01Rik,0.0004720703494750478,8.461124663254767e-5,0.0003722123917945528
1110004E09Rik,0.00026527015227835037,0.00010709204694173073,0.0014853880787999742
1110004F10Rik,0.0024756385589810932,0.0007933951416296195,0.006848359916952215
1110006O24Rik,9.978716221013656e-5,0.0006941887410744426,2.304659409046378e-5
1110008F13Rik,0.0019549433628739035,0.0006101005896668487,0.007372035883176149
1110008L16Rik,0.00032355891698702597,8.71388034418744e-5,0.00034859486627604306
1110032A03Rik,0.0008916855675384075,7.066552002471878e-5,0.0003771823055109966
1110034G24Rik,0.00020735416434262898,0.00020211569032188185,0.0003815800446912087
1110035H17Rik,0.00011767011882042667,0.0008687402453742528,2.7338914342287107e-5
1110038F14Rik,0.0006360484341740955,0.00011654035473272679,0.0020352069719181656
1110059E24Rik,0.0008703024066105934,0.00018766909407511468,0.004457614610641935
1110059G10Rik,0.0009416776987511079,4.7489995741619135e-5,0.001118081452438969
1110065P20Rik,0.0005921479366740774,0.0002080266469813752,0.00045309539884216956
1190007I07Rik,0.0001608490418285532,4.399864836409802e-5,0.001220750681211479
1300002E11Rik,0.0006126080168137088,8.628062717236612e-5,0.0003605502694714469
1300014J16Rik,2.7978284535936257e-5,0.0005100296967645437,4.73648645691056e-5
1500002C15Rik,6.367571365730535e-5,0.00036573098722011076,4.3928015809118964e-5
1500011B03Rik,0.0004719658108566795,5.108440723544296e-5,0.00048279040482604544
1500011K16Rik,0.0004948447716925648,0.00022473543622514964,0.0003154130258272091
1500015A07Rik,0.00022173507986501825,0.00018267187129432144,0.00029617664414225125
1600002K03Rik,0.00015378979834073934,0.00013306745423975996,0.0005223353222454674
1600012H06Rik,0.0002720223830547719,0.00010069431575338262,0.00024281228108736583
1600014C10Rik,0.0004437660163157149,0.00010414702622370042,7.204107551475348e-5
1700001L05Rik,9.382422818263216e-6,0.0017302116085379166,1.8854202277535307e-5
1700003F12Rik,7.553966982384033e-7,0.011983828762658803,4.039681627238406e-6
1700008J07Rik,0.00035487065925728686,0.00033578455732531957,3.191959513518179e-5
1700010I14Rik,6.262084362995571e-6,0.0017910207226283013,2.210062005850701e-5
1700011D18Rik,2.0441839449236685e-5,0.001698690347278455,2.2531110201016713e-5
1700016K19Rik,0.00010896141333568353,0.00033514020519129597,3.3626312812286585e-5
1700017B05Rik,0.00034532128756623606,6.320910577097623e-5,0.002531697959561475
1700018L02Rik,1.3825118722090272e-5,0.0016287231126713994,2.2970520122911373e-5
1700020D05Rik,3.799821359594747e-6,0.00348891081877538,1.19049381673184e-5
1700020I14Rik,0.00035298408968310023,9.554948930865084e-5,0.003233448901503317
1700021F05Rik,0.0004731571539308216,0.00011947564174836328,0.0036737125196721144
1700022I11Rik,3.108963566901901e-5,0.0017989681665084077,1.801670678329578e-5
1700022N22Rik,0.0002494696312342164,9.335897200984574e-5,9.483463655926547e-5
1700028J19Rik,9.892712064720532e-5,0.00040676869356071353,3.308998181696871e-5
1700029I15Rik,2.7218139213342052e-5,0.0008540580921662381,2.0636758509409593e-5
