Gene,Rate01,Rate10,Eject,LL,Convergence
0610009B22Rik,0.0052879083328334795,0.0032348157248977597,0.004628168563134316,10261.2096942092,true
0610009O20Rik,0.002560015699221725,0.020235756558719217,0.0013292996185972797,6082.495073666792,true
0610010F05Rik,0.0002800725851891104,0.00023416369997062282,0.0003196121769752546,4557.7414290390225,true
0610010K14Rik,0.0026050200223230696,0.005377889380026632,0.0022449743365878364,10557.122382270081,true
0610012G03Rik,0.002613601413434913,0.006388121946852965,0.0029898772086987477,11704.566257182069,true
0610030E20Rik,0.0007690787207303715,0.0003632396975782315,0.00033694205359510916,3423.7514258472943,true
0610037L13Rik,8.302723640914643e-6,7.565023552310092e-7,0.0006771430516495351,7201.159359277289,false
0610040B10Rik,0.01978430030662028,14.747745329666213,0.04428635252212709,1138.307477337503,true
0610040F04Rik,0.001009013942168988,0.008041658087203394,0.00039700313123354974,1437.1408450643391,true
0610040J01Rik,0.0006387616277482135,0.003941897453542242,0.00031652460862653664,932.1656232711143,true
1110002L01Rik,0.004152880055593572,0.013716127511178233,0.0010526169885416172,4271.140727293848,true
1110004E09Rik,0.002389222334124658,0.0020056191132452107,0.001449152168673357,9577.453084735615,true
1110004F10Rik,0.006969341294155365,0.024603382901801172,0.012906541257641901,13855.526210229049,true
1110006O24Rik,0.29473579044155146,0.001031905269030681,1.1655652499606844e-5,588.5186572341901,false
1110008F13Rik,0.003741294231113845,0.003926910090046904,0.01020024302536434,16046.524583388094,true
1110008L16Rik,0.0013801143139398897,4.44440381445057e8,9.943514059124207e7,6473.53814499673,true
1110008P14Rik,0.0016741633045208337,0.004510074152669689,0.0014792564528125147,9262.805539173212,true
1110012L19Rik,3.507683667802215e-5,1.0682567092589875e-6,0.0009900350348114677,5039.412016681141,false
1110017D15Rik,1.2927869289716671,0.0013597902618734967,6.3907660989474075e-6,274.3266635955325,false
1110020A21Rik,0.0011726561132737855,3.294084549722559,0.029596389731747278,472.1581846612815,false
1110032A03Rik,0.0015768650614214792,0.07463282920280921,0.0017046180397793042,2384.518746477685,true
1110032F04Rik,19.31247242692363,11230.570878961988,0.017129815442938234,659.7558253113738,false
1110034G24Rik,15.10726025598568,298.0405426739175,0.006459269328713355,4012.626793159574,false
1110038F14Rik,0.010095582785871176,0.1705660532086137,0.02002692185283517,9494.944913447134,true
1110046J04Rik,0.0003840506182712114,1.470754292601224,0.02616609250724756,576.8025356989247,true
1110051M20Rik,0.0008699266286928039,0.00556386647516776,0.001844045599804114,5038.686105684983,true
1110059E24Rik,0.004198300092391576,0.0035562999523321122,0.0032786636243818537,10713.831807845532,true
1110059G10Rik,-0.000942736518024385,-0.0020485045408027685,0.00035425399152473397,4141.605849192568,true
1110065P20Rik,0.0014193917313316219,0.005245860287955971,0.0015905000826874334,8261.210621179356,true
1190002N15Rik,0.0008253048610668999,0.00014404141169142729,0.00036480462337559494,2463.7200689014576,true
1190005I06Rik,0.0004183436157860901,0.017954164281081743,0.008577921964806265,5547.971560831859,true
1300017J02Rik,0.0001793872829820975,0.0007628382558972983,0.00015978519706037566,2117.97200161737,true
1500009C09Rik,0.0001514832003113547,0.0028292071466095863,0.0004088442040735884,635.0129388447823,true
1500009L16Rik,0.0006422101278643288,4.697951215450684e8,3.686904024620595e8,12329.699854125767,true
1500011B03Rik,0.0032567196144126656,0.00105575019767188,0.0014595864884618186,6269.542809152806,true
1500011K16Rik,0.0015411939051723045,0.005699907198869295,0.0024838490389716117,7011.702399682528,true
1500015A07Rik,0.0009840009279136733,0.00025210689486794785,0.0009961794968879026,2258.1926279808135,true
1500015L24Rik,-1.4326700538722576e-5,8.345494482314818,7.65651877902433e-6,1.163513729807165e-11,true
1500015O10Rik,5.3770079769727865e-6,2.0381617234228203e-5,0.00013131074412721472,935.707165092834,false
1600002K03Rik,0.004206236341933355,0.04814655259898309,0.0015821812834360851,3882.1426337766675,true
1600012H06Rik,0.009442651232826452,0.013249467229029996,0.0016147190579995827,4122.471322786386,true
1600014C10Rik,0.0005540556355867588,0.012823419550612992,0.0005850342120591447,2023.7102786832106,true
1600014C23Rik,0.1424880051580556,0.005143202493732221,2.367146037653405e-6,249.2687329290295,false
1600020E01Rik,0.00030856535015764524,0.0002767678413658714,0.0002573471342370054,4175.623620383227,true
1700001C02Rik,0.05283797527868506,2.3937951119783514,7.942413049244477e-6,26.091907407273617,false
1700001C19Rik,0.0007752278327150596,19.470304792410683,0.15759826557473552,480.75020625214194,true
1700001J03Rik,0.10189690612798584,949.582878136226,0.00291187407253367,40.88891974554014,false
1700001K19Rik,0.05472583396488493,0.0012888539946847991,1.1455361292946685e-6,87.71543816603419,false
1700001L05Rik,0.0007750588704828718,0.015524033336631797,0.0005855945459712628,900.7652130880293,false
1700001L19Rik,0.13768511623745142,0.0002610953293760349,3.4589856663990793e-6,360.5739783655334,false
1700001O22Rik,0.0004764538099874992,0.5582988835765856,0.010340897006978536,818.4731692227836,true
1700001P01Rik,0.2644940143550577,0.00028607103060819766,7.4291895757843906e-6,600.567695562181,false
1700003E16Rik,0.2738262688332193,1.7896974537278545,7.453494673126392e-6,68.37831868133149,false
1700003F12Rik,0.0004391770072481883,0.19249525126077094,0.00455690770596286,1027.7169678973983,true
1700007G11Rik,2.6371565587717263e-6,2.5762547232513954e-5,0.0005459966726420459,1612.3788323137346,false
1700007K13Rik,0.0004522593145799203,0.003668102608816862,0.0014568375021081594,5497.348169121089,true
1700008O03Rik,0.00017962060947930399,0.0023355332573154774,0.0002385687935483324,1704.9973075097305,true
1700009N14Rik,-3.5218473434103004e-5,5.890479522513313,1.1163467559425431e-5,1.163513729807165e-11,true
1700010I02Rik,0.22978541309347916,0.06939095458701934,4.955969762562851e-7,61.72392484906145,false
1700010I14Rik,2.0919917702200372,591.2001987675528,0.003101398577447588,288.8672475215828,false
1700011L22Rik,0.02763419039711535,0.0004937707339884095,9.143818078857888e-7,112.3439546297403,false
1700011M02Rik,0.08406243789256726,0.6170584676679256,2.142188133047451e-6,26.0919065948751,false
1700012B07Rik,0.09793081035362089,0.7281297666267028,7.601838178550313e-6,54.94411766289009,false
1700013F07Rik,0.019606038645912715,0.0009975916510127747,2.0981459217427533e-6,207.80129909983123,false
1700013H16Rik,0.03149810908343185,0.00251644129241971,9.855473220098314e-7,81.34035072500797,false
1700015F17Rik,0.089159747709617,0.0008816822285918251,2.3083376207328763e-6,130.14292565320926,false
1700016G22Rik,0.10182440289501363,0.23280749869902062,1.9840680707214275e-6,48.02077281525886,false
1700016H13Rik,0.12917204948405508,0.035641101856764966,2.541933340382413e-6,147.46333540310906,false
1700016K19Rik,0.0001274937349683707,-145.02664214070532,-6.896611624677406,774.0685948784517,true
1700017B05Rik,0.0007808864480452142,0.00033757593166330597,0.0009280996990286525,4694.334536794143,true
1700018A04Rik,0.12479457410472715,3171.0972562354973,0.004767663692531843,26.065826374968953,false
1700018B08Rik,0.022267784683597795,0.0005031067093182414,8.007464758042035e-7,130.14292998997286,false
1700018B24Rik,0.2539999988055257,0.0003199723296044054,3.728440278527302e-6,341.8867747539815,false
1700019A02Rik,0.00016835976277467475,0.0013718972455957067,0.000316612666357463,2830.3274058349007,true
1700019D03Rik,0.001193743655804172,0.0024298115922097283,0.003475078584171149,9052.163154701562,true
1700019N19Rik,3.5939742432976856e-6,23.702472139589684,-0.00044922134405202437,1.2208167810013044e-8,true
1700020D05Rik,0.8451019309490405,0.0036838910305130117,9.76284430239424e-6,164.3690829052966,false
1700020I14Rik,0.0023978088744616385,0.0009215253216209213,0.0016282228426398458,8744.654822439468,true
1700020L24Rik,0.0003670313022423254,2.4655801287914376,0.04283813020581094,392.59216043871277,true
1700020N01Rik,0.6639210159685552,0.305660950875701,2.1554299083070823e-6,223.55120834054674,false
1700020N15Rik,0.004117689644435414,8.604174116288253e-5,1.1452218765354752e-6,61.72394043711894,false
1700021F05Rik,0.002846792462698921,0.001973813348756165,0.0021653043320085325,8774.593806542242,true
1700021F07Rik,0.18840365054365657,0.0004975097261589167,6.921950412317541e-7,48.02076192388157,false
1700023F06Rik,0.0008411556532974495,0.0011558283142049466,0.00026410900334224727,3962.6144449362714,true
1700024G13Rik,0.04397057201232722,3.6484482234361775e-5,1.7802860342709992e-6,147.45321447235972,false
1700025G04Rik,0.004669977907283845,172784.57896274893,16144.847073815028,5146.743688892433,true
1700028I16Rik,1.2352475411864896,201.87963880342653,0.001804856634022173,269.11843062952005,false
1700028J19Rik,2.822460266022495,553.0120698540011,0.0035905071311102222,445.5757826957168,true
1700028K03Rik,0.3728849367009851,0.024304992736556088,2.972194126907648e-6,124.2647321961294,false
