Gene,Rate01,Rate10,Eject,Decay
0610009B22Rik,0.005271927680481176,0.00321182631056423,0.004621037242073306,0.0038675771708511623
0610009O20Rik,0.00023750262482386564,7.219150390062183e-5,0.00019462811842297842,0.0006029306651356918
0610010F05Rik,1.6557843061689782e-5,9.69442527755394e-6,0.0002761457088355369,0.0011609338769302002
0610010K14Rik,0.002534333267100195,0.004918888739128548,0.0021543245942418528,0.0009280942365400619
0610012G03Rik,0.002578186357190532,0.006073989520395285,0.0029131566975847535,0.0008342325974387941
0610030E20Rik,1.8686953137385096e-5,6.068208882952183e-6,0.00030306016475595363,0.002384407225868405
0610037L13Rik,8.443382040580063e-6,1.290292026835089e-6,0.0006771538343714635,0.0017187313857520525
0610040B10Rik,8.928068046350982e-5,1.535029730814788e-5,6.954265257304454e-5,0.00286803699337945
0610040F04Rik,2.374295619267837e-5,2.9837689789327327e-5,9.997295186612784e-5,0.0015751913020633245
0610040J01Rik,1.2452927303981512e-5,2.8956881914956284e-5,0.00014671700688113616,0.002765398685657073
1110002L01Rik,0.00196617988989533,0.001831571852006894,0.0004725105867551726,0.0018059173064455872
1110004E09Rik,0.002287521797150261,0.001819889541338011,0.0014146749327191264,0.0012591915645901598
1110004F10Rik,0.006946428166500278,0.024212962717386446,0.012779370732835875,0.0016318176438071081
1110006O24Rik,0.29473579053867527,0.001031877523048392,1.0559481647284588e-5,0.001178340780225665
1110008F13Rik,0.0037376313836598386,0.0039192898909703655,0.01019492978240934,0.001778531754188657
1110008L16Rik,0.0013761681947718814,8.035127794617438,1.803483431731856,0.0011422804181868216
1110008P14Rik,0.0015531552587551179,0.003475230655309952,0.0012965033786007806,0.0007019140875129824
1110012L19Rik,4.2464754140120555e-5,4.11805192699496e-6,0.000993505135489135,0.0025384427618836344
1110017D15Rik,1.292786928973747,0.0013597882821591279,5.740892300109132e-6,0.001631702402448082
1110020A21Rik,1.3622532039314199e-5,1.8502682754074055e-5,2.48616102497549e-5,0.001550248659330706
1110032A03Rik,3.345252177396258e-5,1.5892536116264663e-5,5.201239835141597e-5,0.0006250312724845762
1110032F04Rik,0.18661821828496628,4.811178731365578e-5,2.94138220365913e-5,0.0028535143903501104
1110034G24Rik,3.4948612138396875,1.6370355098897295e-5,0.0003116185107740846,0.002517148493154466
1110038F14Rik,0.00996140081026284,0.13935725378589509,0.01677535892354548,0.0018118652774988116
1110046J04Rik,2.357695622346455e-5,5.3250427335358804e-5,2.2218726499641892e-5,0.0007849466967441767
1110051M20Rik,0.0008567853845855815,0.005237182611292041,0.0017732863579088493,0.0014283448330035143
1110059E24Rik,0.004162350071797334,0.0034901120830567313,0.0032636055116339706,0.002157522272729932
1110059G10Rik,8.608204384557904e-6,1.2839268594823857e-6,0.0005299098889399002,0.0035633723039273355
