pos	Md	Mn	gt
1	0.492171407551765	0.844904223778694	DDMSO
2	0.492171407551765	0.801604686457424	DDMSO
3	0.492171407551765	0.79033976617872	DDMSO
4	0.492171407551765	0.781187018452273	DDMSO
5	0.492171407551765	0.801956715216134	DDMSO
6	0.492171407551765	0.802308743974843	DDMSO
7	0.492171407551765	0.829414958395475	DDMSO
8	0.492171407551765	0.867082035577393	DDMSO
9	0.492171407551765	0.886091588547706	DDMSO
10	0.492171407551765	0.914253889244467	DDMSO
11	0.612213214271708	0.925518809523171	DDMSO
12	0.612213214271708	0.907917371587696	DDMSO
13	0.492171407551765	0.856169144057398	DDMSO
14	0.492171407551765	0.851592770194174	DDMSO
15	0.492171407551765	0.874474639510293	DDMSO
16	0.492171407551765	0.916014033038015	DDMSO
17	0.492171407551765	0.931503298421233	DDMSO
18	0.492171407551765	0.924814752005752	DDMSO
19	0.492171407551765	0.898764623861249	DDMSO
20	0.612213214271708	0.909677515381244	DDMSO
21	0.492171407551765	0.907565342828986	DDMSO
22	0.492171407551765	0.915309975520596	DDMSO
23	0.612213214271708	0.950160822632837	DDMSO
24	0.612213214271708	0.953681110219932	DDMSO
25	0.612213214271708	0.982899497192821	DDMSO
26	0.612213214271708	0.988531957332174	DDMSO
27	0.612213214271708	1.02408686196183	DDMSO
28	0.612213214271708	1.02373483320312	DDMSO
29	0.612213214271708	1.02338280444442	DDMSO
30	0.612213214271708	1.04204032865602	DDMSO
31	0.612213214271708	1.11244608039792	DDMSO
32	0.612213214271708	1.1856680622095	DDMSO
33	0.732255020991651	1.27895568326752	DDMSO
34	0.732255020991651	1.3817480808107	DDMSO
35	0.852296827711593	1.51763118167257	DDMSO
36	0.972338634431536	1.64682573611896	DDMSO
37	0.972338634431536	1.81967185664533	DDMSO
38	0.972338634431536	1.96822799282074	DDMSO
39	0.972338634431536	2.12065644534196	DDMSO
40	1.09238044115148	2.27308489786317	DDMSO
41	1.21242224787142	2.55259573227852	DDMSO
42	1.45250586131131	2.94299562568737	DDMSO
43	1.69258947475119	3.39077620676587	DDMSO
44	1.93267308819108	3.91142674089723	DDMSO
45	2.65292392851073	4.59330644651755	DDMSO
46	3.25313296211045	5.67685096582542	DDMSO
47	4.69363464274976	7.36694103638978	DDMSO
48	6.73434535698879	9.29852283542886	DDMSO
49	9.49530691154747	11.7627241463954	DDMSO
50	12.1362266593862	14.7760903209488	DDMSO
51	5.79776385647383	8.93262093879723	DDMSO
52	2.47238423111935	6.4151175435839	DDMSO
53	1.13492119591216	4.69493249334612	DDMSO
54	0.95417846367134	3.77520750490237	DDMSO
55	0.880794557436978	3.14756081354163	DDMSO
56	0.817777517110591	2.65982144773472	DDMSO
57	0.758800851420776	2.38493653218441	DDMSO
58	0.74336233759045	2.12213607161353	DDMSO
59	0.649355069451955	1.96569961726218	DDMSO
60	0.763458070425694	1.91655546246663	DDMSO
61	0.686412115142581	1.84157277259826	DDMSO
62	0.657100885125753	1.68196056193088	DDMSO
63	0.74762879623824	1.6334658995532	DDMSO
64	0.700438114938695	1.57782339484715	DDMSO
65	0.666232027295682	1.50183584304047	DDMSO
66	0.715231670700704	1.46463391122204	DDMSO
67	0.697352692217008	1.39686860669909	DDMSO
68	0.636010975954784	1.37692492565475	DDMSO
69	0.632829089773611	1.36367568369749	DDMSO
70	0.652576264719152	1.37952912255283	DDMSO
71	0.660343398024638	1.37296394125804	DDMSO
72	0.618268420451387	1.36822942928741	DDMSO
73	0.669798486770695	1.36756809503712	DDMSO
74	0.675584121540143	1.34280321698065	DDMSO
75	0.651458409210855	1.3446430162695	DDMSO
76	0.565651543786397	1.34177188961082	DDMSO
77	0.571872984803161	1.31681361310994	DDMSO
78	0.572823070089461	1.28798939359161	DDMSO
79	0.603494849477084	1.29602839349815	DDMSO
80	0.587065770090231	1.29221469988165	DDMSO
81	0.569397481566874	1.28492620416202	DDMSO
82	0.62059349134461	1.34377527268521	DDMSO
83	0.656985563805092	1.33715561296843	DDMSO
84	0.645480274576821	1.28384437855985	DDMSO
85	0.626016066966216	1.28315317843544	DDMSO
86	0.623862591574087	1.29340404180718	DDMSO
87	0.592454394922715	1.28176891037127	DDMSO
88	0.597368927762491	1.25437286334798	DDMSO
89	0.630988984040725	1.21928791298143	DDMSO
90	0.622275542187938	1.24424615649144	DDMSO
91	0.591425486766547	1.23966315162548	DDMSO
92	0.643702441831577	1.2604101295126	DDMSO
93	0.582895311476645	1.2636703190928	DDMSO
94	0.62347294963071	1.29105438698267	DDMSO
95	0.600209033599714	1.25012724759274	DDMSO
96	0.661544263310633	1.21415279970499	DDMSO
97	0.658528939698471	1.19249676470741	DDMSO
98	0.656079555344368	1.20288542367602	DDMSO
99	0.678529911258898	1.23694217475218	DDMSO
100	0.65293767767296	1.22679000428277	DDMSO
101	0.583882103929255	1.23220939191367	DDMSO
102	0.611380436932365	1.23825688993175	DDMSO
103	0.589047073549677	1.25074117713317	DDMSO
104	0.619113255130413	1.22727467635168	DDMSO
105	0.673401679681399	1.26350100859905	DDMSO
106	0.689128890429301	1.27971967429753	DDMSO
107	0.668867631539164	1.25505192326922	DDMSO
108	0.630499956790727	1.21977830721461	DDMSO
109	0.624959921583207	1.23236723945837	DDMSO
110	0.649982465654324	1.23392674026781	DDMSO
111	0.619842039371667	1.22939342916571	DDMSO
112	0.656619657058333	1.21780292798731	DDMSO
113	0.629966824788474	1.24060351189792	DDMSO
114	0.672325694343735	1.23904204000601	DDMSO
115	0.640596931187732	1.23614659951065	DDMSO
116	0.651839918210442	1.2313642160646	DDMSO
117	0.641306148957656	1.27989011840024	DDMSO
118	0.665096496691575	1.30710466543993	DDMSO
119	0.640596931187732	1.337455499853	DDMSO
120	0.642240478529666	1.36367951414864	DDMSO
121	0.674927258028679	1.40484916132348	DDMSO
122	0.675584121540143	1.37564012493331	DDMSO
123	0.705727824005713	1.36490033240244	DDMSO
124	0.729937210890718	1.37462430085871	DDMSO
125	0.721352141298738	1.3607698146152	DDMSO
126	0.67585181591639	1.36611243091273	DDMSO
127	0.645627617916047	1.37263955512682	DDMSO
128	0.650172380180447	1.38739787398749	DDMSO
129	0.762334462215728	1.35575933849823	DDMSO
130	0.74563412984634	1.38534684568665	DDMSO
131	0.763099249710031	1.42502025759822	DDMSO
132	0.716378523973852	1.42690991636061	DDMSO
133	0.727587860764339	1.44080997502977	DDMSO
134	0.710541576540837	1.4652872790252	DDMSO
135	0.720825203031235	1.51267675070107	DDMSO
136	0.747547168462693	1.54268559239072	DDMSO
137	0.795104495659391	1.55495941410792	DDMSO
138	0.865337340527933	1.62271766629515	DDMSO
139	0.817091289438266	1.63031715553956	DDMSO
140	0.776757128821055	1.60490285711051	DDMSO
141	0.813706206625115	1.64464659120829	DDMSO
142	0.821238392004688	1.67603560928413	DDMSO
143	0.850296130932928	1.66718203013663	DDMSO
144	0.886547288161045	1.6674897769061	DDMSO
145	0.937685056265213	1.74844895156929	DDMSO
146	0.947538119033051	1.77765226764482	DDMSO
147	0.969206524580949	1.80029452191183	DDMSO
148	0.959029651512586	1.88533040663347	DDMSO
149	0.951698352556668	1.86636679894468	DDMSO
150	0.98163683672663	1.87793970926294	DDMSO
151	1.69258947475119	2.86202901118418	DDMSO
152	2.05271489491102	3.34219623806395	DDMSO
153	2.41284031507085	3.62452330254898	DDMSO
154	2.41284031507085	3.79455319300567	DDMSO
155	2.53288212179079	3.8399649028792	DDMSO
156	2.53288212179079	3.90016182061853	DDMSO
157	2.53288212179079	3.97514394622365	DDMSO
158	2.77296573523068	3.99415349919397	DDMSO
159	2.65292392851073	3.92198760365852	DDMSO
160	2.53288212179079	3.8065221708018	DDMSO
161	2.53288212179079	3.73294816023151	DDMSO
162	2.65292392851073	3.72203526871151	DDMSO
163	2.65292392851073	3.74949351189086	DDMSO
164	2.65292392851073	3.74526916678634	DDMSO
165	2.65292392851073	3.68788847911669	DDMSO
166	2.53288212179079	3.62698750385995	DDMSO
167	2.53288212179079	3.6252273600664	DDMSO
168	2.41284031507085	3.58227985150384	DDMSO
169	2.53288212179079	3.58016767895158	DDMSO
170	2.41284031507085	3.48195165527163	DDMSO
171	2.29279850835091	3.43548385912197	DDMSO
172	2.17275670163096	3.35029289951427	DDMSO
173	2.17275670163096	3.25700527845625	DDMSO
174	2.17275670163096	3.14928447829114	DDMSO
175	1.93267308819108	3.06902192130537	DDMSO
176	2.05271489491102	2.98946342183703	DDMSO
177	2.05271489491102	2.87047770139321	DDMSO
178	1.93267308819108	2.80852063986034	DDMSO
179	1.93267308819108	2.74973183715585	DDMSO
180	1.93267308819108	2.77789413785261	DDMSO
181	1.93267308819108	2.80288817972099	DDMSO
182	1.81263128147114	2.74585952081005	DDMSO
183	1.81263128147114	2.68918289065781	DDMSO
184	1.81263128147114	2.59096686697786	DDMSO
185	1.81263128147114	2.55294776103723	DDMSO
186	1.81263128147114	2.55505993358949	DDMSO
187	1.81263128147114	2.54203486951724	DDMSO
188	1.81263128147114	2.50859213743984	DDMSO
189	1.69258947475119	2.5332341505495	DDMSO
190	1.69258947475119	2.56350862379852	DDMSO
191	1.69258947475119	2.52830574792757	DDMSO
192	1.69258947475119	2.43044175300632	DDMSO
193	1.69258947475119	2.32272095284121	DDMSO
194	1.57254766803125	2.27906938676124	DDMSO
195	1.57254766803125	2.23893810826835	DDMSO
