pos	Md	Mn	gt
44	3.78465758420048	5.38460261805286	DIAA
45	4.77053076098209	6.24694180796281	DIAA
46	5.64686247367684	7.44949919472642	DIAA
47	6.68750638250187	9.04584615129127	DIAA
48	8.38539907584796	10.5530407483986	DIAA
49	11.5621015343665	12.4804108154157	DIAA
50	14.9578869210586	14.8051685295215	DIAA
51	7.56803855735334	10.0082532785716	DIAA
52	3.7680380411535	8.35011527732193	DIAA
53	2.54756843233449	7.02909097394331	DIAA
54	2.0570144250399	5.93374658100018	DIAA
55	1.68059338573375	5.07152819746065	DIAA
56	1.65189112453844	4.4430072184317	DIAA
57	1.78721677312161	4.00020056198975	DIAA
58	1.4947845620184	3.73286455959162	DIAA
59	1.34313288952957	3.60358605802371	DIAA
60	1.40153910883618	3.49263387026	DIAA
61	1.43100763073272	3.28400267282118	DIAA
62	1.29140794671011	3.13627351762864	DIAA
63	1.26973203663753	2.94348551890964	DIAA
64	1.33941207497166	2.72941195926969	DIAA
65	1.16835387240327	2.62270808314242	DIAA
66	1.22438547779027	2.61999099409438	DIAA
67	1.06802927484674	2.56497437296848	DIAA
68	1.10204548009889	2.46478245784782	DIAA
69	1.14156975214099	2.40147935495284	DIAA
70	1.08488180778317	2.31957042910648	DIAA
71	1.13350706728962	2.28016946390948	DIAA
72	1.20928178414107	2.1954951397357	DIAA
73	1.06935866154682	2.06488319574093	DIAA
74	1.09919193273351	2.05114639095436	DIAA
75	1.10117998108354	2.028833177848	DIAA
76	1.11420143550076	2.03710299812528	DIAA
77	1.06299367857574	1.99094778841649	DIAA
78	1.06861878370435	1.99085991054988	DIAA
79	1.0419445330688	1.89895575929471	DIAA
80	1.01664490526836	1.84994811134453	DIAA
81	1.01222701625815	1.76247638680837	DIAA
82	0.972985945712562	1.81793065582056	DIAA
83	1.00501145556459	1.81614443678517	DIAA
84	1.06933333989539	1.78588510976028	DIAA
85	1.11208399409905	1.77972681071567	DIAA
86	1.08865282209765	1.81748902826854	DIAA
87	0.922988262213228	1.73843286659429	DIAA
88	1.01236066195014	1.72656197568691	DIAA
89	1.00843596262339	1.7076023411522	DIAA
90	1.14199385580274	1.74502570502251	DIAA
91	1.00937632616422	1.70949918548662	DIAA
92	0.930776428476017	1.7324015515209	DIAA
93	1.03165169908655	1.73675289633558	DIAA
94	1.04609153539924	1.76996029661115	DIAA
95	0.922988262213228	1.73690964937353	DIAA
96	0.949904337827713	1.75282947742303	DIAA
97	0.95491580649619	1.7687362756559	DIAA
98	1.0356353758063	1.75661685018651	DIAA
99	0.994733148141567	1.72401161801269	DIAA
100	1.06876941987435	1.77582311460454	DIAA
101	1.03933984377637	1.77780241481306	DIAA
102	1.15582353650457	1.83793125986325	DIAA
103	1.10082455649944	1.8647616306875	DIAA
104	1.08137086342142	1.83180436569736	DIAA
105	1.08414494291713	1.85949681688128	DIAA
106	1.14401042046668	1.93856411763349	DIAA
107	1.13312563670162	1.95226549799594	DIAA
108	1.10608426399379	1.82174653153296	DIAA
109	0.989464700194286	1.7588587159019	DIAA
110	1.12922373472241	1.83120565546611	DIAA
111	1.08879804236656	1.84273399833934	DIAA
112	0.979120620776249	1.84177445920419	DIAA
113	1.03480768327941	1.81848452609839	DIAA
114	1.01270715959482	1.81834582763037	DIAA
115	1.10012272671745	1.82172027166189	DIAA
116	1.0592715182002	1.90903735338189	DIAA
117	1.09919193273351	1.9283495222942	DIAA
118	1.09919193273351	1.91436660605509	DIAA
119	1.07732996519373	1.96543862608232	DIAA
120	1.19684192243034	2.03006319941693	DIAA
121	1.12584282533701	1.98629573052776	DIAA
122	1.1210884215138	2.06126160669276	DIAA
123	1.1517729303624	2.08506976431763	DIAA
124	1.20325778768263	2.03982907560628	DIAA
125	1.06983490337564	2.01897215372057	DIAA
126	0.916453373305782	2.07817737692222	DIAA
127	1.01384121016548	2.10935128025044	DIAA
128	1.0153368964746	2.10824987386888	DIAA
129	1.03742210105776	2.12679101545568	DIAA
130	1.14281238975218	2.16110885409114	DIAA
131	1.06226044471625	2.16159768241541	DIAA
132	0.994480006102711	2.1847366986841	DIAA
133	1.1196494780558	2.15849807097321	DIAA
134	1.01037587269576	2.07922476239338	DIAA
135	1.09380846104313	2.06024945653157	DIAA
136	1.09975005501436	2.15251339677691	DIAA
137	1.05725470460869	2.11832034276154	DIAA
138	1.25215403481908	2.22172422027643	DIAA
139	1.24805438590749	2.34096136636945	DIAA
140	1.16098523556832	2.36548147664326	DIAA
141	1.10012272671745	2.29881734577954	DIAA
142	1.16267694337791	2.29217069890145	DIAA
143	1.27194840530592	2.36227162509716	DIAA
144	1.13773198350685	2.37501166552579	DIAA
145	1.22465744463236	2.43850184840632	DIAA
146	1.20810083598171	2.38872553801907	DIAA
147	1.23718152996602	2.34999695359259	DIAA
148	1.31721347311041	2.43436158749707	DIAA
149	1.37834632297121	2.5110635888926	DIAA
150	1.4074804397205	2.55388079058438	DIAA
151	2.14153562289781	3.1993703454299	DIAA
152	2.52493074720177	3.61674731078269	DIAA
153	2.74401367537546	3.90619263924574	DIAA
154	3.07263806763599	4.09089394000531	DIAA
155	3.23695026376626	4.23081916785347	DIAA
156	3.23695026376626	4.44470487327852	DIAA
157	3.12740879967942	4.51786577812484	DIAA
158	3.34649172785311	4.61261514669631	DIAA
159	3.40126245989653	4.61341471942687	DIAA
160	3.29172099580968	4.5330576600055	DIAA
161	3.23695026376626	4.5350565918319	DIAA
162	3.29172099580968	4.47348949157871	DIAA
163	3.34649172785311	4.43031256412842	DIAA
164	3.56557465602679	4.37274332752803	DIAA
165	3.34649172785311	4.37594161845028	DIAA
166	3.29172099580968	4.33196511826943	DIAA
167	3.12740879967942	4.27359630893848	DIAA
168	2.96309660354915	4.16725313577388	DIAA
169	2.96309660354915	4.21362835414641	DIAA
170	2.8535551394623	4.2200249359909	DIAA
171	2.8535551394623	4.19603775407407	DIAA
172	2.8535551394623	4.11688005374854	DIAA
173	2.74401367537546	3.98535033957127	DIAA
174	2.52493074720177	3.94777042123491	DIAA
175	2.74401367537546	3.81384198886596	DIAA
176	2.63447221128861	3.73588364763627	DIAA
177	2.8535551394623	3.54718448322389	DIAA
178	2.68924294333204	3.34649172785311	DIAA
179	2.63447221128861	3.2321528273829	DIAA
180	2.41538928311493	3.21216350911887	DIAA
181	2.3606185510715	3.20496735454382	DIAA
182	2.30584781902808	3.23655047740098	DIAA
183	2.19630635494124	3.22495667280785	DIAA
184	2.14153562289781	3.28412505486935	DIAA
185	2.08676489085439	3.22575624553841	DIAA
186	2.03199415881097	3.28572420033048	DIAA
187	2.14153562289781	3.11061777233764	DIAA
188	2.19630635494124	3.06384276759982	DIAA
