Gene,Rate01Mean,Rate10Mean,EjectMean,Rate01SD,Rate10SD,EjectSD,Rate01Median,Rate10Median,EjectMedian,Rate01MAD,Rate10MAD,EjectMAD
Rps6kb1,0.002948865246638947,0.02570016033720558,0.005751538536181547,0.0019261760613282916,0.09395144988761567,0.014416680254223256,0.002705855205483828,0.004769646234788354,0.0025706698445830305,0.0014149992368346139,0.004157756844934324,0.0009009214439518707
Rps6kb2,0.008496013412395665,0.11224795316389936,0.0028919760846312214,0.035729521284891874,0.48652266391349386,0.012477317813604265,0.0027101131578637443,0.017120881827220213,0.000633510592255295,0.001596672405671972,0.015950139998433713,0.0004735933319468753
Rps6kc1,0.001960206445241927,0.06706906043679196,0.006569843959174158,0.029484686655996444,0.22812444530663856,0.01788580482989581,0.00071484910227462,0.014181255555517799,0.00225746039992981,0.00041519689404971236,0.012235534392567304,0.0013828751284978838
Rptor,0.004602654772176967,0.042695260077172344,0.004821774028562517,0.007452022123429878,0.12313599887579744,0.009928514278341606,0.003290380971732178,0.007215749864932585,0.002067254918523008,0.0021055337952230043,0.006588022838478657,0.0008056703479493179
Rpusd1,0.0025664008625999363,0.05685139351739931,0.005385010417266758,0.042507488808619084,0.22123319372230327,0.02117821099874266,0.0008712609760341889,0.012926745449230989,0.0018293186136285082,0.00047199608729705476,0.011057381696309536,0.001082992028285308
Rpusd2,0.00059695131295387,0.05385188091627443,0.011292538256315541,0.0010065987913258142,0.13746786641717007,0.025996968352939694,0.0003556524110295648,0.01685181614595998,0.005668092783165497,0.00022057606582248922,0.013812322332041639,0.0031287461679624655
Rpusd3,0.01162528989989902,0.11030895822084386,0.0022509540942502286,0.04416636516891873,0.39989403980759025,0.006872805061029724,0.0033666395858313715,0.017121226051104173,0.0005286213500375994,0.0023420070889215755,0.01609904234890756,0.00039280004237657437
Rpusd4,0.006581974725412034,0.0663315647262813,0.003604062754123644,0.03246600776099049,0.2172257282740819,0.011280722063548184,0.002579002216874042,0.009897025046926768,0.0011018350462264153,0.0015804609121178536,0.009097210589106508,0.0006530231801547716
Rrad,0.0019185426036345402,0.04018798413822613,0.01124879363544041,0.0012933184423813459,0.18586164140771433,0.034580201914952535,0.0017656600913845094,0.009179105112800401,0.005013121948671434,0.0009758207842649536,0.007815937473027442,0.0018830117189338224
Rraga,0.03606600819833213,0.03699590859648677,0.00202287471216803,0.139611598036588,0.1337414908628042,0.004251402011123179,0.01274066641046749,0.003855697742404719,0.001120445140509033,0.009275047211502326,0.0036149111378561134,0.00025287415345505405
Rragc,0.001740649485454207,0.056984573086568804,0.009203261056957755,0.0008705526294707172,0.1972506783711707,0.029170489580442646,0.0016980220359071856,0.01654693649913566,0.0034507405149949042,0.000524658588548827,0.014106447677896431,0.0021297056712034357
Rras2,0.0050988478315422674,0.09317417633123962,0.0302143583152343,0.0012236344415665784,0.18232293352355364,0.048529363167298105,0.005143497973811303,0.047351194580290135,0.01764699552096788,0.0007488791649555362,0.030321505975219227,0.008693190237211856
Rras,0.009136937188004096,0.09572507879768012,0.0029633367129168822,0.06349360228574633,0.27871243932295087,0.008903684515487483,0.002801104740636248,0.01892560468949344,0.0007262036978409724,0.001589602822426651,0.017774836155360435,0.0005394917631333918
Rrbp1,0.0015953690974357916,0.007437371499285613,0.006224512511827585,0.0009058572893138852,0.021429448653325456,0.008302442477202576,0.0014866231181463096,0.0028463881320126274,0.004460247664703443,0.000638000796613965,0.001998619014733788,0.001021954851516544
Rreb1,0.0011310439873216088,0.02246336236338197,0.01036471234015755,0.001013737407556109,0.18335110006280236,0.040995620720732394,0.0008224638085268778,0.00464168938169836,0.006380558029758663,0.0005503771973365999,0.0036099326732744316,0.0013622598028729645
Rrm1,0.0014971642179898517,0.08368062074326182,0.007447089059391068,0.0014963292489823532,0.26335059658713855,0.0228329145696532,0.0012452104240747825,0.02274905796154761,0.002312054796510306,0.00038231354854025197,0.01935992813175996,0.0016830831412523732
Rrm2,0.0021213340604270344,0.20744058455118086,0.0036546715599457174,0.009340974065350451,0.8284419262903224,0.014321702086954494,0.0004837307771503439,0.04000489706669565,0.0008488695463212781,0.0003759009178586657,0.03480774608812045,0.0007124538181208323
Rrm2b,0.0030080201936666636,0.054756867938913954,0.005266761123110244,0.00874029916905377,0.1636982626046635,0.01332423291255102,0.002293694470249408,0.010417188844784604,0.001678178103731348,0.0010554474766258106,0.009425692169623813,0.0009230637956438623
Rrn3,0.006997412485294785,0.05596927259333685,0.004173986421592852,0.030049266576606715,0.27871009916957074,0.01608376752278321,0.004002745781661085,0.008636373922802807,0.0015153036486841539,0.0022865222331852667,0.007887960851317152,0.0006836237180746032
Rrnad1,0.003450435944656506,0.031490379443703996,0.0050253452911670415,0.0038574403630669235,0.10813731260292947,0.01112308877547226,0.0027113326570608995,0.005729341645309431,0.0024251526662736264,0.0016897744375494596,0.004993781864694617,0.0008056557704671162
Rrp12,0.00040527877923416365,0.019509893609197384,0.006412557338460527,0.00022808275170096222,0.0620169159813629,0.016927483069141252,0.0003939315987171246,0.0044695454866261475,0.0023529366269314685,0.00016870884144851725,0.0036145415083856797,0.0010536597146939062
Rrp15,0.0012022816719518788,0.03943659965958235,0.01597733051099541,0.000441173294058435,0.10778303358371423,0.03672807702785427,0.0012400467767474607,0.013592175390292588,0.007095077453147851,0.00029702443504737346,0.010066293245855368,0.0036280702730479017
Rrp1,0.007020137815505327,0.05106185405027505,0.0062052567930301825,0.009577908173347797,0.15881439064189454,0.013561821485433476,0.005935026124770945,0.008737328356478846,0.002544728891973919,0.0028105455402149785,0.008008024749094783,0.001051177089868018
Rrp1b,0.000812120895521159,0.0361695155599468,0.026818009904046782,0.00024222368011640448,0.06911766751438009,0.043519230740223805,0.000832665240722252,0.017438129560657996,0.015174970562196808,0.0001553536072842954,0.010716433232447208,0.006690017907920506
Rrp36,0.050927835688749715,0.04902617364010101,0.001027907729301731,0.14712349511247463,0.3241747969394414,0.0029946599793884013,0.01799750824585213,0.0029034470980654563,0.0005442719318636117,0.013537210369249004,0.002709809816056023,7.890508628006921e-5
Rrp7a,0.003581554340850414,0.04850485372168359,0.005264361908396196,0.0037899965805011588,0.16648686204507224,0.013513931815078498,0.00294387766277934,0.008352719626766371,0.001894188995865109,0.0015746667466971995,0.0075778302100405264,0.0008667085701971794
Rrp8,0.0016342598036592493,0.009899969913596445,0.007766064698475818,0.0013493761423209252,0.037267875623373546,0.010759055272056506,0.0012557260677081806,0.00292867696196579,0.005744052227662824,0.0007957388404850958,0.0022529159193554558,0.0009716251654150656
Rrp9,0.001383929339491836,0.03195179239398125,0.007060327675901436,0.0007920734306471545,0.09049315812615848,0.016645531334018283,0.001348583872832784,0.006187751142933281,0.002407241645860479,0.0005952019314081801,0.005376874772421788,0.001149157158363441
Rrs1,0.0039644177200206755,0.02107618610740274,0.0063241557753401815,0.0037222655650607775,0.08009126093669525,0.010129368219521186,0.00278320753134414,0.003695149951178216,0.004045227450801633,0.0019919734546667888,0.003165630803862558,0.0008316745511114214
Rsad1,0.0005049162441496951,0.04836833757550164,0.008506239888360967,0.00038429020884374646,0.15290124081841636,0.025286768888840426,0.0004369200317157866,0.01258255918794533,0.0029368094080793102,0.00018757008652803536,0.010703521529687702,0.0017708529874467971
