Gene,BurstMean,BurstSD,BurstMedian,BurstMAD
WNT9A,1.0727981374348055,2.577367052787629,0.3661832260976921,0.3639320447194139
WRAP53,0.7404258774437555,1.7531115744349173,0.2609875792084948,0.17778670747024175
WRAP73,1.4888125641881838,5.446785190792846,0.2363337414783518,0.2813004705364426
WRNIP1,1.6014853185695055,3.125331128769964,0.6417384416886653,0.5774324253981695
WRN,0.3053855791990466,0.679244372454731,0.13080965053393337,0.08636503370347288
WSB1,0.42786044623545,0.3947611074678121,0.33732264147039354,0.11469130865249369
WTIP,0.023405954651349162,0.05886783747618628,0.013384005976048784,0.012636015176541712
WWC1,0.779177236333457,4.101740549747691,0.15502699609020099,0.14453322597865928
WWC3,0.040024357916126366,0.20329351893350855,0.015124265730490003,0.014752123672438548
WWOX,0.10411696449135674,0.4310123486687621,0.04700491268434867,0.03525515199368417
WWP2,0.30993746270918854,1.4665799037094243,0.04701831894650668,0.05335002082018099
WWTR1,2.4702720956805004,6.3391475385026546,1.0183831787325983,0.8967671635588861
XIAP,1.447146857006819,4.238641705913651,0.3525845869803339,0.38263708359495024
XKR3,0.027737568947544356,0.15049470652011995,0.005751157816077005,0.007371606373290703
XKR8,1.6529892798869061,12.390381577945137,0.26051490741373173,0.3117791593581358
XKR9,0.0038561525681203826,0.013203449118348367,0.0007757081085097367,0.0009993369811814065
XKRX,0.04923450575428826,0.16219144413863995,0.012017770322668573,0.015105149487382043
XK,0.049477177885620637,0.08273444902701076,0.032064134893421456,0.031111495436863534
XPA,1.038572487694436,3.0356742431581654,0.3516683123611296,0.3211392915986297
XPC,1.4453538830674677,3.9532531934172956,0.45513309118630796,0.39926705841328786
XPNPEP3,2.187984428011397,14.59702404726941,0.2843418282267768,0.3444892885876757
XPO4,0.30023552742404097,1.0492255740650633,0.08749502643437393,0.07350460565512491
XPO6,1.271681439432855,4.799004434662107,0.2752295523248691,0.3005981197750715
XPOT,0.17453858330320707,0.9548682956132603,0.04843889573812015,0.042035479489115596
XPR1,0.044362074715498974,0.17906302071104604,0.01516173849853541,0.014256358080927905
XRCC2,3.3660988762828925,6.7259980352597575,1.67436965876762,1.3006246359154683
XRCC3,0.3118334195518587,0.5919281017945225,0.18370717574343493,0.1025534919927721
XRCC6BP1,0.4067658547635698,1.400701765650083,0.0869185322914943,0.08652116513535867
XRN2,1.2604533228192203,0.8799360628602607,1.0218878258846038,0.6367008677969341
XRRA1,1.0303948578362077,9.253498724525373,0.14514256855992552,0.16357676382574377
XYLT1,0.05642139518209805,0.13000024843405317,0.028083176164225093,0.029131966429414617
