Gene,Rate01,Rate10,Eject,Decay
0610009B22Rik,0.01869708376180201,6.875470410853141,1.146848487922194,0.0038675771708511623
0610009O20Rik,0.00010830595785635345,2.4119328536641608e-5,0.0002199240144069543,0.0006029306651356918
0610010F05Rik,0.00025487731294560664,0.00026600160389773854,0.0005349505331780339,0.0011609338769302002
0610010K14Rik,0.0006815345960998915,0.0001861514837329156,0.0014399601916581497,0.0009280942365400619
0610012G03Rik,0.0020905015722622955,0.0036033190963676042,0.0028291058481409834,0.0008342325974387941
0610030E20Rik,0.006423042683582506,2.9054522301911088,0.12676440547101872,0.002384407225868405
0610037L13Rik,5.63463804499358e-5,8.162689360269295e-6,0.000846577897120781,0.0017187313857520525
0610040B10Rik,2.8063595562146957,1.6085189821844915e-5,4.5156311034466574e-5,0.00286803699337945
0610040F04Rik,5.122850399215861e-6,1.086871450638738e-5,0.00020544451117004623,0.0015751913020633245
0610040J01Rik,1.1310555887697564e-5,4.595114060596726e-5,0.00028795297848508734,0.002765398685657073
1110002L01Rik,2.4478983797440484e-5,8.151130679917353e-6,0.0003386623449535599,0.0018059173064455872
1110004E09Rik,3.3176982556722205e-5,6.271052033187503e-6,0.0012478618001340678,0.0012591915645901598
1110004F10Rik,0.004404494939515486,0.007119843281389342,0.009306838353103761,0.0016318176438071081
1110006O24Rik,0.061091931567646376,3.5801178497153424e-5,6.91951072037905e-6,0.001178340780225665
1110008F13Rik,0.0029103819278504407,0.002930241386863552,0.01215424795811249,0.001778531754188657
1110008L16Rik,0.0010476162837284365,2.824305059422443,1.261514741798866,0.0011422804181868216
1110008P14Rik,0.0012946548547323,0.0019313304109166564,0.0011672338192253448,0.0007019140875129824
1110012L19Rik,0.028721288084847803,3.4754803657131195,0.14470784987915125,0.0025384427618836344
1110017D15Rik,2.3112830958558925e-6,4.648047362917549e-5,0.00020833648079410488,0.001631702402448082
1110020A21Rik,8.129239529916289,0.0004765590045817697,6.64476768871197e-6,0.001550248659330706
1110032A03Rik,0.7934790944862135,0.0005137993331980427,2.622119845264212e-5,0.0006250312724845762
1110032F04Rik,8.787864416910341e-6,4.749938877557622e-5,0.00016202623045940775,0.0028535143903501104
1110034G24Rik,1.4427644577949529e-5,2.705096079832949e-6,0.0005163839362969578,0.002517148493154466
1110038F14Rik,0.0007154133347477415,0.00021035378250737266,0.0019839256169083145,0.0018118652774988116
1110046J04Rik,1.0951393594920429,0.0012377297754456425,8.345703140784196e-6,0.0007849466967441767
1110051M20Rik,0.0008711649417302025,0.002344829255173851,0.0010036123940179455,0.0014283448330035143
1110059E24Rik,0.0009544613051244944,0.0002074185643648154,0.002514160074874359,0.002157522272729932
1110059G10Rik,0.017448425050346647,0.03708218076548951,0.0015838974051270746,0.0035633723039273355
1110065P20Rik,1.8300702487754217e-5,5.005302921872487e-6,0.000497225937480906,0.0007687797304407014
1190002N15Rik,0.004750795872586772,4.598701453524985,0.3427839407879894,0.00523801995435612
1190005I06Rik,0.00014652368301492003,0.0005528457250213606,0.0006393141984475251,0.000954472095619649
1300017J02Rik,0.00019584494905575752,0.0007829130166752131,0.0002160805069979086,0.0006370603843240554
1500009C09Rik,6.956495806951502e-7,1.782097829822605e-5,0.0005099023258136276,0.0021098443994762893
