pos	Md	Mn	gt
1	0.0367526126513519	0.0734087617524377	DDMSO
2	0.0367526126513519	0.0772673037630783	DDMSO
3	0.0367526126513519	0.0907722008003205	DDMSO
4	0.0367526126513519	0.0705148552444572	DDMSO
5	0.0367526126513519	0.0801612102710588	DDMSO
6	0.0367526126513519	0.0734087617524377	DDMSO
7	0.0367526126513519	0.075338032757758	DDMSO
8	0.0367526126513519	0.0840197522816994	DDMSO
9	0.0367526126513519	0.0927014718056408	DDMSO
10	0.0367526126513519	0.0763026682604181	DDMSO
11	0.0367526126513519	0.0763026682604181	DDMSO
12	0.0367526126513519	0.0724441262497775	DDMSO
13	0.0367526126513519	0.0927014718056408	DDMSO
14	0.0367526126513519	0.075338032757758	DDMSO
15	0.0367526126513519	0.0830551167790392	DDMSO
16	0.0367526126513519	0.0898075652976603	DDMSO
17	0.0367526126513519	0.0859490232870197	DDMSO
18	0.0367526126513519	0.0859490232870197	DDMSO
19	0.0367526126513519	0.0695502197417971	DDMSO
20	0.0367526126513519	0.0811258457737189	DDMSO
21	0.0367526126513519	0.08787829429234	DDMSO
22	0.0367526126513519	0.0763026682604181	DDMSO
23	0.0367526126513519	0.0763026682604181	DDMSO
24	0.0367526126513519	0.0840197522816994	DDMSO
25	0.0367526126513519	0.0859490232870197	DDMSO
26	0.0367526126513519	0.0859490232870197	DDMSO
27	0.0367526126513519	0.0830551167790392	DDMSO
28	0.0367526126513519	0.0801612102710588	DDMSO
29	0.0367526126513519	0.0791965747683986	DDMSO
30	0.0367526126513519	0.0763026682604181	DDMSO
31	0.0367526126513519	0.101383191329582	DDMSO
32	0.0367526126513519	0.0917368363029806	DDMSO
33	0.0367526126513519	0.0801612102710588	DDMSO
34	0.0367526126513519	0.0859490232870197	DDMSO
35	0.0367526126513519	0.0859490232870197	DDMSO
36	0.0367526126513519	0.108135639848203	DDMSO
37	0.0367526126513519	0.106206368842883	DDMSO
38	0.0367526126513519	0.108135639848203	DDMSO
39	0.0367526126513519	0.119711265880125	DDMSO
40	0.0367526126513519	0.118746630377465	DDMSO
41	0.0367526126513519	0.134180798420027	DDMSO
42	0.0367526126513519	0.15154423746791	DDMSO
43	0.0367526126513519	0.163119863499832	DDMSO
44	0.0367526126513519	0.184341844558355	DDMSO
45	0.0367526126513519	0.220997993659441	DDMSO
46	0.0367526126513519	0.326143263449398	DDMSO
47	0.0367526126513519	0.423571449218073	DDMSO
48	0.0367526126513519	0.439970252763296	DDMSO
49	0.0367526126513519	0.602993652712862	DDMSO
50	0.40427873916487	1.0862760395456	DDMSO
51	4.21602236273971	6.81736388618137	DDMSO
52	2.00493730209987	4.02795008004656	DDMSO
53	1.13802506179313	2.65737934823625	DDMSO
54	0.913584868563016	2.02190710124282	DDMSO
55	0.79727889878594	1.64534343610918	DDMSO
56	0.701640786980354	1.36586768525247	DDMSO
57	0.612543544189198	1.19884237137982	DDMSO
58	0.671230350818103	1.18165768764725	DDMSO
59	0.546322620493068	1.08798673149484	DDMSO
60	0.526895862789292	1.02227597268324	DDMSO
61	0.533768542940919	0.96769364096802	DDMSO
62	0.536451178451409	0.918589194011853	DDMSO
63	0.535791100098021	0.883951262809062	DDMSO
64	0.542034934786124	0.926720259110709	DDMSO
65	0.542034934786124	0.851530123549564	DDMSO
66	0.532587639084855	0.93963498962788	DDMSO
67	0.501171990700253	0.912990622834407	DDMSO
68	0.533177437134783	0.859049792991146	DDMSO
69	0.543819146548458	0.870036997947652	DDMSO
70	0.539038318886494	0.863502549731137	DDMSO
71	0.513022739526879	0.870552386863356	DDMSO
72	0.456689269632183	0.800750068858663	DDMSO
73	0.553806492006672	0.776685747099293	DDMSO
74	0.523810600872071	0.81987805686676	DDMSO
75	0.526280015480896	0.76378686808164	DDMSO
76	0.494746708768198	0.776195695934712	DDMSO
77	0.523810600872071	0.790286343329545	DDMSO
78	0.516046958460762	0.840306356088705	DDMSO
79	0.494746708768198	0.778642823998883	DDMSO
80	0.485930837264844	0.72385347104572	DDMSO
81	0.449198599072078	0.734075330514507	DDMSO
82	0.411531472038419	0.685068202564294	DDMSO
83	0.475622046076318	0.727675040242658	DDMSO
84	0.494746708768198	0.766671113291806	DDMSO
85	0.546322620493068	0.778812077678168	DDMSO
86	0.542835198966698	0.794310865322592	DDMSO
87	0.501171990700253	0.749268427822602	DDMSO
88	0.493022852640086	0.789027039451395	DDMSO
89	0.457734651375176	0.694766580386699	DDMSO
90	0.448417044310752	0.69197577223792	DDMSO
91	0.464688205936633	0.714960463917484	DDMSO
92	0.454140563972118	0.705413695523842	DDMSO
93	0.452277162339252	0.726584277631876	DDMSO
94	0.5112205519173	0.768127447705071	DDMSO
95	0.501171990700253	0.752565763719846	DDMSO
96	0.490495394407139	0.745776508142871	DDMSO
97	0.47871050092097	0.723531272365497	DDMSO
98	0.531945709427461	0.769753063957016	DDMSO
99	0.538527865933003	0.75704178301599	DDMSO
100	0.485930837264844	0.737956770811693	DDMSO
101	0.558765631316056	0.783582722073466	DDMSO
102	0.451088404775143	0.744302089767899	DDMSO
103	0.467968049287399	0.723359679465657	DDMSO
104	0.463142679752808	0.761796540219679	DDMSO
105	0.495149050900566	0.761670637434075	DDMSO
106	0.531841262989325	0.76819738185749	DDMSO
107	0.497524450738824	0.760397834636767	DDMSO
108	0.488120636775767	0.75805864294908	DDMSO
109	0.504128757607039	0.746869114938718	DDMSO
110	0.564155903355581	0.811889315563658	DDMSO
111	0.519396426725716	0.766238057572184	DDMSO
112	0.46431236623594	0.719488425517124	DDMSO
113	0.516359020721472	0.790624028529799	DDMSO
114	0.535538070062555	0.787958807490189	DDMSO
115	0.498653538485678	0.710723173558559	DDMSO
116	0.496759808493155	0.747428318658828	DDMSO
117	0.459407658141898	0.727744852993969	DDMSO
118	0.480930795599273	0.743007070136604	DDMSO
119	0.493570047815047	0.729000560538755	DDMSO
120	0.480730376452282	0.754709379946939	DDMSO
121	0.491595455846108	0.769885102069365	DDMSO
122	0.54127118713545	0.808179239486362	DDMSO
123	0.54835902703042	0.77037990798322	DDMSO
124	0.53489717943282	0.807400192215926	DDMSO
125	0.438204227766118	0.745759327637805	DDMSO
126	0.514285706042807	0.77578030753422	DDMSO
127	0.52715868651434	0.827028015632014	DDMSO
128	0.551289189770278	0.878961450091112	DDMSO
129	0.510910758830452	0.82467664430253	DDMSO
130	0.47871050092097	0.77261750038116	DDMSO
131	0.528633469642732	0.773622135069168	DDMSO
132	0.549354841735996	0.794944694542232	DDMSO
133	0.552194426535089	0.834210871675243	DDMSO
134	0.511654019263918	0.820930186508391	DDMSO
135	0.529708474156495	0.821698564757996	DDMSO
136	0.550986449962606	0.838197649164592	DDMSO
137	0.553806492006672	0.838307910335994	DDMSO
138	0.571707307909918	0.837940049281897	DDMSO
139	0.610528598320154	0.881437268388743	DDMSO
140	0.537342885862399	0.86504073489299	DDMSO
141	0.60340110323115	0.852786958559519	DDMSO
142	0.602695577240818	0.864536102742074	DDMSO
143	0.547379337360559	0.864807535217269	DDMSO
144	0.551289189770278	0.874862091053905	DDMSO
145	0.512536434933818	0.866449106571544	DDMSO
146	0.594527557595398	0.959154660098983	DDMSO
147	0.564976771344078	0.906316843926473	DDMSO
148	0.602820630789369	0.952694497189503	DDMSO
149	0.701640786980354	0.984069853099856	DDMSO
150	0.539433508269842	0.814014347077004	DDMSO
151	0.771804865678389	0.935792901130615	DDMSO
152	0.771804865678389	1.25219334600315	DDMSO
153	0.771804865678389	1.31971783118936	DDMSO
154	0.771804865678389	1.35830325129576	DDMSO
155	1.13933099219191	1.51071566071607	DDMSO
156	1.13933099219191	1.43354482050325	DDMSO
157	1.13933099219191	1.56955842637834	DDMSO
158	1.13933099219191	1.471165605107	DDMSO
159	1.13933099219191	1.49721076367882	DDMSO
160	1.13933099219191	1.48852904415488	DDMSO
161	1.13933099219191	1.50203394119213	DDMSO
162	1.13933099219191	1.41232283944473	DDMSO
163	1.13933099219191	1.50878638971075	DDMSO
164	1.13933099219191	1.52518519325597	DDMSO
165	1.13933099219191	1.48659977314956	DDMSO
166	0.771804865678389	1.43354482050325	DDMSO
167	1.13933099219191	1.37470205484098	DDMSO
168	1.13933099219191	1.47309487611232	DDMSO
169	0.771804865678389	1.3476922607665	DDMSO
170	0.771804865678389	1.36794960632236	DDMSO
171	0.771804865678389	1.28113241108295	DDMSO
172	0.771804865678389	1.23579454245792	DDMSO
173	0.771804865678389	1.23000672944196	DDMSO
174	0.771804865678389	1.2145725613994	DDMSO
175	0.771804865678389	1.14511880520787	DDMSO
176	0.771804865678389	1.17791641229831	DDMSO
177	0.771804865678389	1.1152151046254	DDMSO
178	0.771804865678389	1.11232119811742	DDMSO
179	0.771804865678389	1.09881630108018	DDMSO
180	0.771804865678389	1.05058452594717	DDMSO
181	0.771804865678389	1.01199910584077	DDMSO
182	0.771804865678389	1.04865525494185	DDMSO
183	0.771804865678389	0.960873424199779	DDMSO
184	0.771804865678389	0.934828265627955	DDMSO
185	0.771804865678389	0.958944153194459	DDMSO
186	0.771804865678389	0.939651443141256	DDMSO
187	0.771804865678389	0.940616078643916	DDMSO
188	0.40427873916487	0.882737948484307	DDMSO
189	0.40427873916487	0.852834247901842	DDMSO
190	0.771804865678389	0.873091593457705	DDMSO
191	0.40427873916487	0.853798883404502	DDMSO
192	0.40427873916487	0.734184081074643	DDMSO
193	0.40427873916487	0.766017052662428	DDMSO
194	0.40427873916487	0.783380491710311	DDMSO
195	0.40427873916487	0.77662804319169	DDMSO
196	0.40427873916487	0.709103558005479	DDMSO
197	0.40427873916487	0.691740118957596	DDMSO
198	0.40427873916487	0.728396268058682	DDMSO
199	0.40427873916487	0.699457202978877	DDMSO
200	0.40427873916487	0.681129128428334	DDMSO
1	0.0367526126513519	0.0949785860118836	ODMSO
2	0.0367526126513519	0.0899125210443199	ODMSO
3	0.0367526126513519	0.0910608291036343	ODMSO
4	0.0367526126513519	0.0906555439062292	ODMSO
5	0.0367526126513519	0.0918713994984445	ODMSO
6	0.0367526126513519	0.0894396883140139	ODMSO
