A1BG,1.0,0.20401346155650638,-0.07157617701986167,0.13467945287667304
A1CF,1.0,0.20102005228552727,-0.06718916433308612,0.2950729566663175
A4GALT,1.0,0.08376429921631506,-0.025270288991442937,0.7527622098261862
AADAC,1.0,0.09013877392118588,-0.04890971569447065,0.34381670279132726
AADAT,1.0,0.1778850902837496,0.08723939681302646,0.8997759825576294
AAED1,1.0,0.38507170212683234,0.3536890657016551,0.9699780801656668
AAGAB,1.0,0.17205353508486812,0.049296592255732456,0.8861427117173527
AAK1,1.0,0.05803807461784829,0.02019816490428507,0.876246390973517
AAMP,1.0,0.2870167813562138,0.24409751060119217,0.9804738096076607
AAR2,1.0,0.0790835271945794,-0.016803853569073036,0.7240689766817636
AARS2,1.0,0.04086728964395544,-0.039907507001098796,0.7526521573448408
AARS,1.0,0.3605936510414325,0.3225479987610447,0.9902973215352767
AARSD1,1.0,0.08750481861560074,0.055506885670512464,0.8867699742025228
AASDH,1.0,0.07909932636821226,0.015550980697402449,0.8944253205160311
AASDHPPT,1.0,0.5756480284874858,0.6071183696354395,0.99159236049361
AASS,1.0,0.14763942211760722,-0.05900334233116562,0.5420142153895576
AATF,1.0,0.6911053470455641,0.7322108149830088,0.9883906796943652
ABAT,1.0,0.1190678474296994,-0.045292054246821575,0.6634358987697311
ABCA12,1.0,0.19189920272533684,-0.05780547549570757,0.21232793958094134
ABCA1,1.0,0.13456954144254937,-0.05884858060473894,0.31558242697112027
ABCA2,1.0,0.010796272716175557,-0.04192149209849217,0.7619942257901033
ABCA3,1.0,0.20558572277731715,-0.030437492742349172,0.6341023580311227
ABCA4,1.0,0.07451121792317122,-0.02696432959025041,0.23671201175160606
ABCA7,1.0,0.38675986221705067,0.3999058433774446,0.9934292158327
ABCB10,1.0,0.10490150900417415,-0.03289219721500593,0.8541540539341025
ABCB1,1.0,0.02285223384901569,0.010181146375917516,0.9358429674908065
ABCB6,1.0,0.061831260505200235,-0.05768558899172651,0.3885224640095787
ABCB7,1.0,0.10002184719721315,-0.00924200835374921,0.7988462041682491
ABCB8,1.0,0.01374008015421951,-0.026178930957669905,0.8315581374961212
ABCC10,1.0,0.016389051920764862,-0.029220294015114348,0.7151393538417182
ABCC1,1.0,0.1283899127507949,0.06563632226767849,0.9613387832554844
ABCC4,1.0,0.30784770633982056,0.21703537037396162,0.9513031416287437
ABCC5,1.0,0.052965634070122274,-0.021491467647529388,0.5414094565309776
ABCC5-AS1,1.0,0.09493649694318182,-0.04115090882249667,0.11423754819822361
ABCC6,1.0,0.02399574959402175,-0.03961172642237856,0.5918681401550475
ABCD1,1.0,0.0188541936584777,-0.025699589703598445,0.5936443495681701
ABCD3,1.0,0.4275021497920702,0.3918257526818061,0.9905226656283755
ABCD4,1.0,0.36015590935987,0.2949995858100784,0.9690286367077329
ABCE1,1.0,0.6656668101278214,0.6676710176717973,0.9954385173402084
ABCF2,1.0,0.4159713530609535,0.42373582080046307,0.9914994755358532
ABCF3,1.0,0.05853619096500214,-0.0002278819513801846,0.9029991107454776
ABCG1,1.0,0.03335304490083162,-0.029372863079403243,0.4372820064319335
ABCG2,1.0,0.12247023229702832,-0.05749920128250547,0.6302053725325392
ABHD10,1.0,0.37861051542452184,0.34286018766743936,0.9965076437362066
ABHD11,1.0,0.48509983530683337,0.4610863597024009,0.9878141463926324
ABHD12,1.0,0.011141183406262488,-0.02077905487521132,0.829071616416081
ABHD12B,1.0,0.024901207694826556,-0.027994108493106698,0.49977206599668916
ABHD13,1.0,0.015287133138017725,-0.004319499724103524,0.9067432493207008
ABHD14B,1.0,0.08884375430749401,0.010216157284432046,0.9764738373433184
ABHD15,1.0,0.0858700160628784,-0.04709802354848157,0.6690062792583802
ABHD16B,1.0,0.03654056351727026,-0.026538860694024866,0.10549317767974233
ABHD17A,1.0,0.40111552688929347,0.34420480717026436,0.9822601237254347
ABHD17B,1.0,0.22122851344972486,0.0896662052994763,0.8625896909751827
