"","Gene","Rate01","Rate10","Eject","Decay","Rate01Mean","Rate10Mean","EjectMean","Rate01SD","Rate10SD","EjectSD","Rate01Median","Rate10Median","EjectMedian","Rate01MAD","Rate10MAD","EjectMAD","Model","Condition","Expression","Variance","ThirdMoment","BurstMean","BurstSD","BurstMedian","BurstMAD","HK","HK_new","HK_both","TF","Type"
"94","ERH",0.00188951310734563,0.000802269305911177,0.0182884196497769,0.000865193585452707,0.00200060399550192,0.00115493953584,0.0190388184984529,0.000490033866606807,0.00369910895786938,0.00662191538527973,0.00195180987652478,0.000856342268927979,0.0184697577971898,0.000224898747013975,0.000189779612077678,0.000646230551122721,2,"HCTDMSOr2",29.6731742588576,74.872216026756,0.949389256467104,22.3520357147263,6.5791751558254,21.5686583353996,6.06087250719157,"yes","yes","yes","no","HK"
"95","ERLEC1",0.00508251410195778,0.0176107590636663,0.0105256607274378,0.00161261493659755,0.0046818451654628,0.0375484857092738,0.0170241925717177,0.00157484140648339,0.144131133318282,0.0500850214235632,0.00467996091259703,0.0128949512687284,0.0087265072777413,0.0010968616051866,0.00953099237888432,0.00373524859873821,2,"HCTDMSOr2",2.92385057471264,3.90224724203989,6.00109862706585,1.00837230678117,1.06813357134426,0.685139635356105,0.366416462746753,"yes","yes","yes","no","HK"
"96","ESD",0.000832651704887357,0.000630821524182481,0.00470357148106416,0.000464291587281296,0.00093456736668263,0.00106994469741007,0.00531025589776512,0.000224151075182205,0.00303832238461206,0.00350599307992067,0.000906360428354387,0.00076481928556924,0.00493617112833812,0.000132179744163519,0.000245929303363514,0.000429729033659186,2,"HCTDMSOr2",11.5273775216138,23.6195674741922,36.1310092405276,6.83387824533344,2.58612769352625,6.45378079695481,2.33730260769274,"yes","yes","yes","no","HK"
"97","ETF1",0.00405727705646773,0.0838920649262215,0.106757269947694,0.00135172798804286,0.00363478070322379,0.053496044402659,0.0714256756632708,0.000474888419526607,0.114481415305383,0.131895402368691,0.0036530541735397,0.0272262800705368,0.0412840695728319,0.000325121646100112,0.0150938779368468,0.0177521529794191,2,"HCTDMSOr2",7.28571428571429,15.5619459905174,47.027475925435,1.61929854012496,0.389038233321496,1.52667680579148,0.322101425022643,"yes","yes","yes","no","HK"
"98","EXOSC4",0.00471434070721602,0.0066345105336318,0.0153355193260738,0.00405805582952484,0.00503619139999991,0.0164344265309733,0.0214586549044196,0.00202896191830692,0.0417264356874716,0.0260929468103034,0.00481341076922116,0.00695683107315331,0.015573473373282,0.00136966691941958,0.0042476633120753,0.00353982415349318,2,"HCTDMSOr2",4.70956146657081,7.44116666606371,13.011339492535,3.09413079287824,3.3788257220341,2.24014038739156,1.40475352420153,"yes","yes","yes","no","HK"
"99","EXOSC8",0.000929860859423245,0.000292966610314141,0.00809764072888497,0.00187066496877624,0.00109114238468145,0.000458601295297884,0.00833104974315172,0.00043922830707062,0.00229507088704555,0.00182449652994271,0.00104236523734497,0.000348629615256935,0.00821996549421764,0.000253897919395947,0.000128342767575602,0.000299626546299287,2,"HCTDMSOr2",6.58243340532757,10.6190146688913,8.90152296849743,28.0594543972756,18.3881935139512,23.5729318860604,11.6397408838824,"yes","yes","yes","no","HK"
"100","FAF2",0.00509679023209359,0.00380769549987876,0.0121698190085336,0.00294789399041839,0.0060378926700544,0.0102301719491332,0.0155176941158164,0.00258494565566624,0.0242695881258986,0.0117730231297644,0.00556086331970344,0.00459863121771076,0.0127337419325629,0.00159002899036512,0.00267547890966423,0.00205838029997076,2,"HCTDMSOr2",4.72602739726027,6.78002192570939,9.42880185320007,3.61555491803144,3.30036377843838,2.77037255499505,1.90575423407708,"yes","yes","yes","no","HK"
"101","FAM98A",0.00282637563134271,0.00738650483362448,0.00870039977185154,0.00176131215761428,0.00304993550832231,0.0256287612654185,0.0186813728072723,0.000846165223032745,0.0626867336739931,0.0341692433336136,0.00305335423509083,0.00998295060319904,0.010217864125877,0.000605895357036109,0.00655622952410675,0.00399777712930463,2,"HCTDMSOr2",2.73419540229885,4.16354331813978,7.43942123151868,1.26916067142338,0.800088960571301,1.02878394421791,0.468241884704914,"yes","yes","yes","no","HK"
"102","FIBP",0.00133343127252155,0.000897255202307912,0.0036857368418212,0.000513869762697154,0.00203020787691831,0.0084434964436435,0.00830960202091756,0.000806196132516458,0.0269458626041311,0.0154089321003623,0.00188078039878204,0.00211135600665835,0.00467854879437439,0.000543376439879684,0.0013885792610719,0.00112744458562983,2,"HCTDMSOr2",8.5752339812815,13.1889042829057,18.9422692738885,2.88034532352598,2.3268291309538,2.21682573615588,1.64070874720648,"yes","yes","yes","no","HK"
"103","FTSJ3",0.00312853663764016,0.00634122875855221,0.00693308420930488,0.00227807228261456,0.0034697894841427,0.0271410011721986,0.0154439910680559,0.00131226765338191,0.0799670616259401,0.0326864520805571,0.00346252739400176,0.00873114904917679,0.00801155832059701,0.000948185213312715,0.00642964610673795,0.00313108075881807,2,"HCTDMSOr2",3.01648745519713,4.19255970503976,6.19190475134061,1.44757712773893,1.9370706368083,0.922750962061593,0.545528916498454,"yes","yes","yes","no","HK"
"104","FUBP1",0.00198310247473058,0.00284255463398246,0.00850551342588621,0.00142319655440142,0.0022673710727469,0.00773958725435366,0.0129468883278492,0.000603131451121108,0.0398824349441559,0.0347092063737675,0.00219206368890371,0.0037299215718297,0.00944173386101944,0.000395738131195671,0.00171396315260634,0.00183791105076679,2,"HCTDMSOr2",4.91144708423326,8.84960978499691,17.8916274512509,2.77478042044909,1.26556220526024,2.53268350418493,1.0997913406111,"yes","yes","yes","no","HK"
"105","G3BP1",0.00303407150984803,0.00845066721976024,0.0235474597732891,0.00130445449280469,0.00317762077337775,0.0185798075843307,0.0380594577708923,0.000528337063166838,0.0459350395863427,0.0649151848132551,0.00314403147275922,0.00984070660203067,0.0256851914797301,0.000365415857100591,0.00427352474474123,0.0065934975680012,2,"HCTDMSOr2",9.53723788864787,22.4510717633656,63.594441792879,2.73290907648176,0.808768353235131,2.61126203085171,0.771580239783971,"yes","yes","yes","no","HK"
"106","GADD45GIP1",0.00346820898579625,0.00420758935616091,0.0248875028253151,0.00107418372682459,0.0036702648207246,0.00594828924765892,0.0280551143758422,0.000690653043167841,0.00508261618094421,0.0092005286658998,0.00358636940119634,0.00463073642154701,0.0257690384431706,0.000437302530470674,0.00150661150825238,0.00316129157763583,2,"HCTDMSOr2",20.9357400722022,53.6067009865893,119.426972328181,5.77596954875341,1.85881991681201,5.56565918580228,1.78569852072562,"yes","yes","yes","no","HK"
"107","GLG1",0.00195384717332103,0.0026101692052157,0.00452196190484832,0.00140369780268451,0.0025696205502676,0.0181496963045833,0.011786494910237,0.000949144616231081,0.0565007186526399,0.025649885404863,0.0025156612514516,0.0052621782206916,0.00596570350495375,0.000697841835690107,0.00374031492344306,0.00209454433815278,2,"HCTDMSOr2",2.75790229885058,3.94498065712115,6.22782144497514,1.60572096157711,1.59338562975474,1.13765328685317,0.716079054064674,"yes","yes","yes","no","HK"
"108","GLRX2",0.00925003902941887,0.0548743503520356,0.0426790856805382,0.0029496138756656,0.00795343100667316,0.0543203028791964,0.0415817927268105,0.00188180148783913,0.113132096482976,0.0629084661642096,0.00793328177237597,0.0252716981291511,0.025606225606574,0.0013316118468041,0.0152937279075259,0.00935366841046363,2,"HCTDMSOr2",4.17482014388489,6.4406609388748,12.1844112154405,1.18633775849545,0.594225122048957,1.0188881452906,0.415241251532546,"yes","yes","yes","no","HK"
"109","GLRX5",0.00176401856863406,0.00101929497733775,0.00912046725712862,0.000932904550813144,0.00195419749428606,0.00149387470043633,0.00975793051303722,0.000508594689083685,0.00211666948330667,0.00236431101504256,0.00188994139608305,0.00118207678775562,0.00939732056777554,0.00030529983049664,0.00039491598677899,0.000680671637817182,2,"HCTDMSOr2",12.3924963924964,23.5082842442149,32.1447871962353,8.58461930767572,3.64963804888982,7.9505088074813,3.18600967569997,"yes","yes","yes","no","HK"
"110","GNL2",0.00842077363674889,5.11024864193829,2.22987462768466,0.00209414882423233,0.00648372084086484,0.0724274786279733,0.0384806717980901,0.00154733539367664,0.180157421537952,0.0770113485819373,0.00651611270264619,0.0293435826438278,0.019879029716835,0.00104141608153547,0.019897699603188,0.00924436435878998,2,"HCTDMSOr2",3.50287769784173,5.04135862532995,9.5312975995478,0.832193195221409,0.490588240427111,0.685845104764948,0.25144177037208,"yes","yes","yes","no","HK"
"111","GOLGA2",0.00417992891336285,0.0133943924283028,0.00895158191391546,0.00238457505862265,0.00405416861301221,0.0349608709955245,0.0162494138453453,0.00145085155435345,0.0793564906598302,0.0275552872734362,0.00405286376384281,0.0121529611487,0.00841038726712475,0.0010177197943357,0.0090716377067587,0.00364222343428648,2,"HCTDMSOr2",1.7858687815429,2.39322496619916,3.75557429124923,1.06426083581364,1.41545630836872,0.699117514173278,0.378460295610493,"yes","yes","yes","no","HK"
"112","GOLGB1",0.00290445600408911,0.0129375874487003,0.0285078380524273,0.00289064681367953,0.00300284866510713,0.0245252774819935,0.0440745230945618,0.000437094839422419,0.0419863899672909,0.0564528150229299,0.00298473177929632,0.0147523769534068,0.0310120522244716,0.000303057987067509,0.00603398726080444,0.00841356456795501,2,"HCTDMSOr2",3.61571737563086,8.07366788840033,22.3168743581227,2.1746492986517,0.502679028273171,2.10543432741592,0.486063564506872,"yes","yes","yes","no","HK"
"113","GPATCH4",0.00373816519028841,0.00762960836968946,0.0255941717042553,0.00228573212409634,0.00392441542985438,0.0118834630726425,0.0315610890277787,0.000704830074155684,0.0138987213863131,0.0193799021569886,0.00385786171186003,0.0084755765622616,0.026895479608177,0.000465991033343872,0.00305118445307114,0.00473697057405514,2,"HCTDMSOr2",7.36311239193083,16.6030197078292,41.2087762930396,3.3017661830266,0.989852639675842,3.17575042241607,0.940696710117409,"yes","yes","yes","no","HK"
"114","GRPEL1",0.00305719770427689,0.00320994603328366,0.0119442024496332,0.00160660624387025,0.00345668082204524,0.00655070788186758,0.0150179948296735,0.000956251946727066,0.0138956290698614,0.0119612589457148,0.00331680453843489,0.0039450046225363,0.0127632032075602,0.000606664337317579,0.00172553989425614,0.00195560368700997,2,"HCTDMSOr2",7.25323741007194,12.8740003105429,23.098188632118,3.54391000569624,1.67685155243719,3.2354424145901,1.47992740267746,"yes","yes","yes","no","HK"
"115","GSPT1",0.00331413184558626,0.00410861467976993,0.0125939890061473,0.00152096336447754,0.00374353541176634,0.00947744682967292,0.0173423138702663,0.000991739377121528,0.018229623935155,0.0154607187310571,0.00361184423614752,0.00522460180239279,0.0137545009953857,0.000638599271238683,0.00238639492826781,0.002524338103625,2,"HCTDMSOr2",7.39365537130497,13.1341486425865,23.4388275979829,2.89717622787201,1.36289453510438,2.63432711552805,1.17879532099425,"yes","yes","yes","no","HK"
"116","GTF2F1",0.00346498728100769,0.0047284121787059,0.00778551101386308,0.00146651329354432,0.00408719883643377,0.0210458666538177,0.0158815924383884,0.00139450513741121,0.0568130163068464,0.0278340907857601,0.00396773836132613,0.00707005057187417,0.00913637912772177,0.00101265008849469,0.00474114713872085,0.00286780276846441,2,"HCTDMSOr2",4.48991354466859,6.56978298964363,10.6487264480383,1.69370277159412,1.31472142133767,1.29591189448486,0.803433198327671,"yes","yes","yes","no","HK"
"117","GTF2F2",0.00185545703722366,0.00131358059946143,0.00478362314921317,0.00104127769342592,0.002547730326969,0.0065042829812118,0.00768944560189723,0.00103466322314215,0.0220810951663519,0.0111617342134885,0.00234908108259851,0.002260151399167,0.00549897912611719,0.000635044116109834,0.00131409784682314,0.0010061922032376,2,"HCTDMSOr2",5.37923576063446,7.87348377066063,10.1932180353351,3.05962730838496,2.410190873447,2.43373840624254,1.63121617419824,"yes","yes","yes","no","HK"
"118","GTF3C6",0.00432290711983128,0.0215119031188075,0.0121400348792709,0.000784466452639901,0.00389912786472932,0.0435897958158573,0.0202602696431042,0.00111122563566852,0.112297324984753,0.0425753057767264,0.00391618950538378,0.013360967710927,0.00882872830812454,0.000773404503754702,0.00991316151339721,0.00418875959271964,2,"HCTDMSOr2",5.17887931034483,7.14113437623861,11.6771588842242,0.894900883540287,0.696316511895857,0.6681504505342,0.312516453321589,"yes","yes","yes","no","HK"
"119","H1FX",0.00225936703836225,2.3274202411348,7.91610898855161,0.00196155325682846,0.00213675826908179,0.0874992120277172,0.314487413596975,0.000135869407737032,0.110235977386107,0.375636927011084,0.00213733424139713,0.0549455403529085,0.203677003280653,8.80110197539776e-05,0.0260571088619193,0.0886229230217355,2,"HCTDMSOr2",7.80663780663781,34.1934912930584,228.423944613965,3.77082054455855,0.32399991698922,3.73191831107827,0.301261989846966,"yes","yes","yes","no","HK"
"120","H2AFV",0.00236949545651497,0.00289468545004518,0.0094353465730736,0.00071934304213826,0.00283916397761711,0.0102527456542598,0.0164494244559983,0.000759899563944387,0.0235134860187965,0.0213384675778119,0.00275539431871719,0.00456818748271132,0.0112807527977016,0.000533126889809437,0.00248023205857048,0.00275827455214018,2,"HCTDMSOr2",11.8080517613228,22.0472680232014,45.8710992583141,2.81189369689397,1.46508155663729,2.47246076737915,1.25518921690142,"yes","yes","yes","no","HK"
"121","HAT1",7.80307706330332e-05,3.7917041537429e-05,0.000454747309734211,0.000119914183861061,0.00013303992937895,0.000337464239924939,0.000693327260932571,7.20847417620572e-05,0.00332940126057658,0.00202173254206586,0.0001215068771457,8.40054150811125e-05,0.000517789347640225,3.14969317773854e-05,3.9425908802815e-05,5.14419540649274e-05,2,"HCTDMSOr2",5.10439164866811,8.34691375877834,11.9168555511636,7.40455079466128,5.13448390748458,6.16354742533424,3.57101599012798,"yes","yes","yes","no","HK"
"122","HDLBP",0.000847322999431933,0.00292822326299134,0.00555528527317543,0.000313735809633437,0.000954505981143187,0.0201783149847232,0.0243654879118319,0.000153254057702553,0.0778912304607922,0.0844949844588868,0.00096250447988717,0.00621267784602811,0.00924291993456612,0.000106974471304322,0.00398859978620651,0.00449212615833293,2,"HCTDMSOr2",7.94744420446364,16.3003336406954,39.4377067685114,1.63163089853139,0.51452428357138,1.49285810948522,0.411970750093061,"yes","yes","yes","no","HK"
"123","HERPUD1",0.00778225472986089,5.05275093292669,5.21758779817752,0.00509101888575133,0.00716330022210117,0.194847083635855,0.218223713534572,0.000700461707948325,0.238665284397035,0.244943696514409,0.00715257336115743,0.124163514645608,0.145841158681197,0.000464981292506999,0.0609921350823035,0.062957255486467,2,"HCTDMSOr2",3.15028901734104,6.57856928063082,22.7978863560909,1.21225004098837,0.165174139136697,1.18779224168469,0.146339682326958,"yes","yes","yes","no","HK"
"124","HINT1",0.0005587357132612,0.000482978934255509,0.00634245894514798,0.000149169045630481,0.000631886782130869,0.00214992176804911,0.0107709336408413,0.000194616156486013,0.0105462250275131,0.0273228578316763,0.000597992888479174,0.000574448209422612,0.00667348013060607,6.39872097127804e-05,0.000152006741883602,0.000546798647644482,2,"HCTDMSOr2",45.6131597975416,158.551005416982,288.826770753692,11.6964383737764,3.71516730335479,11.6121775901202,3.29067337454864,"yes","yes","yes","no","HK"
"125","HMGB1",0.000227340573165484,0.000110781358407461,0.0162394706359778,0.000155649191564765,0.000328655039743661,0.00189458721424721,0.0355400976335571,0.000641218487039715,0.00727777096911172,0.0689779409038718,0.000233151590082549,0.000115374629456524,0.0163263303957562,1.34845492070055e-05,1.03324335089437e-05,0.000205999492422802,2,"HCTDMSOr2",140.465991316932,1593.9608549869,-27333.8308358085,130.238100817218,41.8742043700243,141.475165537641,16.6857439178424,"yes","yes","yes","no","HK"
"126","HNRNPA0",0.00226361573601699,0.00125404889533785,0.00787415356325299,0.00143663399181046,0.00271566821786836,0.00254581375393103,0.00892552149527821,0.00100485523943544,0.00452823110400062,0.00319886437257018,0.0025363027150535,0.00158680074526188,0.0082424823765931,0.000581384867379719,0.000721234005016039,0.000819162527280447,2,"HCTDMSOr2",7.05327573794096,11.007960831816,13.7667549753939,6.02924522086519,3.7210876542361,5.19434589093881,2.90824603848466,"yes","yes","yes","no","HK"
"127","HNRNPAB",0.00182808786573882,0.00303300802169366,0.0316540796567016,0.001040673084628,0.00188271293227851,0.00355651822124749,0.0337241064826989,0.000237386463135142,0.00185680383169699,0.00686188693816146,0.00186650187270769,0.00322874116793986,0.0324910801427298,0.000145373938526052,0.000683645776933576,0.00291185267695013,2,"HCTDMSOr2",22.8788752703677,99.3710533853075,458.926802932814,10.1979417427706,1.93777642681245,10.0661392913162,1.89853642088556,"yes","yes","yes","no","HK"
"128","HNRNPD",0.00189456106765952,0.00404024314612843,0.036408749480197,0.001125866779881,0.00193042544364818,0.00466039510866799,0.0389042255209924,0.00022234002473865,0.00220427592275723,0.00868136534018264,0.00191851653846451,0.00422957763301801,0.0372343218608445,0.000138809765920402,0.000934099106326912,0.00399928367240395,2,"HCTDMSOr2",20.6428571428571,93.4157390228817,432.291854404097,8.93056077094651,1.57931377936874,8.80622173206127,1.54665914824725,"yes","yes","yes","no","HK"
"129","HNRNPM",0.00129770231261231,0.00131486903613501,0.0161583628626524,0.00059086993259804,0.00136938424037106,0.0017782838447537,0.0175838592678048,0.000234024382186879,0.00305337414414124,0.00828730499977354,0.00134600778925661,0.00144151314910272,0.0166249385094079,0.000126950548341363,0.000321152066719082,0.00117143270560145,2,"HCTDMSOr2",27.1690751445087,96.1173673527352,252.967426950673,11.7297502608476,2.79309418729036,11.5317406372343,2.69482656534495,"yes","yes","yes","no","HK"
"130","HNRNPU",0.00233008663782951,0.0156843979439907,0.13641151606603,0.00119617417851703,0.00233673568263843,0.0231938880870723,0.185168386371578,0.000234941359184343,0.025792229077784,0.167925823726782,0.00233314797162801,0.0160682049685476,0.139053852077868,0.000136895431200022,0.00597937534750306,0.0392128006497817,2,"HCTDMSOr2",29.491341991342,212.094080883041,2121.85742266329,8.78227433329763,1.25009347964185,8.65650638671271,1.2787785161681,"yes","yes","yes","no","HK"
"131","HNRNPUL1",0.00681233280092673,5.14710262179407,1.95547922674398,0.00176327991914708,0.00523695794090045,0.0592490110719414,0.0272700603661524,0.00137810375842844,0.141578883474396,0.053522361357214,0.00527756429673146,0.0247031631793944,0.0143700955434696,0.000907038179598049,0.0176684680722316,0.00712686691448608,2,"HCTDMSOr2",2.9310839913855,4.05985934183274,7.59346405915808,0.766358558341151,0.629913359587163,0.592288100157916,0.225314530585853,"yes","yes","yes","no","HK"
"132","HP1BP3",0.00306115483336663,1.85983955493325,2.97112223102076,0.00114095613060687,0.00273550380776121,0.0582778044663224,0.102802012477384,0.000274795439239225,0.0996909351789416,0.158739130625993,0.00274560334890307,0.0307159158588256,0.0590408332746339,0.000184399545879663,0.0164695309379697,0.0264943712290234,2,"HCTDMSOr2",8.55363570914327,22.0656977247436,82.7327049947569,2.00793504066803,0.343535406103912,1.9346924697468,0.295594266660315,"yes","yes","yes","no","HK"
"133","HSPA4",0.00169695841837921,0.0045753666976621,0.0161576526886859,0.000886941981488923,0.00181482801508471,0.00968155077814586,0.0252436966244367,0.000282724562284179,0.0168251829545651,0.0296449128832783,0.00179424793577298,0.00573074231172924,0.0183245801939773,0.000192294322501949,0.00227219794738538,0.00428313790351783,2,"HCTDMSOr2",9.85734870317003,26.081956083017,83.9385526606806,3.30830835697026,0.883805829252919,3.1996371030803,0.860683975268996,"yes","yes","yes","no","HK"
"134","HSPA9",0.00159647759575531,0.00661378056614202,0.0208953533106012,0.000596452110164765,0.00167650353065918,0.0176482664123273,0.0427994887678929,0.000224400844628128,0.0342332244651841,0.067702783909982,0.0016813369952249,0.00905360845957108,0.0258803773410402,0.000158899046033272,0.00458384114985595,0.00939235275022149,2,"HCTDMSOr2",13.6244604316547,39.6445815433984,165.865490892044,3.01612914421908,0.747743311866829,2.86336383648658,0.690171588384343,"yes","yes","yes","no","HK"
"135","HUWE1",0.00356156618951976,5.11434460175737,5.41892790696708,0.00149486611859989,0.00316292154307627,0.0707073946045476,0.082868767317265,0.000360522519954709,0.160721100637636,0.170367453424953,0.00317127786974681,0.0366987274452948,0.0469544512008029,0.000237721485603574,0.0201176672782653,0.0215674472884757,2,"HCTDMSOr2",5.04473304473305,10.4164693731793,32.0450307588604,1.3470960067484,0.258497514471046,1.29139396801838,0.206545457226434,"yes","yes","yes","no","HK"
"136","ILF2",0.00073427482140608,0.000320421211488706,0.00678132753115504,0.000452091790306355,0.000783256972163308,0.000461628987727995,0.00705703332251875,0.000177692360396439,0.00206386119676839,0.00309550102824754,0.000767289106467591,0.000349376030528199,0.00687104778270483,8.58639288968214e-05,7.33918338010904e-05,0.000231409628183158,2,"HCTDMSOr2",20.8825648414986,49.2664683495418,15.2222989615323,20.3306036559187,5.69875612443492,19.6678751968673,5.22026863620082,"yes","yes","yes","no","HK"
"137","IMP3",0.0189154986249564,0.064553536208403,0.0727093392082508,0.00606995810888375,0.0166609080978124,0.0682412854381392,0.073561415634063,0.00399774084212005,0.130528325114623,0.0846948238522621,0.0164640174846251,0.0372890116027391,0.0536705571903169,0.00280228336264754,0.0199758521778045,0.0149219844237689,2,"HCTDMSOr2",5.42846872753415,8.82432252939585,16.9020089065113,1.64334295415811,0.798757766873122,1.44285115244946,0.612748225731333,"yes","yes","yes","no","HK"
"138","IPO7",0.00262128210463239,0.0109011762422399,0.02001593333341,0.0016847275903927,0.00270704140860917,0.0257074693812088,0.036511220478939,0.000434617470510006,0.0678200639768379,0.0754011707783498,0.0027039353668557,0.0129006997168813,0.0223227448048752,0.000306105870838362,0.00633849572362848,0.00739941690074896,2,"HCTDMSOr2",4.60606060606061,9.4826183917093,25.1379954603095,1.83968966797742,0.520427788330634,1.73517819400294,0.466554141794986,"yes","yes","yes","no","HK"
"139","IRF2BPL",0.0155067927235458,3.12153527545444,2.24121789828158,0.00946869575809916,0.0126116123810314,0.133529731582865,0.118733393952496,0.00203079137357497,0.17199004895089,0.123236509860045,0.0126201075253281,0.0822909493542246,0.0825362329507932,0.00137000284882654,0.0423701686454052,0.0311506511286847,2,"HCTDMSOr2",2.33837293016559,3.98197604234858,8.94427685208794,1.07827510282497,0.296800342527127,1.01092756498176,0.237680298257752,"yes","yes","yes","no","HK"
"140","ISCU",0.00244214608004074,0.00324104134248182,0.00574111906089705,0.000678815158816534,0.00312009861987943,0.025167723458954,0.0175772526754461,0.000990067695504661,0.0681913265878803,0.0359915352148928,0.00311470203070722,0.00734382604651618,0.00824574126003215,0.000751583685273268,0.00547041718556065,0.00341339175540707,2,"HCTDMSOr2",7.26873198847262,11.016399833069,19.9933081339687,1.56575946188879,1.31709401642277,1.12660782455348,0.663606116329497,"yes","yes","yes","no","HK"
"141","ISOC2",0.00533186700421901,0.0114544633842869,0.0108815347672281,0.00152824210836634,0.00539197854697771,0.0388959065470408,0.0220844293177066,0.00184332387838341,0.141074615526297,0.059255046273006,0.00535678538158309,0.0117985748850721,0.01099550651529,0.00134682576002801,0.0086958018537279,0.00430646603623851,2,"HCTDMSOr2",4.52302158273381,6.35162828010972,10.3087962052696,1.37535939711625,1.47226714249207,0.937261309763442,0.559851130169858,"yes","yes","yes","no","HK"
"142","IWS1",0.0097152386198509,0.0190867232188339,0.0212887982924904,0.0048783063827279,0.00911232151976576,0.0350216151818097,0.0277638606740549,0.00339799260914537,0.079787371326639,0.0348102603491507,0.00885787264869909,0.0144536695706715,0.0188491335143788,0.00238438581633768,0.00949609310742361,0.00533708517465745,2,"HCTDMSOr2",2.94392523364486,4.16795554868749,6.61937229330537,1.83562380848636,1.98010114034747,1.30755338382571,0.810430730208172,"yes","yes","yes","no","HK"
"143","JTB",0.00315870919494095,0.00340329338259702,0.0107538718363323,0.000951596967752082,0.00376158861117394,0.0127146707238745,0.0183769305982765,0.00112223986893731,0.0345247918869093,0.027070525614963,0.00358812472609937,0.0048871700728377,0.0122259638021356,0.000740887531465951,0.00262228148762461,0.00264609818497913,2,"HCTDMSOr2",10.8796829971182,18.9358120032555,32.8171897232624,2.85519556355867,1.59864836408035,2.50341477329327,1.36880568104295,"yes","yes","yes","no","HK"
"144","KHDRBS1",0.0017385734137739,0.00848847867714744,0.0170169518033565,0.000507396810302843,0.00176147863447836,0.020393365887897,0.0330359247987154,0.000252620124410098,0.0374777772500694,0.0506123612127349,0.00176890311819063,0.00976070719705893,0.018769515823226,0.000178413936981321,0.00534607682685984,0.00745921311915626,2,"HCTDMSOr2",11.4030281182408,26.4020960936579,78.5867956385785,2.06147194035909,0.566936513933402,1.92963659327142,0.493283166224825,"yes","yes","yes","no","HK"
"145","KPNB1",0.00165091774632479,0.00585360421855428,0.0248514328497463,0.00128723527126609,0.00174244085316579,0.0122960254889372,0.0400016788071533,0.000262861974906671,0.0211754062130066,0.0494748749273782,0.00172756550051982,0.00707910271526154,0.0278659406543827,0.000178122008147817,0.00278917335110792,0.00687945407036866,2,"HCTDMSOr2",12.7417027417027,40.8553604484341,175.218284254822,4.06102789243862,1.00173196480938,3.93778667010036,0.958293003821652,"yes","yes","yes","no","HK"
"146","KTN1",0.00224783206994002,0.0060397034542381,0.0193664362951856,0.000923781257913974,0.00240055279080927,0.0153873231099223,0.034537666979853,0.000396472375942382,0.04308840207826,0.0688803476840037,0.00237603300521206,0.00763877264540558,0.0221320266174564,0.00027816524504506,0.00342506902093673,0.00593854766992069,2,"HCTDMSOr2",11.3708513708514,28.7888761871445,89.2993233185007,3.03484247264257,0.898570743364494,2.89889974678826,0.871486271087343,"yes","yes","yes","no","HK"
"147","LARP1",0.00262441714721566,0.00306284347540786,0.00746447658383095,0.00245962536860978,0.00317041541139971,0.0109632624206528,0.011882929569928,0.00130294339277654,0.0326104115664754,0.017638723479182,0.00299675816759327,0.00416386460130267,0.00822777421788115,0.00087979617917531,0.0025892312924735,0.00189177425920195,2,"HCTDMSOr2",2.80086268871316,4.18392448941304,7.00993951901153,2.70616956287735,2.92654351260633,1.97749292920068,1.29480822273788,"yes","yes","yes","no","HK"
"148","LMAN1",0.000345752031810151,0.000137508907842308,0.00251675791723022,0.000598184911197005,0.000472532687520844,0.000569269458798105,0.00292778341440122,0.000212789154116004,0.00679001499496891,0.00502782200465316,0.000443724133621247,0.00020735591585251,0.00264253588890173,0.00011196830148902,8.55687768949693e-05,0.000154876072157462,2,"HCTDMSOr2",6.02020202020202,10.0630839418718,14.6830371727831,15.7849381781726,15.5206959935587,12.7429909536427,6.80561039423228,"yes","yes","yes","no","HK"
"149","LMO4",0.00235790553891881,0.00859151733077059,0.00859773255007403,0.00279450224195883,0.00249527083055193,0.0279439686233337,0.0185285951304872,0.000738545161488637,0.0594081131849866,0.0307328824138992,0.00250373203388674,0.0108645921905889,0.00980899573770656,0.000516714761266937,0.00719106451421172,0.00405902434826162,2,"HCTDMSOr2",1.32492795389049,1.96430655100532,3.38161201690621,1.14560294538064,0.996694441058183,0.909088360801653,0.389514399137691,"yes","yes","yes","no","HK"
"150","LRPAP1",0.00256283809484842,0.00331474249000896,0.00732313238446468,0.000894724901959747,0.00311720921159869,0.0173464534139815,0.0164652187341806,0.000937782202541832,0.0552414331248614,0.0347999254508053,0.00301921129748859,0.00545546824706171,0.008961195359676,0.000669921652708769,0.00335303739635822,0.00261252479863732,2,"HCTDMSOr2",7.13721264367816,11.479017518001,20.055982001476,1.97212497512203,1.24286433137351,1.64428991802449,0.929867944760666,"yes","yes","yes","no","HK"
"151","LRPPRC",0.00317154928334646,2.17705455848881,2.94361755942138,0.00128108828189851,0.00284109176434546,0.0634712237886946,0.0945657749885946,0.000292934406129704,0.101834102271967,0.137493248949951,0.00284990294391604,0.0340898794854724,0.0550094690054689,0.000195333976676824,0.0186432477118946,0.0254125373689772,2,"HCTDMSOr2",6.68155619596542,15.6622823044789,53.9358847186137,1.68846412652743,0.291483879763643,1.62662411180621,0.245334032453607,"yes","yes","yes","no","HK"
