"","X","Gene","Rate01","Rate10","Eject","Decay","Rate01Mean","Rate10Mean","EjectMean","Rate01SD","Rate10SD","EjectSD","Rate01Median","Rate10Median","EjectMedian","Rate01MAD","Rate10MAD","EjectMAD","Model","Condition","Expression","Variance","ThirdMoment","BurstMean","BurstSD","BurstMedian","BurstMAD","HK","HK_new","HK_both","TF","Type"
"1",598,"SMAD3",0.00553669059030883,0.0253554822494009,0.0225376712040157,0.00541874586225491,0.00525890599947073,0.0407549752033893,0.0304380250799172,0.00128801159988542,0.0875322695894032,0.0464934475708016,0.00525804819192744,0.0208266349227567,0.0199582477513222,0.00088700617474928,0.0114709158217558,0.00664817983381516,2,"HCTDMSOr1",1.49059481443823,2.24279410476213,4.0690654343052,1.10251926279524,0.556405243269638,0.961494539880792,0.349620247581874,"no","no","no","yes","TF"
