"","X","Gene","Rate01","Rate10","Eject","Decay","Rate01Mean","Rate10Mean","EjectMean","Rate01SD","Rate10SD","EjectSD","Rate01Median","Rate10Median","EjectMedian","Rate01MAD","Rate10MAD","EjectMAD","Model","Condition","Expression","Variance","ThirdMoment","BurstMean","BurstSD","BurstMedian","BurstMAD","HK","HK_new","HK_both","TF","Type"
"1",304,"POLR2K",0.00155671756026229,0.00163241318719401,0.00586151254070914,0.00102417996853902,0.00181478982416395,0.00392923658879819,0.00776490379444825,0.000549652321123387,0.0100249343919222,0.00773153781505033,0.00173992864202894,0.00213584575151448,0.00637458909458286,0.000345111562216862,0.000974452197732777,0.00100661554500112,2,"HCTDMSOr1",8.38049029622063,14.30211171058,21.856958397366,3.36181128292662,1.79790272851076,2.98509094486396,1.43063052887532,"yes","yes","yes","no","HK"
