FC	cat
0.762529507740322	REnh
0.416960200566983	promoter
1.06009813085971	REnh
0.928520656508789	REnh
0.578091548514185	promoter
0.309848343951348	SE
0.454574922698309	no
0.527744507067626	no
0.539659136140327	REnh
1.01446446198216	REnh
0.649748652687728	promoter
0.527145338460982	promoter
0.742850735745196	promoter
0.910106113162861	promoter
0.744508276788413	promoter
0.447152101058949	promoter
1.9602496271598	no
0.868662136502426	promoter
1.09642655543411	promoter
1.08305080452486	no
0.524638830355311	promoter
0.52702199827321	REnh
0.49103528450945	REnh
0.320393409698103	REnh
1.31354513093035	no
0.504620075598568	REnh
0.959658170140875	REnh
0.646862156405257	promoter
0.602047716559225	REnh
1.01489752059378	promoter
1.27374851220919	promoter
0.757442420863749	REnh
0.867062823735927	promoter
0.613211177310234	REnh
0.647855876593298	REnh
1.05538467090306	no
1.34788903543175	no
0.99079568377296	REnh
1.04352342845531	REnh
0.587147605021496	promoter
1.34716859513838	promoter
0.53244877843864	promoter
0.49270565444272	promoter
0.540549366553963	promoter
0.547375951679921	no
0.337896615071337	REnh
0.496464899712581	REnh
1.00098711803669	REnh
0.343135400225582	no
0.287803703907439	no
0.317723098590471	no
0.363049770477173	promoter
0.384821329457489	promoter
0.563492928800807	promoter
0.611482870316521	REnh
0.655414043121468	promoter
0.755475580749199	promoter
0.940878166811308	REnh
1.11697918163938	no
1.04408557513861	no
1.14599956240124	no
1.27191137083747	no
1.07435834983899	no
0.704471066074405	promoter
0.925445757658135	promoter
0.578589406352308	promoter
0.452598080242565	promoter
0.607360750852742	promoter
0.592834455290479	promoter
1.1218123924381	REnh
0.974866698986213	no
0.770178624352316	REnh
1.1218123924381	no
0.504522610134607	promoter
0.868406997068843	no
0.611574649971684	promoter
0.555881018173895	REnh
0.369338623454098	REnh
0.445972531622645	no
1.29189668443732	REnh
0.464104795291565	promoter
1.03998406325951	promoter
0.7410732820118	REnh
1.16098505898162	no
0.766561828017352	promoter
0.480249618887327	promoter
1.08903318118286	no
0.737079111945846	REnh
0.764492359827507	REnh
0.778527302655355	promoter
0.710225814016708	promoter
0.751521618909701	REnh
0.296554636070405	promoter
0.444771072812041	promoter
0.561084663381445	REnh
0.519252496205018	promoter
1.23897655646046	no
0.562609903025603	REnh
0.412799883671799	REnh
0.706920929360164	promoter
0.476645593085299	promoter
0.640252095233804	REnh
0.622624801699532	promoter
1.02031924284257	no
0.637739211932569	REnh
1.27452461683474	REnh
0.604151537338169	REnh
0.569866825382999	promoter
0.427172132454816	no
0.657138957136746	REnh
0.490578820173849	no
1.09037210932011	REnh
0.354551986420375	REnh
0.657449923937953	promoter
0.422481887308615	REnh
0.387323893912614	REnh
1.56115331951692	REnh
0.458982782569749	SE
0.510605613923392	SE
0.729685168809063	promoter
0.47093293446716	SE
0.492102423421813	no
0.386553351897086	no
0.645834613944677	promoter
0.76950133325695	promoter
0.485371515327831	promoter
0.872460557508186	promoter
0.552689589096181	SE
0.376937742555731	promoter
0.821758237135655	promoter
0.516421850956583	promoter
0.945345594896417	SE
0.605966195399481	SE
0.551494952375716	SE
0.704033352345303	SE
0.576160138305321	promoter
0.335997295963215	promoter
0.537921275033726	REnh
0.98826199041333	REnh
1.04376493351869	REnh
0.774472582518928	no
0.8947066865442	no
1.43095515463004	promoter
0.483981815153659	REnh
0.600683792282692	REnh
0.584954329304958	no
0.959658170140875	no
1.1164499903465	promoter
0.67394558008142	promoter
1.0989914797802	SE
0.500545159921787	promoter
1.23781995858751	no
0.518945013561128	promoter
0.959658170140875	REnh
1.43852951252654	no
0.564143246217596	promoter
0.714177496041781	promoter
0.495871037269085	SE
0.227238040287761	SE
0.300310521792852	SE
0.67282609537631	SE
0.52549144730023	promoter
0.790505731220627	no
1.12813293329862	no
1.62424139046004	REnh
0.428343259675814	REnh
0.43255734434423	REnh
0.883219068971073	REnh
0.618329682813067	promoter
0.583660598412633	promoter
1.41303998280586	no
0.494456558428407	promoter
0.787092265420238	promoter
0.781826080372877	promoter
1.00837178283838	no
1.30945433358367	no
0.891233345175394	promoter
0.740620642006011	promoter
0.973348015649304	REnh
0.543033014874979	promoter
0.371361973885932	no
0.549547841020843	REnh
0.498263318624031	REnh
0.822686442020857	promoter
1.09156994610526	REnh
0.500705076483333	promoter
0.709136269681585	promoter
1.78597831664182	SE
0.516604988231717	promoter
0.390414935474212	SE
0.296299988015846	SE
0.661453199459855	promoter
0.988724041018438	no
2.10837617928706	promoter
0.743632907748587	promoter
0.488193775935374	REnh
0.463568363634966	REnh
0.685825748051391	REnh
0.638368780460831	promoter
1.36707769432264	promoter
0.672286891861659	promoter
0.821172911438859	promoter
1.07949061594411	REnh
0.869294877283919	REnh
1.04393111592712	REnh
1.17572618208912	REnh
0.717867666803904	promoter
0.97067605957992	no
1.17583973638221	promoter
0.452952378535624	promoter
0.71318569936538	promoter
0.979097565889846	promoter
0.678325156093062	promoter
0.639981052719682	promoter
1.13398299668781	no
1.18778610282096	no
0.551292991357524	no
0.537454218949289	REnh
0.558514883586812	no
0.727856679768683	no
1.01538744831398	no
0.415994407298495	REnh
0.78334302077116	no
1.26967989911443	no
1.3731163386823	no
2.14931705874527	no
0.238029692032697	no
0.413343637192794	no
0.443580793112492	REnh
0.996520839928617	no
1.09232980656588	no
1.32804902240225	no
1.91370430419905	no
0.528530539628336	REnh
1.01559161885849	no
0.517502548731351	promoter
1.1545126209309	no
0.82057727591756	REnh
1.20982250124204	no
0.437395220404344	promoter
0.959658170140875	REnh
0.904890107165175	promoter
0.696825939173768	REnh
0.920274113910743	REnh
1.24419293756809	REnh
1.30524144470684	no
0.654510536546437	promoter
0.69852669527261	no
1.01751869719502	REnh
0.959658170140875	REnh
0.629121486969506	promoter
1.03741575313676	REnh
0.425491434361885	no
1.27695881419921	REnh
0.731846141620786	REnh
0.412259570417025	no
0.408465761339702	promoter
0.481947960998087	REnh
1.17125595084639	no
0.768364182737378	no
0.672226277797478	promoter
0.911715214097201	no
0.457094041139419	REnh
1.04292569032663	no
0.35848019812687	REnh
0.511336973374638	REnh
0.743701338604251	REnh
1.18951641448599	no
0.672120141634246	REnh
0.999859290374185	REnh
0.591973047481536	no
1.04682058341434	promoter
0.480144554554376	SE
0.484365965208429	promoter
0.663656394624119	promoter
0.582165097682264	SE
0.49796695426554	SE
1.25248035797859	REnh
0.549027891316729	promoter
0.532882402921963	promoter
0.973155472111914	promoter
0.871042260893755	promoter
0.506276357475895	REnh
0.778155724272142	promoter
0.738623658784052	promoter
0.432763801587279	promoter
0.73303589562986	promoter
0.661808170324252	promoter
0.987037861157733	promoter
0.596031515886507	promoter
0.916575872940387	promoter
0.670589492560139	promoter
0.726437912770906	REnh
0.64828303382002	REnh
0.669146110562406	promoter
0.437395220404344	promoter
0.985214978932909	REnh
0.507061591097617	REnh
0.646835843386226	REnh
0.657335614290915	REnh
0.638769335819997	REnh
0.509591554794928	REnh
0.702199033192652	promoter
0.598704988334702	promoter
0.944248163394333	REnh
0.774216977843121	promoter
0.457582649395117	promoter
0.363875312908707	SE
1.3057407559167	SE
0.569621312559619	promoter
0.526729672332961	promoter
2.14217534661778	no
0.333388606177793	no
0.295074949821709	no
0.325066397713036	no
0.670841757786576	promoter
0.636177888070917	promoter
0.750769708010339	no
0.686907107875478	promoter
0.480917132882389	REnh
0.546200001599455	REnh
1.72988273185915	REnh
0.379942891350864	REnh
1.08616678014061	REnh
1.25552493567411	REnh
1.39018499031985	REnh
0.37409062043628	REnh
0.523890080773172	no
0.552735977854992	promoter
1.19238554378417	no
0.923512852998092	no
0.572552478341246	REnh
0.688376708616953	promoter
1.38964757427732	REnh
0.811482067575981	REnh
0.68933192503077	REnh
0.530207009664752	no
1.27933528756207	REnh
1.14950152724095	no
1.45432733000731	promoter
0.923512852998092	no
1.09975425337312	no
2.66994005752065	no
1.1269519874396	no
0.529131349961901	promoter
0.332132318782557	REnh
0.362326129479158	promoter
1.12203687913256	no
0.733780322427824	promoter
0.733145620146963	REnh
0.767830226892834	promoter
0.909838148329538	promoter
0.833149560141136	promoter
0.925827682356825	promoter
0.503572374994247	promoter
1.07758851362977	REnh
0.745767047524038	promoter
0.391994664222212	no
1.36976849926091	no
0.692034476284172	promoter
1.19372113846792	no
0.801661477848533	promoter
0.695640201445768	promoter
1.64785924832955	no
0.751899529560632	promoter
0.532477258793511	promoter
0.624733331454879	promoter
0.672447527157919	promoter
0.887941539023388	REnh
1.13382480719004	no
0.726586713964328	promoter
0.452775212950557	promoter
0.324505349951367	REnh
0.874678952038584	REnh
0.7323520158514	promoter
0.62160157123612	promoter
1.41303998280586	no
0.637841211676463	no
0.937392319325542	promoter
1.27076929761797	no
0.345187778713573	REnh
0.397602408887	REnh
0.583991270797472	no
0.635886857677692	SE
0.508726799657737	promoter
0.648028955856994	promoter
0.709667471911726	promoter
0.867315044960776	SE
0.862442436552074	no
0.44092402411878	REnh
0.829494916484283	promoter
0.671117586472363	promoter
0.889991515321211	no
1.00256390054956	no
0.669072804466121	no
0.815249963963726	no
0.4448989984178	no
0.864011176439127	no
1.20741845503095	no
1.19890812945577	no
0.975111602832355	no
0.912326077902114	REnh
0.519031866497529	promoter
0.57481752902773	REnh
1.03154267726753	no
0.804919972082393	promoter
0.922098163481741	no
0.66645129734804	promoter
1.15120670709514	no
0.91608685708113	no
0.648484963221006	promoter
0.506276357475895	promoter
2.04006803056438	REnh
0.614163044936202	REnh
0.594754828299774	promoter
0.54111566602959	promoter
0.715053390322736	promoter
0.542887374694035	promoter
0.403612477152156	REnh
1.01038493550152	promoter
0.384222915090756	REnh
0.542415487470929	REnh
0.765226702963274	promoter
0.678663416312229	promoter
0.808489854366375	promoter
0.554850505523908	REnh
1.0864852410846	no
0.724678206835078	promoter
0.676863321796991	promoter
0.512302774905308	promoter
0.645016147143867	promoter
0.796658905573423	no
0.212618876019236	REnh
0.977730828712266	REnh
0.949974434821593	REnh
1.03377894706658	REnh
0.785889173815571	REnh
0.581839992920058	no
0.55167040834346	no
0.450197169741061	REnh
0.211735776287943	no
0.513190804004136	REnh
0.462330519588022	no
0.453170060039405	REnh
0.501686809119199	no
1.02411883648115	no
0.672310061071833	REnh
0.622624801699532	no
0.374909300997593	REnh
0.279585451143404	no
0.315611159525259	REnh
0.55825196419504	promoter
0.622313022450281	promoter
0.74133830947579	promoter
1.4287375201079	REnh
0.91050794375722	promoter
0.660785303753112	promoter
0.822727158943604	REnh
0.672670679434997	promoter
1.77929504143557	REnh
0.933308412586211	promoter
0.724478440741788	promoter
0.724159232682991	REnh
0.818300992869715	REnh
0.834756889862236	REnh
0.934253585888304	promoter
1.11943476454518	promoter
1.16723814038765	no
0.717867666803904	promoter
0.536590644729762	promoter
1.47769227008197	no
1.11915814301747	no
0.543507924538957	promoter
0.935393741060195	promoter
1.06605042847135	no
0.943026312772749	promoter
0.709396260174348	promoter
0.845824538435963	promoter
0.363260437284964	no
0.893550833506601	promoter
1.14480122547352	promoter
0.52466047969774	promoter
1.02078289435367	no
1.02688466191957	no
0.72403073783238	promoter
1.2604057448289	no
0.498319255841942	promoter
0.60872831889386	promoter
0.928475126431992	no
0.858253368300821	REnh
0.378523108026106	promoter
0.663419254906486	promoter
0.361804530310899	promoter
0.320626158934349	REnh
0.349362902951999	REnh
0.299970971470753	no
0.461852779289701	no
0.300987488636712	REnh
0.294249083235451	REnh
0.373805262383345	REnh
0.652216193436705	REnh
0.943260764414418	no
0.305786565425506	REnh
0.150179580454898	no
0.381374452054459	promoter
0.311041280951958	promoter
0.459017571826557	promoter
1.16227313888463	REnh
0.665381215109175	promoter
0.816068418997602	no
0.850139406073443	no
0.470269339087495	REnh
0.873904799941447	REnh
0.514896807865247	REnh
0.857020932692653	REnh
1.04860691917556	REnh
0.323470214211817	REnh
0.261056437088131	no
0.28537741184459	REnh
0.346883658390733	REnh
0.392333190290732	REnh
0.366055178301159	no
0.628003730069893	REnh
0.382025345432277	no
0.973960080277103	REnh
1.03842628260114	no
0.543987022998876	no
0.355501467283314	REnh
0.451488874343263	no
0.87138475107404	REnh
1.02572757944489	no
1.33817763400154	no
0.343290731825493	REnh
0.359213431413873	no
0.429324005945301	REnh
0.641268815521614	no
0.849623654318007	promoter
1.04049580180136	no
1.42134938601621	no
0.893941018986638	promoter
0.679633542642222	promoter
0.64053193778999	no
1.1404291604213	promoter
0.720204116170983	promoter
0.691731127723523	promoter
1.29908710491739	no
0.58468319772693	promoter
1.4383475186672	no
0.639914221848713	promoter
0.506691086539803	promoter
1.11478292945828	no
1.11551912584821	SE
0.767939556794196	SE
0.768505307036459	SE
0.959658170140875	SE
0.472109565496908	SE
0.394229461056235	SE
0.75704320139712	SE
0.326798953231234	SE
0.653578105749658	promoter
0.647311515437335	SE
0.468155906304319	no
0.576220943447518	no
0.511520315313442	REnh
0.968109585113494	no
0.81999897698108	no
0.650429158462494	promoter
0.272701128608361	no
0.25004721718284	REnh
1.11431702109025	no
1.02286287948056	no
0.671039171602266	promoter
0.758763545151642	promoter
0.564079026160686	SE
0.682796203135584	promoter
0.485866225350553	promoter
0.496505734213884	SE
1.1148589523739	no
1.19315164219462	promoter
0.959658170140875	no
0.267296864657807	REnh
0.247786203702565	no
0.526838148528854	promoter
0.19364422898774	REnh
0.352159427420638	no
0.295074949821709	no
0.384938283671329	REnh
0.402991289590167	REnh
0.602192376105592	promoter
0.549839734493526	promoter
0.402365388409821	REnh
0.539676476424956	REnh
0.672171414463865	promoter
1.02579588000586	promoter
0.624197136883141	promoter
0.854602777883663	promoter
0.973760420987912	REnh
